PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP,target
17-03529,3,2,N,0,2,1,2,1,2,11049.931082766394,9920,9,1,98600.0,9,50,N,2,2,2,2,240,221,24549
13-04600,74,2,1,0,1,0,12,1,1,15068.643687904982,9920,9,1,26200.0,3,500,N,2,2,2,2,40,67,6684
40-00200,51,1,4,0,1,0,9,1,1,11154.072499444064,6992,8,8,179010.0,8,500,N,2,2,2,2,74,73,21039
36-04010,81,2,4,0,1,0,9,1,1,45.476039207799516,9920,9,4,157000.0,2,13,N,1,2,2,2,144,145,17684
08-00803,23,1,6,0,1,0,N,1,2,3532.6368711476216,N,N,7,100100.0,0,101,N,2,2,2,2,349,232,3468
51-51255,36,1,6,0,1,0,3,1,1,11394.563409447763,4480,5,7,41900.0,5,51,N,2,2,2,2,65,45,22911
17-03529,23,2,6,0,1,0,N,1,2,15359.564406226156,7390,10,5,51100.0,1,379,N,2,2,2,2,81,64,6780
38-00100,69,2,1,0,1,0,2,1,1,172.82553522112244,8370,12,7,50900.0,6,501,N,2,2,2,2,26,19,19765
24-01004,31,1,4,0,1,0,3,1,1,4200.544382139128,6570,8,5,250400.0,4,414,N,2,2,2,2,301,194,10423
30-00600,39,1,1,0,1,2,4,1,2,102.76970324429126,7770,3,7,51400.0,7,20,N,2,2,2,2,27,36,15569
51-51255,3,2,N,0,1,1,3,1,1,11265.38774288077,N,N,1,N,N,501,N,N,N,2,2,112,99,25957
17-03529,69,1,4,0,2,0,9,1,2,11128.25337260285,9920,9,2,128800.0,2,103,N,2,1,2,2,202,206,6683
17-03531,73,2,5,0,1,0,9,1,1,3411.518427589198,9920,9,6,180700.0,2,145,N,2,1,2,2,80,80,7610
17-03531,47,1,1,0,1,4,6,1,1,3477.3824700724012,7370,1,8,569800.0,6,153,N,2,2,2,2,102,102,7621
24-01004,35,1,1,0,6,2,5,1,1,4203.564967189368,8680,14,9,24100.0,3,297,N,2,2,2,2,65,60,10139
32-00405,22,1,6,4,1,0,3,1,2,8243.427377515913,9920,18,5,100600.0,0,194,N,2,2,2,2,87,72,17041
51-51255,43,1,6,4,1,0,N,1,2,11436.256749208776,3780,4,5,13600.0,9,51,N,2,2,2,2,75,73,23361
36-04010,8,1,N,0,1,1,12,1,1,58.1868238790577,9920,9,2,9970.0,9,394,N,2,2,2,2,62,38,24230
06-07502,46,2,1,0,6,1,2,1,1,3129.1526509655782,3180,3,8,1350.0,8,500,N,2,2,2,2,86,83,1363
38-00100,52,2,6,0,1,N,N,2,0,124.792510445058,N,N,5,23000.0,3,N,N,1,2,2,2,144,0,18165
32-00405,60,2,1,0,2,0,2,1,2,52466.12116905233,9920,9,4,28730.0,0,289,N,2,2,2,2,218,183,15626
32-00405,55,1,6,0,2,0,9,1,1,52798.779919885994,8590,13,6,102700.0,7,500,N,2,2,2,2,77,77,16291
51-51255,42,1,1,0,1,3,5,1,1,11261.313298489878,9690,17,10,11500.0,8,501,N,2,2,2,2,48,48,21891
19-01700,8,2,N,0,1,1,2,1,2,3720.9031827073886,N,N,3,N,N,190,N,2,2,2,2,95,95,25819
38-00100,50,2,4,0,3,0,2,1,1,57.90970205387805,8660,13,3,133400.0,2,215,N,2,2,2,2,135,167,20124
13-04600,37,2,6,0,2,0,2,1,2,3741.630807066728,9480,16,4,50800.0,7,449,N,2,2,2,2,151,132,4886
51-01301,13,1,N,0,1,4,6,1,2,11296.185788288809,N,N,3,N,N,407,N,2,2,2,2,88,75,26572
32-00405,12,1,N,2,2,4,5,1,2,52861.135651721925,9920,9,2,99800.0,9,160,N,2,2,2,2,119,162,23575
19-01700,59,1,1,0,1,0,3,1,1,3636.0337459535044,4980,6,7,14160.0,9,501,N,2,2,2,2,91,90,8401
08-00803,76,1,1,0,1,0,2,1,2,3815.2104887436826,N,N,12,100800.0,0,92,N,2,2,2,2,73,67,4572
51-01301,36,2,1,0,1,3,4,1,1,11072.613879231343,8090,11,8,-1070.0,0,50,N,2,2,2,2,44,45,20853
24-01004,8,2,N,0,2,1,12,1,2,2278.9085718917504,9920,9,2,98200.0,9,0,N,1,2,2,2,37,29,25913
06-08507,21,2,6,4,1,0,9,1,2,3342.9148595883294,4070,4,6,350000.0,4,266,N,2,2,2,2,220,222,3326
38-00100,92,1,6,0,1,N,N,2,0,219.0989132879269,N,N,4,130700.0,2,N,6,2,1,2,1,68,2,19017
01-01301,57,1,1,0,8,0,2,1,1,2615.36331253575,9920,9,6,-5100.0,0,0,N,2,2,2,2,31,31,68
06-07502,11,2,6,0,6,2,3,1,2,2898.1454135250974,9920,9,3,-100.0,0,50,N,2,2,2,2,48,58,265
51-01301,82,2,4,0,6,2,5,1,1,11283.563492550402,N,N,5,78200.0,2,344,N,2,2,2,2,74,110,22282
51-01301,67,2,6,0,1,0,9,1,2,11221.88743627097,7590,1,4,650.0,6,500,N,2,2,2,2,53,53,22209
19-01700,27,1,2,0,1,0,9,1,1,3664.3508365615244,9090,15,8,9440.0,7,5,N,2,2,2,2,96,61,7584
28-01100,65,1,4,0,2,0,2,1,1,2767.190328676358,9390,16,7,210800.0,5,159,N,2,2,2,2,124,105,12536
51-01301,54,2,6,0,2,0,12,1,2,11048.407907829374,3180,3,4,62900.0,6,50,N,2,2,2,2,26,27,19954
01-01301,13,1,N,0,2,3,4,1,2,2871.359959384411,N,N,3,N,N,101,N,2,2,2,2,161,148,23808
17-03531,61,2,1,0,1,0,12,1,1,3418.2426371016504,7190,1,7,601000.0,7,500,N,2,2,2,2,172,171,6954
40-00200,52,2,4,0,2,0,12,1,2,11132.263966718092,7270,1,4,39030.0,4,230,N,2,2,2,2,200,362,21150
13-04600,23,1,6,0,1,0,9,1,2,15004.128234042906,6470,7,1,145300.0,0,105,N,2,2,2,2,54,54,5071
28-01100,47,2,1,0,1,1,3,1,1,2755.6098805110887,7860,11,10,153400.0,4,464,N,2,2,2,2,62,61,12478
38-00100,59,2,3,0,1,N,9,2,0,16.3,9920,9,4,14820.0,3,94,N,2,1,2,2,112,0,18902
38-00100,69,2,1,0,1,0,2,1,1,140.61930936809068,770,3,5,140400.0,2,205,N,2,2,2,2,22,25,19240
30-00600,75,2,3,0,1,0,2,1,1,81.47608076104729,7890,11,9,54880.0,7,430,N,2,2,2,2,23,25,14233
38-00100,54,2,1,0,1,0,2,1,1,73.56575213373753,7870,11,10,48000.0,6,501,N,2,2,2,2,399,398,18260
01-01301,27,2,6,0,1,0,9,1,2,33340.75125959456,6490,7,8,1520.0,8,500,N,2,2,2,2,76,76,1051
17-03531,17,2,6,0,1,0,2,1,1,3335.843047926478,5180,5,6,280000.0,0,77,N,2,2,2,2,88,100,6981
13-04600,39,2,1,0,2,0,12,1,1,14905.784815699664,670,8,1,74200.0,7,50,N,2,2,2,2,90,91,4757
06-08507,26,1,6,0,1,0,N,1,2,3426.205907636113,4265,5,7,297000.0,5,224,N,2,2,2,2,74,72,2437
17-03531,36,1,1,0,2,2,4,1,1,11174.789140893416,7860,11,9,100000.0,8,501,2,2,2,2,2,103,83,5682
36-04010,13,2,N,0,2,2,3,1,2,50578.700348175946,N,N,3,N,N,131,N,2,2,2,2,69,73,23589
36-04010,8,1,N,0,1,2,3,1,1,16.3,9920,9,2,98500.0,9,365,N,2,2,2,2,23,23,23458
30-00600,45,2,1,1,1,3,6,1,1,32.5159190239317,8680,14,8,110400.0,2,65,N,2,2,2,2,108,108,14663
29-01901,51,2,6,0,6,0,N,1,1,5627.738875847836,8090,12,12,8840.0,9,501,N,2,2,2,2,87,87,13678
28-01100,17,2,2,0,2,0,3,1,1,5078.783870833941,6190,6,4,142900.0,2,346,N,2,2,2,2,107,52,11741
19-01700,10,1,N,0,1,2,3,1,1,4178.430253463115,9920,9,2,99800.0,9,500,N,2,2,2,2,50,38,26119
51-01301,18,1,N,0,9,0,12,1,1,11368.219306763101,N,N,3,N,N,51,N,2,2,2,2,82,74,26495
13-04600,66,2,6,0,6,0,9,1,2,14915.21570720565,9920,9,8,-1300.0,0,0,N,2,2,2,2,115,114,4818
06-07502,79,1,6,0,1,0,N,1,2,33814.87273778217,N,N,9,24700.0,4,200,N,2,1,2,1,93,94,2934
01-01301,25,2,6,0,6,0,9,1,2,33474.560271249466,7380,1,8,-9000.0,7,500,N,2,2,2,2,404,307,1305
19-01700,34,2,1,0,1,2,3,1,1,3975.070425864425,8380,13,1,571000.0,0,242,N,2,2,2,2,86,93,8960
24-01004,17,2,6,0,2,N,9,3,0,2316.582845671222,9920,9,6,-100.0,0,91,N,2,2,2,2,71,0,10113
17-03531,57,1,2,0,2,0,4,1,1,11241.311704483935,7680,10,7,339000.0,5,396,N,2,2,2,2,162,160,7417
13-04600,13,1,N,0,2,3,4,1,2,15092.056037975926,9920,9,2,99800.0,9,462,N,2,2,2,2,76,64,25063
51-01301,47,1,1,0,1,2,4,1,1,11202.375712766321,9390,16,11,174000.0,9,501,N,2,2,2,2,52,54,23103
38-00100,52,2,1,0,1,0,12,1,1,68.33409147646228,9920,9,4,-7600.0,0,332,N,2,2,2,2,29,28,20105
28-01100,72,2,4,0,2,0,9,1,2,5234.361137559641,8192,11,4,35400.0,5,299,N,2,2,2,2,237,241,12691
36-04010,8,2,N,0,1,3,4,1,1,16.3,9920,9,2,98600.0,9,358,N,2,2,2,2,57,53,23265
40-00200,10,2,N,0,1,2,3,1,1,11153.961655023782,9920,9,2,9970.0,9,500,N,2,2,2,2,41,41,25722
36-04010,4,1,N,0,1,3,4,1,1,16.3,9920,9,12,9900.0,9,500,N,2,2,2,2,53,29,23665
17-03529,50,1,5,0,2,0,9,1,2,11113.176507440361,7670,1,2,-300.0,0,0,N,1,1,2,2,305,308,6609
36-03710,7,1,N,0,2,2,4,1,2,52864.7,N,N,3,N,N,425,N,2,2,1,2,221,426,23804
19-01700,50,2,1,0,6,2,4,1,1,3841.9701430702826,7370,1,8,75500.0,6,50,N,2,2,2,2,85,82,8268
08-00803,73,2,4,0,1,0,N,1,1,3517.5277854671394,N,N,10,160000.0,3,130,N,2,2,2,2,104,104,3724
40-00200,23,1,6,0,9,0,5,1,1,122.94632849619731,7770,10,9,37100.0,1,225,N,2,2,2,2,46,38,20527
40-00200,28,1,6,0,1,0,9,1,2,11118.143908870767,7190,1,10,110800.0,7,500,N,2,2,2,2,105,119,21716
29-01901,3,1,N,0,1,3,3,1,1,16.3,9920,9,12,98730.0,9,231,N,2,2,2,2,213,101,26469
28-01100,71,2,4,0,2,0,12,1,2,5400.553021490556,9920,9,6,12200.0,2,125,N,2,2,2,2,42,62,13022
17-03529,40,1,6,0,2,0,N,1,2,15353.000924492135,3095,4,7,133400.0,9,51,N,2,2,2,2,300,312,8355
06-07502,30,2,6,0,6,0,12,1,1,3270.950580903384,8180,11,7,45530.0,5,344,N,2,2,2,2,131,114,1723
26-02702,28,2,6,0,1,0,N,1,2,4833.645493192042,7270,10,8,55020.0,7,416,N,2,2,2,2,164,164,11301
32-00405,30,2,1,2,1,3,5,1,2,8192.637246643491,N,N,7,100300.0,0,320,N,2,2,2,2,66,42,16797
29-01901,60,2,3,0,1,0,9,1,1,16.3,9920,9,1,524000.0,6,445,N,2,2,2,2,28,28,12182
08-00803,68,1,3,0,2,0,12,1,1,3358.031550266411,9920,9,4,1270.0,2,132,N,2,2,2,2,188,188,3517
19-01700,30,1,1,2,1,0,12,1,2,4045.892945876833,8563,13,8,34200.0,4,500,N,2,2,2,2,115,117,9622
17-03531,11,2,N,0,2,2,4,1,2,11270.092488123364,N,N,3,N,N,192,N,2,2,2,2,431,425,25425
29-01901,43,1,6,0,2,0,2,1,1,5677.696029271363,8790,14,6,100190.0,2,135,N,2,2,2,2,104,88,13117
30-00600,33,2,1,0,1,1,3,1,1,35.054207813394555,8191,12,8,100.0,0,99,N,2,2,2,2,200,103,14115
28-01100,19,1,6,0,1,0,9,1,2,5027.655621391969,6870,8,8,27650.0,4,204,N,2,2,2,2,65,65,11854
26-02702,20,1,6,0,1,N,N,3,0,4953.762216037507,8690,14,7,77200.0,8,N,N,2,2,2,2,19,0,10825
01-01301,23,1,6,0,6,0,9,1,2,2662.4848258036454,2770,3,1,109400.0,8,5,N,2,2,2,2,127,97,544
17-03529,45,1,6,0,2,0,4,1,1,15112.383868013354,6570,8,9,60130.0,7,501,N,2,2,2,2,151,120,6333
30-00600,30,2,1,0,3,4,6,1,1,29.917042477583273,8590,14,5,13900.0,3,168,N,2,2,1,2,81,80,13739
30-00600,42,1,6,0,6,0,9,1,2,7895.719136370132,9170,15,5,29810.0,4,222,N,2,2,2,2,77,77,15429
26-02702,19,1,6,0,2,0,9,1,2,4895.502776660306,8470,13,6,284900.0,4,21,N,2,2,2,1,199,210,11696
24-01004,29,1,6,0,6,0,N,1,2,4234.4019240447515,8580,14,12,45300.0,5,346,N,2,2,2,2,49,49,10081
51-51255,38,1,1,0,2,0,2,1,2,11278.098540164261,9470,16,11,112500.0,8,501,N,2,2,2,2,65,63,22291
38-00100,70,2,1,0,1,0,2,1,1,216.6941235117587,8870,14,10,67700.0,7,51,N,2,2,2,2,28,34,20104
51-01301,4,2,N,0,9,2,5,1,1,11218.991973131124,N,N,2,N,N,501,N,N,N,2,2,39,28,25998
06-07502,26,1,6,0,1,0,N,1,2,33757.68873704963,7380,10,9,121550.0,9,501,N,2,2,2,2,127,100,894
38-00100,55,1,4,0,9,0,9,1,1,42.314574707129594,3370,3,4,464000.0,6,356,N,2,2,2,2,75,104,19883
06-07502,70,1,1,0,1,0,2,1,1,33673.69923961178,7072,9,10,62300.0,9,501,N,2,2,2,2,75,76,1717
19-01700,69,2,3,0,1,0,N,1,1,3996.602659916027,N,N,5,20250.0,3,160,N,2,2,2,2,163,165,9498
08-00803,2,2,N,0,2,0,2,1,1,3507.3946715531,9920,9,12,9900.0,9,500,N,N,N,2,2,39,25,24706
51-51255,26,1,6,4,1,0,4,1,1,11467.515380835965,9160,14,5,562000.0,1,356,N,2,2,2,2,522,272,22911
38-00100,54,1,1,0,1,3,5,1,1,137.2331594011034,770,3,7,100190.0,9,370,N,2,2,2,2,22,25,18565
19-01700,33,2,1,0,6,2,3,1,1,4248.911908677155,7290,1,8,26500.0,0,50,N,2,2,2,2,78,85,9471
01-01301,9,1,6,0,6,2,3,1,2,2737.5070996942145,9920,9,3,-100.0,0,5,N,2,2,2,2,77,68,378
17-03529,48,1,1,0,6,1,4,1,1,15335.0981952719,7890,11,12,163800.0,9,51,N,2,2,2,2,55,56,8378
28-01100,61,1,6,0,2,0,9,1,1,4994.700721936621,580,6,4,134700.0,2,109,N,2,2,2,2,48,50,12016
28-01100,73,2,1,0,2,0,3,1,1,2937.6567435921843,7970,11,9,93070.0,9,51,N,2,2,2,2,85,107,12452
29-01901,51,2,4,0,2,0,N,1,1,5649.882211903313,7870,11,9,4110.0,6,305,N,2,2,2,2,77,76,13016
06-07502,85,1,1,0,6,0,12,1,1,3170.561654467723,9920,9,1,78250.0,7,500,N,2,2,2,1,105,105,594
36-04010,31,2,1,0,2,2,4,1,2,50506.429068478436,7860,11,9,60140.0,7,442,N,2,2,2,2,88,87,17337
26-02702,66,1,1,0,2,0,2,1,1,2445.2900838740893,9920,9,6,124500.0,8,500,6,2,2,2,2,242,193,11479
01-01301,38,2,5,0,2,0,6,1,2,3053.1862602035053,3790,4,7,7820.0,8,412,N,2,2,2,2,210,221,1012
51-01301,4,1,N,0,1,2,4,1,1,11266.404145380277,N,N,1,N,N,261,N,N,N,2,2,103,86,26027
13-04600,34,2,1,0,9,1,3,1,1,15055.195275887045,7380,1,1,715000.0,7,500,N,2,2,2,2,96,96,5204
13-04600,84,1,4,0,2,0,2,1,1,3953.8580030720746,N,N,7,64600.0,7,51,N,2,2,2,2,104,103,5454
40-00200,64,2,1,0,1,0,2,1,1,177.009205461372,4972,6,9,80300.0,2,501,N,2,2,2,2,89,119,21281
24-01004,25,2,1,0,6,0,2,1,2,4208.941585084922,4980,6,9,40100.0,1,230,N,2,2,2,2,41,42,9579
32-00405,17,2,6,0,2,2,3,1,2,52698.116118663675,8290,12,3,206000.0,0,27,N,2,2,2,2,95,74,16449
01-01301,59,1,1,0,2,2,5,1,2,3010.947288981841,7770,3,6,148080.0,9,501,N,2,2,2,2,289,299,644
26-02702,28,2,6,0,2,0,3,1,2,2389.6835100011876,8080,11,6,20640.0,4,198,N,2,2,2,1,270,139,10749
01-01301,47,1,6,0,6,N,9,3,0,32887.9454066973,8690,14,11,60030.0,6,50,N,2,2,2,2,1,0,0
13-04600,62,1,1,0,2,0,12,1,2,14938.266700455728,9920,9,6,250000.0,3,435,N,2,1,2,2,144,177,5025
13-04600,66,2,3,0,2,0,4,1,2,15068.056772496902,7790,10,1,60.0,6,500,N,2,2,2,2,71,72,5179
24-01004,14,2,N,4,1,3,5,1,2,4567.619822092809,N,N,3,N,N,51,N,2,2,2,2,71,64,27126
17-03531,62,1,1,0,1,0,12,1,2,3168.5499268057006,7290,1,4,57800.0,0,152,N,2,2,2,2,85,85,6748
51-01301,27,1,6,0,9,0,9,1,2,11120.14543342444,7680,2,1,8900.0,1,64,N,2,2,2,2,66,67,22108
28-01100,60,1,1,0,1,0,3,1,1,2757.204057516615,7270,10,11,35500.0,9,501,N,2,2,2,2,42,41,11759
36-03710,6,1,N,0,2,0,4,1,1,50323.71222394053,9920,9,12,99500.0,9,267,N,2,2,2,2,48,47,23364
36-04010,22,2,6,0,1,0,9,1,2,44.35027625771117,680,8,8,151000.0,2,114,N,2,2,2,2,66,51,17828
01-01301,18,2,6,0,2,1,2,1,2,2638.291670977642,8590,13,3,260300.0,0,152,N,2,2,2,2,50,37,32
06-08507,22,2,6,0,1,0,9,1,2,3270.4594330888,9390,15,8,136200.0,1,101,N,2,2,2,2,46,41,2680
06-07502,69,2,1,0,6,0,12,1,1,3221.6276623206013,7790,10,1,58700.0,1,88,N,2,2,2,2,90,90,710
06-07502,86,2,1,0,1,0,2,1,2,34170.84318649983,N,N,9,89600.0,2,119,N,2,1,2,1,90,76,3064
17-03529,72,2,5,0,2,0,12,1,1,11111.723302988916,8290,12,4,300100.0,4,500,N,2,1,2,2,57,57,5429
51-01301,43,2,4,0,1,0,9,1,1,11129.915091584746,8390,13,1,139990.0,8,500,N,2,2,2,2,70,70,20717
40-00200,22,1,6,0,3,0,N,1,2,105.82783371088027,290,4,4,144700.0,3,11,N,2,2,2,2,164,163,20117
17-03529,66,1,6,0,2,0,2,1,2,15158.386319954696,N,N,5,266000.0,1,209,N,1,1,2,1,107,105,7029
24-01004,61,2,6,0,1,0,9,1,1,4544.966872696198,8970,14,1,30020.0,4,228,N,2,2,2,2,68,71,9959
32-00405,8,2,N,0,2,2,2,1,2,52648.35804384133,9920,9,2,99310.0,9,14,N,1,2,2,2,246,164,23183
06-08507,57,2,1,0,6,1,4,1,1,3589.735854501412,N,N,10,100300.0,0,51,N,2,2,2,2,60,66,2460
32-00405,16,2,6,0,2,2,5,1,1,8035.261380365466,N,N,4,1000.0,0,319,N,2,2,2,2,44,42,15627
08-00803,26,2,1,0,1,0,2,1,1,3768.115241873837,7880,11,10,117400.0,1,51,N,2,2,2,2,122,122,4236
30-00600,1,1,N,0,1,1,3,1,1,99.49167122284761,N,N,N,N,N,350,N,N,N,2,2,243,140,27252
28-01100,64,2,1,0,1,0,2,1,1,2906.107360047338,7770,3,11,61420.0,8,501,N,2,2,2,2,55,54,12856
13-04600,3,2,N,0,2,2,7,1,2,3921.7403597405882,N,N,N,N,N,53,N,N,N,2,2,241,219,25384
08-00803,18,2,6,0,1,N,9,3,0,3640.678126115336,9920,9,6,-900.0,0,99,N,2,2,2,2,77,0,4081
30-00600,15,1,N,0,1,3,5,1,1,74.582667979424,N,N,3,N,N,52,N,2,2,2,2,24,21,27232
06-07502,74,1,2,0,6,1,4,1,1,3228.471863158735,9920,9,8,-7250.0,0,500,N,2,2,2,2,146,111,1483
06-07502,60,2,6,0,1,0,N,1,2,33640.0675198389,7380,10,9,101000.0,8,501,N,2,2,2,2,279,280,1613
51-01301,14,1,6,0,9,5,6,1,1,11190.290435603341,9920,9,2,-7250.0,0,500,N,2,2,2,2,57,72,22185
40-00200,57,1,1,0,1,2,4,1,1,11156.835664310092,7280,1,1,2490.0,8,500,3,2,2,2,2,154,153,21120
17-03529,42,2,1,0,2,2,4,1,1,15368.905874217526,7880,11,10,133900.0,9,51,N,2,2,2,2,56,57,8365
17-03531,62,1,4,0,2,0,N,1,1,11350.21095297095,7780,3,7,100800.0,0,11,N,2,2,2,2,91,86,8440
29-01901,75,2,3,0,2,0,2,1,1,5641.080643021398,8191,12,9,43000.0,6,449,N,2,2,2,2,43,45,13391
51-01301,1,1,N,0,2,3,3,1,1,11200.352428367152,9920,9,9,99500.0,9,375,N,N,N,2,2,146,234,25616
36-03710,28,2,6,4,1,2,3,1,2,52864.7,7860,11,7,18200.0,3,89,N,2,2,2,2,140,140,17301
51-01301,48,1,1,0,1,2,4,1,1,11177.143691988485,7270,10,9,14730.0,9,501,N,2,2,2,2,57,57,22793
36-04010,14,2,N,0,2,0,6,1,2,51082.757774033016,N,N,3,N,N,346,N,2,2,2,2,92,97,24340
06-07502,39,1,1,0,1,1,2,1,1,2817.641181016487,6170,7,8,39300.0,5,5,N,2,2,2,2,43,45,1971
32-00405,25,1,1,1,8,0,2,1,2,8046.797402098677,770,3,5,3060.0,1,174,N,2,2,2,2,86,86,16069
30-00600,10,2,N,0,1,3,5,1,1,88.76371302095276,N,N,3,N,N,501,N,2,2,2,2,65,72,27201
06-08507,47,1,1,0,1,1,4,1,1,3454.657877217654,8570,14,6,27250.0,9,501,N,2,2,2,2,81,80,3045
28-01100,63,2,3,0,2,0,N,1,1,2920.6612577968026,6080,6,5,39050.0,2,29,N,2,1,2,2,48,48,12958
51-01301,38,1,6,0,2,0,N,1,2,11274.499034504535,7590,10,11,79100.0,7,51,N,2,2,2,2,142,143,21746
29-01901,9,2,N,0,1,7,8,1,2,16.3,9920,9,2,98200.0,9,106,N,1,2,2,2,20,47,26280
08-00803,68,1,1,0,1,0,2,1,1,3647.170317714267,3780,4,9,208700.0,9,501,N,2,2,2,2,75,76,4008
26-02702,66,1,1,0,1,0,2,1,1,4881.958826622318,7270,10,11,180700.0,9,501,N,2,2,2,2,79,76,11183
38-00100,57,2,1,0,1,1,2,1,1,16.3,4265,4,1,14100.0,8,50,N,2,2,2,2,44,69,19049
36-04010,61,2,4,0,2,0,N,1,2,50659.96674706272,8370,13,5,22600.0,4,171,N,2,2,2,2,77,76,16473
06-07502,8,2,N,0,6,2,2,1,1,3013.043744652672,9920,9,2,98600.0,9,50,N,2,2,2,2,53,50,23042
06-07502,58,2,1,0,6,0,12,1,1,3170.824653284055,7181,8,11,80900.0,7,500,N,2,2,2,2,115,117,2388
30-00600,28,2,6,0,1,0,4,1,2,183.65426187977727,5070,6,7,164800.0,3,197,N,2,2,2,2,66,23,16185
36-04010,61,2,5,0,2,0,N,1,2,51636.59562760403,8680,13,7,81500.0,7,51,N,2,2,2,2,118,119,18153
40-00200,35,2,1,0,1,3,5,1,1,11127.93568331132,8562,13,8,63200.0,6,500,N,2,2,2,2,61,66,21935
30-00600,11,2,N,1,1,4,4,1,2,7796.212717455923,9920,9,2,98600.0,9,105,N,2,2,2,2,78,85,22175
29-01901,38,2,6,0,2,0,4,1,1,5577.82192444539,6672,8,5,257200.0,4,181,N,2,2,2,2,129,86,13275
36-03710,87,2,6,4,2,0,2,1,1,49641.60465755575,9920,9,4,96600.0,1,50,N,1,1,2,2,28,35,15430
01-01301,15,1,6,0,2,4,4,1,2,2547.191651481541,9920,9,3,-2100.0,0,221,N,2,2,2,2,358,312,0
36-04010,81,2,3,0,1,0,9,1,1,16.3,9920,9,3,147300.0,8,50,N,2,1,2,2,13,7,17116
01-01301,19,1,6,1,1,0,2,1,2,2726.9128719409186,770,1,3,200.0,3,201,N,2,2,2,2,82,125,412
36-04010,43,2,6,4,8,2,4,1,2,51411.59567366418,8170,12,8,71580.0,7,282,N,2,2,2,2,131,127,18894
30-00600,52,2,1,0,1,0,2,1,1,40.81966909744131,7860,11,9,55400.0,7,501,N,2,2,2,2,9,10,13992
51-01301,10,1,N,0,1,3,4,1,1,11193.644558309848,9920,9,2,99310.0,9,500,N,2,2,2,2,57,68,25872
13-04600,59,1,4,0,2,0,3,1,2,3837.2584369977085,N,N,5,209700.0,1,54,N,1,2,2,1,140,112,4934
24-01004,15,1,6,0,1,N,9,3,0,4545.898052795625,8570,13,6,133970.0,2,95,N,2,2,2,2,79,0,9780
01-01301,6,2,N,0,2,3,3,1,2,2665.4532132432087,9920,9,2,99310.0,9,375,N,2,2,2,2,166,300,23159
30-00600,55,1,1,0,1,1,4,1,1,44.43387322442787,770,3,3,53250.0,7,30,N,2,2,2,2,67,68,14245
51-01301,54,1,5,0,1,0,9,1,2,11200.186670442265,9490,15,6,165300.0,8,500,N,2,2,2,2,96,95,22023
29-01901,31,2,1,0,1,2,3,1,2,16.3,9920,9,6,-5100.0,0,431,N,2,2,2,2,69,79,13409
36-04010,61,2,3,0,1,0,9,1,1,63.122989015659144,6290,6,3,47490.0,5,360,N,2,1,2,2,15,15,18516
01-01301,2,1,N,0,9,3,4,1,1,33564.30742141887,9920,9,1,99500.0,9,409,N,N,N,2,2,188,185,23887
06-08507,18,1,6,0,1,3,5,1,1,3422.621952221678,N,N,4,100010.0,0,501,N,2,2,2,2,76,69,1695
06-07502,5,1,N,0,1,1,2,1,2,2940.4363900627004,9920,9,2,98390.0,9,50,N,2,2,2,2,42,43,22879
08-00803,80,1,6,0,2,0,9,1,2,3326.3317126603806,9920,9,7,127000.0,2,104,N,1,1,1,1,56,58,3865
38-00100,54,1,1,0,1,3,6,1,1,16.3,9920,9,3,11100.0,2,71,2,2,2,2,1,26,23,18712
32-00405,33,2,1,0,6,0,3,1,2,8179.058866928757,8790,14,9,328000.0,5,486,N,2,2,2,2,49,50,16410
19-01700,30,1,1,0,1,0,12,1,2,4061.7004847701933,9380,15,10,88300.0,7,500,N,2,2,2,2,116,116,8606
24-01004,9,2,N,0,1,3,5,1,1,4268.595900622782,N,N,3,N,N,501,N,2,2,2,2,57,64,26263
51-01301,65,1,6,0,1,0,9,1,1,11173.54428902585,9920,9,1,8840.0,7,500,N,2,2,2,2,86,86,22559
17-03531,73,2,1,0,1,0,12,1,1,3518.035835184128,9920,9,6,23340.0,3,401,N,2,2,2,2,128,129,7581
17-03529,85,2,3,0,2,0,9,1,1,11155.830648827661,9920,9,3,216000.0,3,179,N,1,1,2,1,82,82,5413
19-01700,62,2,1,0,1,0,12,1,1,4002.6213984812034,7181,1,10,39510.0,4,500,N,2,2,2,2,40,39,9097
19-01700,33,1,6,0,1,1,3,1,1,4024.259423969879,6870,8,8,71100.0,6,500,N,2,2,2,2,83,59,8445
08-00803,15,2,6,0,2,1,12,1,1,3519.1536811302294,9790,17,3,-300.0,0,163,N,2,2,2,2,90,72,3908
17-03531,10,2,N,0,1,1,2,1,2,3440.161622471847,9920,9,2,99030.0,9,306,N,2,2,2,2,81,118,25314
38-00100,9,1,N,0,1,3,5,1,1,105.36502162524802,N,N,3,N,N,501,N,2,2,2,2,61,36,24429
06-07502,6,1,N,0,6,2,3,1,1,2989.2385241538777,9920,9,2,98500.0,9,50,N,2,2,2,2,100,90,22865
29-01901,56,1,4,0,2,N,N,2,0,5755.6055808846595,N,N,4,100190.0,0,N,N,2,2,2,2,38,1,13212
51-51255,68,2,1,0,1,0,2,1,1,11350.826682112867,7870,11,10,303700.0,4,51,N,2,2,2,2,100,109,22444
