,SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,AGEP,HOUSING_TYPE,DVET,DEYE,index_col
2589,1,1,1,1,7,10,32,3,N,2,2589
2590,1,N,1,1,4,9,68,3,N,2,2590
2591,2,6,3,2,5,9,25,3,N,2,2591
2592,1,3,1,1,8,9,40,2,N,2,2592
2593,2,1,1,1,5,8,75,1,N,2,2593
2594,2,N,1,1,N,12,23,3,5,2,2594
2595,1,N,1,1,N,4,6,2,N,2,2595
2596,1,2,1,1,0,5,43,1,N,2,2596
2597,2,4,1,1,4,6,42,3,N,2,2597
2598,2,N,1,1,8,4,47,1,N,2,2598
2599,2,2,1,1,5,11,11,3,N,2,2599
2600,1,N,1,1,0,3,85,1,5,2,2600
2601,2,4,1,1,1,7,69,3,N,2,2601
2602,1,5,1,1,8,7,83,1,N,2,2602
2603,1,5,1,1,N,10,10,2,N,2,2603
2604,1,4,1,1,4,3,7,3,N,2,2604
2605,2,6,1,1,1,5,68,3,N,2,2605
2606,2,6,1,1,4,4,24,1,5,2,2606
2607,2,3,1,1,0,5,87,1,N,2,2607
2608,2,N,1,1,2,3,45,3,N,2,2608
2609,1,N,1,1,N,2,8,3,N,2,2609
2610,2,3,1,1,9,5,40,3,N,2,2610
2611,2,1,1,1,0,10,12,3,N,2,2611
2612,1,N,1,1,8,11,15,3,N,2,2612
2613,2,N,1,1,6,N,11,2,N,2,2613
2614,2,N,1,1,8,7,56,3,N,2,2614
2615,2,4,1,1,8,5,35,3,N,2,2615
2616,2,N,1,1,5,7,16,3,N,2,2616
2617,1,4,1,1,5,8,80,1,N,2,2617
2618,2,3,1,1,5,5,16,1,N,2,2618
2619,1,4,1,1,5,8,24,1,5,2,2619
2620,2,6,1,1,9,7,28,3,N,2,2620
2621,2,6,1,1,4,7,36,2,N,2,2621
2622,1,N,1,1,N,11,47,1,N,2,2622
2623,1,N,1,1,5,7,38,2,5,2,2623
2624,1,5,1,1,7,6,31,2,N,2,2624
2625,2,1,1,1,9,7,44,3,N,2,2625
2626,2,5,3,1,6,3,3,3,N,2,2626
2627,1,3,1,2,3,9,87,2,N,2,2627
2628,1,N,1,1,6,10,76,2,N,2,2628
2629,1,5,1,1,4,6,46,1,N,2,2629
2630,1,6,1,1,6,7,83,3,N,2,2630
2631,1,5,2,1,6,12,47,1,5,2,2631
2632,1,3,1,1,9,N,13,3,N,2,2632
2633,2,N,1,1,N,11,49,2,N,2,2633
2634,1,1,2,1,2,6,18,1,N,2,2634
2635,2,N,1,1,5,12,54,3,N,2,2635
2636,1,5,1,1,4,4,37,2,N,2,2636
2637,1,2,1,1,2,7,57,3,N,2,2637
2638,2,6,2,1,8,9,9,3,N,2,2638
2639,1,3,2,1,6,12,36,3,N,2,2639
2640,2,3,3,1,0,9,43,3,5,2,2640
2641,1,3,1,1,4,5,68,2,5,2,2641
2642,1,5,1,1,N,1,6,3,N,2,2642
2643,1,6,1,1,9,7,66,1,N,2,2643
2644,1,2,2,1,5,10,38,3,N,2,2644
2645,1,5,1,1,N,6,24,3,N,2,2645
2646,1,5,1,1,2,10,47,3,N,2,2646
2647,2,3,1,1,9,11,15,3,N,2,2647
2648,1,3,1,1,5,4,26,3,N,2,2648
2649,2,3,1,1,5,4,24,3,N,2,2649
2650,1,1,1,1,7,12,30,1,N,2,2650
2651,2,4,1,1,2,1,47,3,N,2,2651
2652,1,4,1,1,8,8,18,3,N,2,2652
2653,2,6,1,1,1,9,20,3,N,2,2653
2654,1,3,1,1,9,9,83,3,N,2,2654
2655,1,1,1,1,9,8,40,3,N,2,2655
2656,1,4,1,1,2,6,46,1,N,2,2656
2657,2,1,1,1,8,4,30,1,N,2,2657
2658,2,6,2,2,1,7,33,3,N,2,2658
2659,2,2,1,1,3,5,72,3,N,2,2659
2660,2,4,1,1,3,7,19,3,N,2,2660
2661,1,4,1,1,0,5,44,3,5,2,2661
2662,1,4,1,1,8,10,0,3,N,2,2662
2663,1,4,2,1,4,12,47,3,N,2,2663
2664,2,N,1,1,N,3,10,3,N,2,2664
2665,1,6,1,1,0,7,20,3,N,2,2665
2666,2,2,1,1,1,7,86,3,N,2,2666
2667,1,5,1,1,6,8,40,3,5,2,2667
2668,2,3,1,1,4,12,11,2,N,2,2668
2669,1,4,1,1,1,5,84,2,N,2,2669
2670,1,5,2,1,2,1,47,3,N,2,2670
2671,1,3,1,1,6,1,2,3,N,2,2671
2672,1,3,1,1,4,3,24,3,N,2,2672
2673,2,2,1,1,3,4,46,1,N,2,2673
2674,1,4,1,1,0,9,41,3,N,2,2674
2675,1,1,1,1,N,4,45,3,N,2,2675
2676,2,3,1,1,8,12,21,3,5,2,2676
2677,1,N,1,1,8,6,72,1,N,2,2677
2678,1,3,1,1,9,10,39,3,N,2,2678
2679,1,6,1,1,3,11,22,3,N,2,2679
2680,2,6,1,1,2,4,11,2,N,2,2680
2681,2,5,2,1,6,9,33,3,N,2,2681
2682,2,5,1,1,N,3,58,3,N,2,2682
2683,1,1,2,1,6,7,52,3,N,2,2683
2684,1,5,1,1,6,1,31,1,N,2,2684
2685,2,5,1,1,8,10,21,2,N,2,2685
2686,1,5,1,1,2,8,19,3,N,2,2686
2687,1,N,1,2,N,1,30,2,N,2,2687
2688,2,1,1,1,7,7,32,3,N,2,2688
2689,1,4,1,1,1,9,31,3,N,2,2689
2690,1,N,2,1,9,4,63,3,N,2,2690
2691,1,2,1,1,8,4,32,3,5,2,2691
2692,2,1,8,1,6,5,49,3,N,2,2692
2693,1,1,2,1,7,1,67,1,5,2,2693
2694,1,5,1,1,6,3,26,1,N,2,2694
2695,1,3,1,1,1,1,62,3,N,2,2695
2696,1,1,1,1,2,11,21,1,5,2,2696
2697,2,N,1,2,6,4,18,1,N,2,2697
2698,1,6,2,1,9,5,40,3,N,2,2698
2699,1,N,1,1,5,6,63,2,N,2,2699
2700,2,1,1,1,8,10,24,3,N,2,2700
2701,1,3,5,1,N,10,22,3,N,2,2701
2702,1,N,1,1,6,12,16,1,N,2,2702
2703,1,3,1,1,8,11,65,1,N,2,2703
2704,1,6,5,1,3,9,46,3,5,2,2704
2705,1,2,1,1,8,5,85,1,5,2,2705
2706,1,4,1,1,4,10,43,2,N,2,2706
2707,2,3,1,1,3,6,38,2,N,2,2707
2708,2,5,1,1,4,8,46,3,N,2,2708
2709,2,6,1,1,0,7,82,3,N,2,2709
2710,2,3,1,1,0,3,19,3,N,2,2710
2711,1,3,1,1,5,8,12,3,N,2,2711
2712,2,2,1,1,0,9,45,3,N,2,2712
2713,2,6,1,1,7,3,3,3,N,2,2713
2714,2,N,1,1,N,11,10,1,5,2,2714
2715,1,5,1,1,6,4,40,3,N,2,2715
2716,2,6,1,1,1,8,84,3,N,2,2716
2717,2,4,1,1,3,8,56,3,N,2,2717
2718,2,4,1,1,1,9,85,3,N,2,2718
2719,1,3,1,1,8,5,18,3,N,2,2719
2720,1,2,1,1,5,3,14,3,N,2,2720
2721,2,2,1,1,3,2,16,3,N,2,2721
2722,2,5,1,1,N,6,49,2,N,2,2722
2723,2,N,1,1,N,4,18,3,N,2,2723
2724,1,5,1,1,5,6,52,3,N,2,2724
2725,2,3,1,1,3,5,82,2,N,2,2725
2726,1,6,1,1,2,6,33,1,N,2,2726
2727,2,2,1,1,N,6,31,2,N,2,2727
2728,2,3,1,1,6,7,69,3,N,2,2728
2729,2,5,1,1,N,5,53,3,N,2,2729
2730,1,2,1,2,3,5,61,3,N,2,2730
2731,2,N,1,1,6,10,19,1,N,2,2731
2732,2,5,1,1,5,5,73,3,N,2,2732
2733,1,1,1,1,N,11,0,1,N,2,2733
2734,2,N,1,1,7,1,23,3,N,2,2734
2735,1,5,1,1,N,11,54,3,5,2,2735
2736,2,N,1,1,6,6,15,3,N,2,2736
2737,1,2,1,1,7,3,29,3,N,2,2737
2738,1,N,1,1,N,10,18,1,N,2,2738
2739,1,5,1,1,N,8,12,3,N,2,2739
2740,1,1,1,1,5,2,52,3,N,2,2740
2741,2,6,1,1,9,4,41,3,N,2,2741
2742,2,1,1,1,7,7,88,1,N,2,2742
2743,2,6,1,1,1,8,38,3,N,2,2743
2744,1,4,1,1,3,6,32,3,N,2,2744
2745,1,1,1,1,9,9,44,3,N,2,2745
2746,2,5,1,1,9,3,62,3,N,2,2746
2747,2,5,1,1,N,1,21,3,5,2,2747
2748,2,3,1,1,5,10,16,3,N,2,2748
2749,2,4,2,1,4,3,3,3,N,2,2749
2750,1,4,1,1,N,5,17,2,N,2,2750
2751,2,1,1,1,8,9,44,3,N,2,2751
2752,2,5,1,1,8,3,48,3,N,2,2752
2753,2,1,1,1,6,8,70,3,5,2,2753
2754,2,2,1,1,8,7,31,1,N,2,2754
2755,1,5,1,1,9,4,19,3,N,2,2755
2756,1,4,1,1,N,8,50,1,N,2,2756
2757,2,4,2,1,9,8,32,1,N,2,2757
2758,2,4,1,1,0,5,10,3,N,2,2758
2759,1,6,1,1,5,1,14,3,N,2,2759
2760,2,N,1,1,N,12,52,1,N,2,2760
2761,1,N,1,1,8,3,23,3,N,2,2761
2762,2,1,1,1,6,10,6,3,N,2,2762
2763,2,4,1,1,8,9,66,2,N,2,2763
2764,2,3,1,1,2,5,87,3,N,2,2764
2765,1,1,1,1,7,9,13,3,N,2,2765
2766,1,3,1,1,7,9,85,3,N,2,2766
2767,1,2,1,1,0,10,83,3,5,2,2767
2768,1,1,1,1,5,4,38,2,N,2,2768
2769,1,4,1,1,9,8,54,2,N,2,2769
2770,2,4,2,1,6,1,9,3,N,2,2770
2771,1,1,1,1,3,8,90,3,N,2,2771
2772,2,2,1,2,N,8,55,1,N,2,2772
2773,2,4,1,1,6,3,11,3,5,2,2773
2774,1,5,1,1,8,6,7,3,N,2,2774
2775,1,6,1,1,0,12,19,3,N,2,2775
2776,1,6,1,1,7,8,44,3,N,2,2776
2777,1,3,1,1,0,9,55,3,N,2,2777
2778,2,3,4,1,5,1,20,3,N,2,2778
2779,1,6,1,2,0,6,23,3,N,2,2779
2780,1,N,1,1,N,10,2,3,N,2,2780
2781,1,6,1,1,0,6,62,3,N,2,2781
2782,1,4,1,1,5,2,16,3,N,2,2782
2783,2,6,2,1,4,7,57,3,N,2,2783
2784,1,5,2,1,8,2,24,2,N,2,2784
2785,1,3,1,1,7,9,25,1,N,2,2785
2786,2,6,1,1,4,9,82,3,N,2,2786
2787,2,5,1,1,8,9,20,3,5,2,2787
2788,1,2,1,1,9,7,24,3,N,2,2788
2789,1,4,1,1,2,9,42,3,N,2,2789
2790,1,2,1,1,4,4,8,3,N,2,2790
2791,1,6,1,1,9,9,86,3,N,2,2791
2792,2,4,2,1,3,8,22,3,N,2,2792
2793,2,N,1,1,7,9,63,3,5,2,2793
2794,1,6,1,1,1,5,60,3,N,2,2794
2795,2,6,1,1,3,5,84,3,N,2,2795
2796,1,1,3,1,N,12,36,3,N,2,2796
2797,1,6,1,2,7,5,37,3,N,2,2797
2798,1,2,1,1,N,6,51,1,N,2,2798
2799,1,6,2,1,3,4,13,3,N,2,2799
2800,1,5,1,1,N,5,81,2,N,2,2800
2801,1,4,1,1,4,4,49,3,N,2,2801
2802,1,N,1,1,4,11,18,2,N,2,2802
2803,1,1,1,1,9,5,81,3,N,2,2803
2804,2,5,1,1,6,7,19,1,N,2,2804
2805,1,4,1,1,0,3,3,3,N,2,2805
2806,1,6,1,1,2,7,46,3,N,2,2806
2807,2,5,1,1,6,7,62,3,N,2,2807
2808,1,2,3,1,1,8,42,3,5,2,2808
2809,1,4,2,1,N,3,60,3,N,2,2809
2810,1,6,1,1,7,7,65,3,N,2,2810
2811,1,N,1,1,6,11,65,1,N,2,2811
2812,1,3,2,1,1,8,26,2,N,2,2812
2813,1,3,1,1,8,4,49,2,N,2,2813
2814,1,1,1,1,0,5,16,2,N,2,2814
2815,2,1,1,1,8,6,61,2,5,2,2815
2816,2,2,1,1,9,4,30,3,N,2,2816
2817,1,5,1,1,N,7,53,3,N,2,2817
2818,1,N,1,2,N,1,13,1,N,2,2818
2819,1,2,1,1,3,6,40,3,N,2,2819
2820,1,3,1,1,6,1,80,1,N,2,2820
2821,1,3,1,1,0,5,44,3,N,2,2821
2822,2,4,1,1,7,8,38,1,N,2,2822
2823,1,1,1,1,5,9,16,3,N,2,2823
2824,2,5,1,1,4,12,45,1,N,2,2824
2825,2,3,1,1,2,1,55,3,N,2,2825
2826,1,N,1,1,6,12,34,3,N,2,2826
2827,1,3,1,1,N,10,16,3,N,2,2827
2828,1,5,1,1,6,9,30,2,N,2,2828
2829,2,3,1,1,4,7,64,2,N,2,2829
2830,1,1,1,1,4,5,30,2,N,2,2830
2831,2,N,1,1,6,3,24,3,N,2,2831
2832,2,2,1,1,4,1,22,2,N,2,2832
2833,1,2,1,1,4,5,75,2,N,2,2833
2834,1,4,1,1,8,7,3,2,N,2,2834
2835,2,3,1,1,9,1,26,3,N,2,2835
2836,1,1,1,2,6,8,25,3,N,2,2836
2837,1,4,1,1,2,5,45,2,N,2,2837
2838,2,1,1,1,8,9,77,3,5,2,2838
2839,2,2,1,1,2,9,23,3,N,2,2839
2840,2,6,1,1,3,4,63,3,N,2,2840
2841,2,6,1,1,0,9,36,3,N,2,2841
2842,1,N,1,1,4,1,41,3,N,2,2842
2843,2,6,1,1,9,7,70,3,N,2,2843
2844,2,5,1,1,5,8,58,3,N,2,2844
2845,1,3,1,1,0,7,33,2,N,2,2845
2846,1,4,1,1,2,4,72,3,N,2,2846
2847,1,4,1,1,9,10,17,3,N,2,2847
2848,1,5,1,1,8,9,28,2,5,2,2848
2849,1,1,1,1,2,1,73,3,N,2,2849
2850,1,5,1,1,N,7,37,3,5,2,2850
2851,1,1,1,1,N,9,38,3,N,2,2851
2852,2,6,3,1,9,1,44,3,N,2,2852
2853,2,1,1,1,4,8,42,3,N,2,2853
2854,2,3,1,1,8,5,49,2,N,2,2854
2855,2,4,1,1,5,6,61,3,N,2,2855
2856,2,5,1,1,N,2,2,1,N,2,2856
2857,1,3,1,1,7,7,70,3,N,2,2857
2858,1,2,1,1,5,1,73,3,N,2,2858
2859,1,1,1,1,5,7,81,3,N,2,2859
2860,2,3,1,1,N,7,58,3,N,2,2860
2861,1,3,1,2,6,4,86,1,N,2,2861
2862,1,4,1,1,0,7,61,3,N,2,2862
2863,1,6,1,1,1,8,49,3,N,2,2863
2864,2,1,1,1,6,3,24,3,N,2,2864
2865,1,5,1,1,3,1,54,3,N,2,2865
2866,2,3,1,1,2,5,68,3,5,2,2866
2867,1,4,1,1,3,3,24,3,N,2,2867
2868,2,3,1,1,9,3,45,3,N,2,2868
2869,1,4,1,1,2,9,31,3,N,2,2869
2870,1,N,1,1,6,6,80,3,5,2,2870
2871,1,4,1,1,9,1,51,3,5,2,2871
2872,2,5,1,1,6,6,45,3,N,2,2872
2873,2,N,1,1,6,8,77,2,N,2,2873
2874,2,2,1,1,9,7,49,3,N,2,2874
2875,1,N,1,1,8,2,15,3,N,2,2875
2876,1,1,1,1,6,4,29,3,N,2,2876
2877,2,N,1,1,6,4,35,2,N,2,2877
2878,2,3,1,1,4,7,85,3,N,2,2878
2879,2,2,1,1,9,8,19,2,N,2,2879
2880,1,2,1,1,4,7,51,3,N,2,2880
2881,2,N,1,1,N,11,23,1,N,2,2881
2882,1,N,1,1,5,8,13,2,N,2,2882
2883,2,4,1,1,N,7,36,2,N,2,2883
2884,1,1,1,1,5,9,45,3,N,2,2884
2885,2,1,1,1,7,1,26,3,N,2,2885
2886,1,6,1,1,2,6,26,1,N,2,2886
2887,1,N,1,1,8,5,35,3,N,2,2887
2888,2,4,1,1,9,4,10,3,N,2,2888
2889,1,6,1,1,3,5,48,3,N,2,2889
2890,1,5,1,1,5,6,21,3,N,2,2890
2891,1,6,1,1,7,7,49,3,5,2,2891
2892,1,4,1,1,6,7,22,3,N,2,2892
2893,2,5,4,1,9,7,69,3,N,2,2893
2894,1,6,1,1,0,5,70,1,N,2,2894
2895,2,6,1,1,0,6,3,3,N,2,2895
2896,2,N,2,1,8,10,12,3,N,2,2896
2897,2,6,1,1,2,6,73,1,5,2,2897
2898,1,4,1,1,0,7,16,3,N,2,2898
2899,1,2,2,1,2,1,74,1,N,2,2899
2900,1,5,1,1,3,9,82,2,N,2,2900
2901,2,5,1,1,5,8,15,3,N,2,2901
2902,2,3,1,1,0,1,77,3,N,2,2902
2903,1,4,1,1,5,1,8,3,N,2,2903
2904,1,N,1,1,N,1,10,1,N,2,2904
2905,2,4,1,1,5,12,3,3,N,2,2905
2906,2,1,1,1,0,11,21,3,N,2,2906
2907,2,1,1,2,6,6,49,2,5,2,2907
2908,1,1,1,1,8,3,63,2,N,2,2908
2909,1,5,5,1,N,N,2,2,N,2,2909
2910,2,3,1,1,7,4,31,3,N,2,2910
2911,2,5,1,1,N,6,37,3,N,2,2911
2912,2,6,1,1,1,7,32,3,N,2,2912
2913,2,6,1,1,7,7,26,3,N,2,2913
2914,1,1,3,1,5,N,3,3,N,2,2914
2915,2,3,1,1,4,6,62,3,N,2,2915
2916,2,5,1,1,6,4,23,3,5,2,2916
2917,2,3,1,1,3,2,52,3,N,2,2917
2918,1,6,1,1,0,10,8,3,N,2,2918
2919,1,5,1,1,8,6,51,3,N,2,2919
2920,1,2,1,1,5,5,68,3,N,2,2920
2921,1,1,1,1,0,5,52,3,N,2,2921
2922,2,5,1,1,6,8,56,1,N,2,2922
2923,2,2,1,1,3,10,70,3,N,2,2923
2924,1,N,1,1,N,10,12,2,5,2,2924
2925,2,4,1,1,8,7,55,3,N,2,2925
2926,1,1,1,1,8,8,80,1,N,2,2926
2927,2,1,1,2,7,8,29,3,N,2,2927
2928,2,6,1,1,0,5,40,3,N,2,2928
2929,1,5,1,1,8,9,73,2,N,2,2929
2930,2,3,1,1,7,7,38,2,N,2,2930
2931,2,3,1,2,8,7,76,1,N,2,2931
2932,2,2,1,1,9,1,68,1,N,2,2932
2933,1,4,1,1,3,5,44,3,N,2,2933
2934,2,3,1,1,6,8,77,1,5,2,2934
2935,1,3,1,1,2,3,46,3,N,2,2935
2936,2,2,1,1,6,11,9,3,N,2,2936
2937,1,N,1,1,N,12,49,1,N,2,2937
2938,2,5,1,1,9,9,28,3,N,2,2938
2939,1,6,1,1,1,7,60,3,5,2,2939
2940,1,6,1,1,7,5,80,3,N,2,2940
2941,1,N,1,1,8,10,13,3,N,2,2941
2942,1,N,1,1,N,4,59,3,5,2,2942
2943,1,2,1,1,2,5,84,3,N,2,2943
2944,1,2,3,1,N,4,10,3,N,2,2944
2945,2,5,1,1,5,1,4,3,N,2,2945
2946,1,1,1,1,7,10,36,1,N,2,2946
2947,2,1,1,1,7,3,15,3,N,2,2947
2948,1,5,1,1,N,1,11,2,N,2,2948
2949,2,2,1,1,0,8,80,3,N,2,2949
2950,2,1,1,1,5,1,36,3,N,2,2950
2951,1,2,1,1,0,8,63,1,N,2,2951
2952,1,6,3,1,7,11,9,3,N,2,2952
2953,1,N,1,1,4,11,37,2,N,2,2953
2954,2,N,1,1,N,11,27,3,N,2,2954
2955,1,3,1,1,N,1,24,3,N,2,2955
2956,1,N,1,1,N,9,10,3,N,2,2956
2957,2,3,1,1,1,10,49,2,N,2,2957
2958,2,1,1,1,5,6,61,3,N,2,2958
2959,2,3,1,1,6,6,20,3,N,2,2959
2960,2,4,1,1,1,6,53,1,N,2,2960
2961,1,3,1,1,N,7,40,1,N,2,2961
2962,1,6,1,1,2,1,24,3,N,2,2962
2963,1,1,2,1,6,5,66,2,N,2,2963
2964,2,2,1,1,2,5,71,3,N,2,2964
2965,2,2,1,1,0,5,26,3,N,2,2965
2966,1,6,1,1,8,4,65,1,N,2,2966
2967,2,2,3,1,9,3,8,3,N,2,2967
2968,1,1,1,1,6,12,62,3,N,2,2968
2969,1,N,2,1,5,7,61,3,N,2,2969
2970,1,N,1,1,N,N,3,3,N,2,2970
2971,2,1,1,1,N,5,40,3,N,2,2971
2972,1,5,1,1,N,4,53,3,N,2,2972
2973,1,4,1,1,1,5,50,3,N,2,2973
2974,1,1,1,1,5,6,19,1,N,2,2974
2975,2,2,1,1,5,9,27,3,N,2,2975
2976,1,N,1,1,8,11,60,2,5,2,2976
2977,1,2,1,1,1,5,54,3,N,2,2977
2978,1,6,5,1,0,6,28,3,N,2,2978
2979,1,4,1,1,9,6,8,3,N,2,2979
2980,2,N,3,1,5,11,35,2,5,2,2980
2981,1,6,1,1,1,5,38,3,N,2,2981
2982,2,5,1,1,7,N,17,3,N,2,2982
2983,2,4,1,1,3,5,69,3,N,2,2983
2984,2,2,1,1,0,5,69,3,N,2,2984
2985,1,6,1,1,9,8,40,3,N,2,2985
2986,2,N,1,1,6,10,25,2,5,2,2986
2987,2,1,1,1,8,3,17,1,N,2,2987
2988,1,1,1,1,2,10,13,1,N,2,2988
2989,2,N,2,1,N,7,25,2,N,2,2989
2990,2,1,1,1,2,8,72,3,N,2,2990
2991,2,N,3,1,N,N,21,1,5,2,2991
2992,2,1,1,1,4,10,21,2,N,2,2992
2993,2,6,2,1,1,9,39,3,N,2,2993
2994,1,N,1,1,N,11,48,1,N,2,2994
2995,1,N,1,1,6,N,2,1,N,2,2995
2996,2,3,1,1,5,10,61,1,N,2,2996
2997,2,6,1,1,1,6,57,3,N,2,2997
2998,2,3,1,1,7,5,24,3,N,2,2998
2999,1,N,2,1,8,1,23,1,N,2,2999
3000,1,6,1,1,0,8,69,2,N,2,3000
3001,1,5,1,1,5,11,12,2,N,2,3001
3002,1,5,1,1,8,3,48,3,N,2,3002
3003,1,6,1,1,6,8,29,3,N,2,3003
3004,1,6,1,1,9,8,32,3,N,2,3004
3005,1,6,1,1,0,5,84,3,N,2,3005
3006,1,4,1,1,9,9,55,3,N,2,3006
3007,1,5,1,1,9,7,23,3,N,2,3007
3008,1,6,2,2,1,7,17,3,N,2,3008
3009,1,1,2,1,7,5,45,1,N,2,3009
3010,1,1,1,1,6,8,74,1,N,2,3010
3011,2,2,1,1,9,7,56,3,N,2,3011
3012,1,4,1,1,7,7,91,3,N,2,3012
3013,1,6,1,1,4,5,76,3,5,2,3013
3014,1,5,1,1,N,12,9,3,5,2,3014
3015,2,1,1,1,6,8,19,3,N,2,3015
3016,1,5,2,1,6,2,36,3,N,2,3016
3017,2,5,1,1,2,7,57,3,N,2,3017
3018,2,2,1,1,8,5,65,3,N,2,3018
3019,2,2,1,1,3,4,26,3,N,2,3019
3020,2,6,1,1,5,4,70,1,N,2,3020
3021,2,2,1,1,N,6,6,3,N,2,3021
3022,2,3,1,1,5,4,11,1,N,2,3022
3023,1,1,1,1,7,4,53,1,N,2,3023
3024,2,3,1,1,8,4,11,3,N,2,3024
3025,1,2,1,1,6,4,44,3,N,2,3025
3026,2,6,1,1,1,1,26,2,N,2,3026
3027,1,6,1,1,4,7,55,3,N,2,3027
3028,2,1,1,1,2,5,44,3,N,2,3028
3029,2,N,1,1,7,3,12,3,N,2,3029
3030,1,6,1,1,0,7,80,1,N,2,3030
3031,2,5,1,1,8,8,71,3,N,2,3031
3032,1,1,1,1,8,10,15,3,N,2,3032
3033,2,2,1,1,6,6,5,3,N,2,3033
3034,1,4,1,1,8,1,6,2,N,2,3034
3035,2,2,1,1,3,6,71,1,N,2,3035
3036,1,5,1,2,5,7,67,2,5,2,3036
3037,2,3,1,1,9,8,7,3,N,2,3037
3038,2,3,1,1,8,4,38,3,N,2,3038
3039,2,6,1,1,3,6,32,3,N,2,3039
3040,1,3,3,1,4,4,19,3,N,2,3040
3041,2,1,1,1,6,10,12,3,N,2,3041
3042,2,1,1,1,2,4,63,3,N,2,3042
3043,2,5,1,2,N,3,19,1,N,2,3043
3044,2,3,1,1,2,11,3,3,N,2,3044
3045,2,4,1,2,2,8,88,1,N,2,3045
3046,2,4,1,1,0,3,20,3,N,2,3046
3047,2,5,1,1,6,10,1,3,N,2,3047
3048,2,5,1,1,5,8,64,3,N,2,3048
3049,2,6,1,1,5,5,21,3,N,2,3049
3050,1,2,1,2,0,5,28,1,N,2,3050
3051,1,N,1,1,N,10,17,2,N,2,3051
3052,1,2,1,1,5,8,36,3,N,2,3052
3053,2,4,1,1,6,8,26,3,N,2,3053
3054,2,4,1,1,7,7,51,3,N,2,3054
3055,2,3,1,1,8,11,41,1,N,2,3055
3056,1,N,1,1,8,3,37,2,N,2,3056
3057,1,N,1,1,3,1,38,3,N,2,3057
3058,2,N,2,1,N,1,9,1,N,2,3058
3059,1,1,1,1,4,9,27,3,N,2,3059
3060,1,2,1,1,9,6,20,3,N,2,3060
3061,2,4,1,1,5,4,8,3,N,2,3061
3062,2,1,1,1,5,7,65,3,N,2,3062
3063,1,6,1,1,0,7,24,3,N,2,3063
3064,2,6,6,1,0,4,5,3,N,2,3064
3065,2,5,1,1,N,10,15,3,N,2,3065
3066,1,N,1,1,N,1,3,3,N,2,3066
3067,1,6,1,1,2,7,17,3,N,2,3067
3068,2,1,1,1,6,9,76,1,N,2,3068
3069,1,4,1,1,4,6,48,3,N,2,3069
3070,2,1,1,1,8,9,78,2,N,2,3070
3071,2,1,1,1,7,5,69,3,N,2,3071
3072,2,2,1,1,2,4,35,3,N,2,3072
3073,2,6,1,1,1,5,68,3,N,2,3073
3074,2,N,1,1,N,10,17,2,5,2,3074
3075,2,3,1,1,7,8,59,3,N,2,3075
3076,1,3,1,1,9,4,58,3,N,2,3076
3077,1,2,1,1,2,5,73,3,N,2,3077
3078,1,2,1,1,6,9,10,3,N,2,3078
3079,2,1,1,1,8,11,39,3,N,2,3079
3080,2,N,1,1,6,2,40,3,N,2,3080
3081,1,2,1,2,9,1,23,2,N,2,3081
3082,2,2,1,1,N,5,21,3,N,2,3082
3083,1,2,1,1,1,4,9,3,N,2,3083
3084,1,5,1,1,N,4,18,2,N,2,3084
3085,1,N,2,1,8,1,21,3,N,2,3085
3086,2,5,1,1,N,4,18,3,N,2,3086
3087,2,3,1,1,9,10,89,3,5,2,3087
3088,2,2,2,1,8,7,54,3,N,2,3088
3089,2,N,1,1,N,8,82,2,N,2,3089
3090,2,5,1,1,6,11,29,2,N,2,3090
3091,2,2,1,1,0,9,90,1,N,2,3091
3092,1,1,3,1,4,3,8,3,N,2,3092
3093,2,2,1,1,6,7,36,1,N,2,3093
3094,2,N,1,1,8,10,7,3,N,2,3094
3095,1,N,1,2,N,N,20,1,N,2,3095
3096,2,1,1,1,9,2,4,1,N,2,3096
3097,1,6,1,1,1,5,63,3,N,2,3097
3098,2,1,1,1,2,5,68,3,N,2,3098
3099,2,5,1,1,6,7,73,2,N,2,3099
3100,1,3,1,1,N,11,0,3,5,2,3100
3101,2,6,1,1,7,6,79,3,5,2,3101
3102,2,3,1,1,4,3,52,3,N,2,3102
3103,1,4,1,1,3,6,34,1,N,2,3103
3104,1,6,1,1,0,5,67,3,N,2,3104
3105,2,4,1,1,6,4,9,3,N,2,3105
3106,1,5,1,1,N,9,55,3,N,2,3106
3107,1,5,1,1,9,5,84,3,N,2,3107
3108,1,6,1,1,0,6,26,3,N,2,3108
3109,1,6,4,1,3,8,28,3,N,2,3109
3110,1,1,1,1,6,11,49,3,N,2,3110
3111,1,1,1,1,2,10,41,1,N,2,3111
3112,2,3,1,1,4,4,27,3,N,2,3112
3113,1,2,1,1,8,9,25,1,N,2,3113
3114,2,3,1,1,8,9,57,3,N,2,3114
3115,1,1,1,1,7,4,1,3,N,2,3115
3116,1,6,1,1,2,9,48,3,N,2,3116
3117,1,4,1,2,N,6,28,2,N,2,3117
3118,1,3,1,1,N,9,35,3,N,2,3118
3119,2,2,1,1,7,N,1,3,N,2,3119
3120,2,N,1,1,4,1,21,1,5,2,3120
3121,2,1,1,1,8,5,84,3,N,2,3121
3122,2,1,2,1,N,12,39,3,N,2,3122
3123,1,6,1,1,1,5,11,3,N,2,3123
