,library name,algorithm name,algorithm type,target dataset,feature set name,feature space size,features list,privacy category,privacy label detail,epsilon,delta,variant label,variant label detail,research papers,data path,labels path,report path,team,submission number,submission timestamp,quasi identifiers subset,deid data id
91,sdcmicro,kanonymity,sdc,national2019,industry-focused,108108000,"PUMA, SEX, MSP, HISP, RAC1P, OWN_RENT, INDP_CAT, EDU, PINCP_DECILE",sdc,"The sdcMicro package includes two functions for local suppression. The function localSuppression() is most commonly used and allows the use of suppression on specified quasi-identifiers to achieve a certain level of k-anonymity for these quasi-identifiers.  For SDNist evaluations, records containing suppressed values were dropped from evaluation metrics (which can only run on non-suppressed values). ",,,"k: 6, key-feats: subset","k: 6, quasi identifiers as key features",https://doi.org/10.18637/jss.v067.i04,deid_data/sdcmicro_k_anonymity/national/k_anonymity_k_6_key_feats_quasi_industry_focused_na2019.csv,deid_data/sdcmicro_k_anonymity/national/k_anonymity_k_6_key_feats_quasi_industry_focused_na2019.json,deid_data/sdcmicro_k_anonymity/national/r_k_anonymity_k_6_key_feats_quasi_industry_focused_na2019,CRC,,5/20/2023 00:00:00,"SEX, MSP, RAC1P, OWN_RENT, EDU, PUMA, INDP_CAT, HISP",7268555b124d8bd72b455d84a6265d344f4a49cd
92,sdcmicro,kanonymity,sdc,tx2019,demographic-focused,227026800,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET, DEYE",sdc,"The sdcMicro package includes two functions for local suppression. The function localSuppression() is most commonly used and allows the use of suppression on specified quasi-identifiers to achieve a certain level of k-anonymity for these quasi-identifiers.  For SDNist evaluations, records containing suppressed values were dropped from evaluation metrics (which can only run on non-suppressed values). ",,,"k: 12, key-feats: all","k: 12, all features as key features",https://doi.org/10.18637/jss.v067.i04,deid_data/sdcmicro_k_anonymity/tx/k_anonymity_k_12_demographic_focused.csv,deid_data/sdcmicro_k_anonymity/tx/k_anonymity_k_12_demographic_focused.json,deid_data/sdcmicro_k_anonymity/tx/r_k_anonymity_k_12_demographic_focused,CRC,,6/16/2023 00:00:00,,70e9dc8c95c6bfa578daf8ec92173ae2a7f7b4a6
93,sdcmicro,kanonymity,sdc,tx2019,demographic-focused,227026800,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET, DEYE",sdc,"The sdcMicro package includes two functions for local suppression. The function localSuppression() is most commonly used and allows the use of suppression on specified quasi-identifiers to achieve a certain level of k-anonymity for these quasi-identifiers.  For SDNist evaluations, records containing suppressed values were dropped from evaluation metrics (which can only run on non-suppressed values). ",,,"k: 6, key-feats: all","k: 6, all features as key features",https://doi.org/10.18637/jss.v067.i04,deid_data/sdcmicro_k_anonymity/tx/k_anonymity_k_6_demographic_focused.csv,deid_data/sdcmicro_k_anonymity/tx/k_anonymity_k_6_demographic_focused.json,deid_data/sdcmicro_k_anonymity/tx/r_k_anonymity_k_6_demographic_focused,CRC,,6/16/2023 00:00:00,,0719c3d7c4d1f8527557c911c46e1216e3efd1d2
94,sdcmicro,kanonymity,sdc,tx2019,family-focused,124740000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, OWN_RENT, PINCP_DECILE, POVPIP",sdc,"The sdcMicro package includes two functions for local suppression. The function localSuppression() is most commonly used and allows the use of suppression on specified quasi-identifiers to achieve a certain level of k-anonymity for these quasi-identifiers.  For SDNist evaluations, records containing suppressed values were dropped from evaluation metrics (which can only run on non-suppressed values). ",,,"k: 12, key-feats: all","k: 12, all features as key features",https://doi.org/10.18637/jss.v067.i04,deid_data/sdcmicro_k_anonymity/tx/k_anonymity_k_12_family_focused.csv,deid_data/sdcmicro_k_anonymity/tx/k_anonymity_k_12_family_focused.json,deid_data/sdcmicro_k_anonymity/tx/r_k_anonymity_k_12_family_focused,CRC,,6/16/2023 00:00:00,,8d3d503735cbd0b48d50b4415b1c331046c65285
95,sdcmicro,kanonymity,sdc,tx2019,family-focused,124740000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, OWN_RENT, PINCP_DECILE, POVPIP",sdc,"The sdcMicro package includes two functions for local suppression. The function localSuppression() is most commonly used and allows the use of suppression on specified quasi-identifiers to achieve a certain level of k-anonymity for these quasi-identifiers.  For SDNist evaluations, records containing suppressed values were dropped from evaluation metrics (which can only run on non-suppressed values). ",,,"k: 6, key-feats: all","k: 6, all features as key features",https://doi.org/10.18637/jss.v067.i04,deid_data/sdcmicro_k_anonymity/tx/k_anonymity_k_6_family_focused.csv,deid_data/sdcmicro_k_anonymity/tx/k_anonymity_k_6_family_focused.json,deid_data/sdcmicro_k_anonymity/tx/r_k_anonymity_k_6_family_focused,CRC,,6/16/2023 00:00:00,,6ae034b705928ddff4980d37ffb525233a7088b4
96,sdcmicro,kanonymity,sdc,tx2019,industry-focused,32432400,"PUMA, SEX, MSP, HISP, RAC1P, OWN_RENT, INDP_CAT, EDU, PINCP_DECILE",sdc,"The sdcMicro package includes two functions for local suppression. The function localSuppression() is most commonly used and allows the use of suppression on specified quasi-identifiers to achieve a certain level of k-anonymity for these quasi-identifiers.  For SDNist evaluations, records containing suppressed values were dropped from evaluation metrics (which can only run on non-suppressed values). ",,,"k: 6, key-feats: all","k: 6, all features as key features",https://doi.org/10.18637/jss.v067.i04,deid_data/sdcmicro_k_anonymity/tx/k_anonymity_k_6_industry_focused.csv,deid_data/sdcmicro_k_anonymity/tx/k_anonymity_k_6_industry_focused.json,deid_data/sdcmicro_k_anonymity/tx/r_k_anonymity_k_6_industry_focused,CRC,,6/16/2023 00:00:00,,f52239b5ddeafefac49f9a3cc4c8be0b66af9c21
97,sdcmicro,kanonymity,sdc,tx2019,industry-focused,32432400,"PUMA, SEX, MSP, HISP, RAC1P, OWN_RENT, INDP_CAT, EDU, PINCP_DECILE",sdc,"The sdcMicro package includes two functions for local suppression. The function localSuppression() is most commonly used and allows the use of suppression on specified quasi-identifiers to achieve a certain level of k-anonymity for these quasi-identifiers.  For SDNist evaluations, records containing suppressed values were dropped from evaluation metrics (which can only run on non-suppressed values). ",,,"k: 12, key-feats: all","k: 12, all features as key features",https://doi.org/10.18637/jss.v067.i04,deid_data/sdcmicro_k_anonymity/tx/k_anonymity_k_12_industry_focused.csv,deid_data/sdcmicro_k_anonymity/tx/k_anonymity_k_12_industry_focused.json,deid_data/sdcmicro_k_anonymity/tx/r_k_anonymity_k_12_industry_focused,CRC,,6/16/2023 00:00:00,,890963ff9037d7837985aa6e032ff7ee7c7c0251
98,sdcmicro,pram,sdc,ma2019,demographic-focused,227026800,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET, DEYE",sdc,The algorithm randomly changes the values of variables in selected records (usually the risky ones) according to an invariant probability transition matrix or a custom-defined transition matrix.,,,all categorical except SEX,"pd: 0.8, alpha: 0.5, pram features: all cat. except SEX",https://doi.org/10.3390/a12090191,deid_data/sdcmicro_pram/ma/pram_default_pram_feats_all_except_sex_demographic_focused.csv,deid_data/sdcmicro_pram/ma/pram_default_pram_feats_all_except_sex_demographic_focused.json,deid_data/sdcmicro_pram/ma/r_pram_default_pram_feats_all_except_sex_demographic_focused,CRC,,6/16/2023 00:00:00,"MSP, RAC1P, OWN_RENT, PINCP_DECILE, EDU, HOUSING_TYPE, DVET, DEYE",9671a739ce11603aa3cfadc4b3e3b383c0b7ba28
99,sdcmicro,pram,sdc,ma2019,family-focused,58212000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, OWN_RENT, PINCP_DECILE, POVPIP",sdc,The algorithm randomly changes the values of variables in selected records (usually the risky ones) according to an invariant probability transition matrix or a custom-defined transition matrix.,,,all categorical except SEX,"pd: 0.8, alpha: 0.5, pram features: all cat. except SEX",https://doi.org/10.3390/a12090191,deid_data/sdcmicro_pram/ma/pram_default_pram_feats_all_except_sex_family_focused.csv,deid_data/sdcmicro_pram/ma/pram_default_pram_feats_all_except_sex_family_focused.json,deid_data/sdcmicro_pram/ma/r_pram_default_pram_feats_all_except_sex_family_focused,CRC,,6/16/2023 00:00:00,"MSP, RAC1P, OWN_RENT, PINCP_DECILE, HISP, PUMA",ab5ece6f23b655b74820daa5ac62ce6c63af09aa
100,sdcmicro,pram,sdc,ma2019,industry-focused,27027000,"PUMA, SEX, MSP, HISP, RAC1P, OWN_RENT, INDP_CAT, EDU, PINCP_DECILE",sdc,The algorithm randomly changes the values of variables in selected records (usually the risky ones) according to an invariant probability transition matrix or a custom-defined transition matrix.,,,all categorical except SEX,"pd: 0.8, alpha: 0.5, pram features: all cat. except SEX",https://doi.org/10.3390/a12090191,deid_data/sdcmicro_pram/ma/pram_default_pram_feats_all_except_sex_industry_focused.csv,deid_data/sdcmicro_pram/ma/pram_default_pram_feats_all_except_sex_industry_focused.json,deid_data/sdcmicro_pram/ma/r_pram_default_pram_feats_all_except_sex_industry_focused,CRC,,6/16/2023 00:00:00,"MSP, RAC1P, OWN_RENT, PINCP_DECILE, EDU, HISP, PUMA, INDP_CAT",4e9ec6a0bdb5f9fac6227b8967c48e1ef14dc660
101,sdcmicro,pram,sdc,national2019,demographic-focused,227026800,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET, DEYE",sdc,The algorithm randomly changes the values of variables in selected records (usually the risky ones) according to an invariant probability transition matrix or a custom-defined transition matrix.,,,all categorical except SEX,"pd: 0.8, alpha: 0.5, pram features: all cat. except SEX",https://doi.org/10.3390/a12090191,deid_data/sdcmicro_pram/national/pram_default_pram_feats_all_except_sex_demographic_focused_na2019.csv,deid_data/sdcmicro_pram/national/pram_default_pram_feats_all_except_sex_demographic_focused_na2019.json,deid_data/sdcmicro_pram/national/r_pram_default_pram_feats_all_except_sex_demographic_focused_na2019,CRC,,5/20/2023 00:00:00,"MSP, RAC1P, OWN_RENT, PINCP_DECILE, EDU, HOUSING_TYPE, DVET, DEYE",1f871652fa104e882859d1c6e67a0873954d8a13
102,sdcmicro,pram,sdc,national2019,demographic-focused,227026800,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET, DEYE",sdc,The algorithm randomly changes the values of variables in selected records (usually the risky ones) according to an invariant probability transition matrix or a custom-defined transition matrix.,,,subset categorical except SEX,"pd: 0.8, alpha: 0.5, pram features: quasi cat. except SEX",https://doi.org/10.3390/a12090191,deid_data/sdcmicro_pram/national/pram_default_pram_feats_quasi_except_sex_demographic_focused_na2019.csv,deid_data/sdcmicro_pram/national/pram_default_pram_feats_quasi_except_sex_demographic_focused_na2019.json,deid_data/sdcmicro_pram/national/r_pram_default_pram_feats_quasi_except_sex_demographic_focused_na2019,CRC,,5/20/2023 00:00:00,"MSP, RAC1P, OWN_RENT, EDU",fa83c5dbd0e2692717c2f08cd28bbf91f0d13191
103,sdcmicro,pram,sdc,national2019,family-focused,498960000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, OWN_RENT, PINCP_DECILE, POVPIP",sdc,The algorithm randomly changes the values of variables in selected records (usually the risky ones) according to an invariant probability transition matrix or a custom-defined transition matrix.,,,subset categorical except SEX,"pd: 0.8, alpha: 0.5, pram features: quasi cat. except SEX",https://doi.org/10.3390/a12090191,deid_data/sdcmicro_pram/national/pram_default_pram_feats_quasi_except_sex_family_focused_na2019.csv,deid_data/sdcmicro_pram/national/pram_default_pram_feats_quasi_except_sex_family_focused_na2019.json,deid_data/sdcmicro_pram/national/r_pram_default_pram_feats_quasi_except_sex_family_focused_na2019,CRC,,5/20/2023 00:00:00,"MSP, RAC1P, OWN_RENT, HISP, PUMA",29476ee770872b465d534c5dddc54b8c1645e16a
104,sdcmicro,pram,sdc,national2019,family-focused,498960000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, OWN_RENT, PINCP_DECILE, POVPIP",sdc,The algorithm randomly changes the values of variables in selected records (usually the risky ones) according to an invariant probability transition matrix or a custom-defined transition matrix.,,,all categorical except SEX,"pd: 0.8, alpha: 0.5, pram features: all cat. except SEX",https://doi.org/10.3390/a12090191,deid_data/sdcmicro_pram/national/pram_default_pram_feats_all_except_sex_family_focused_na2019.csv,deid_data/sdcmicro_pram/national/pram_default_pram_feats_all_except_sex_family_focused_na2019.json,deid_data/sdcmicro_pram/national/r_pram_default_pram_feats_all_except_sex_family_focused_na2019,CRC,,5/20/2023 00:00:00,"MSP, RAC1P, OWN_RENT, PINCP_DECILE, HISP, PUMA",621b1592e19aab35a5005b611a0f47e1be8a71fd
105,sdcmicro,pram,sdc,national2019,industry-focused,108108000,"PUMA, SEX, MSP, HISP, RAC1P, OWN_RENT, INDP_CAT, EDU, PINCP_DECILE",sdc,The algorithm randomly changes the values of variables in selected records (usually the risky ones) according to an invariant probability transition matrix or a custom-defined transition matrix.,,,subset categorical except SEX,"pd: 0.8, alpha: 0.5, pram features: quasi cat. except SEX",https://doi.org/10.3390/a12090191,deid_data/sdcmicro_pram/national/pram_default_pram_feats_quasi_except_sex_industry_focused_na2019.csv,deid_data/sdcmicro_pram/national/pram_default_pram_feats_quasi_except_sex_industry_focused_na2019.json,deid_data/sdcmicro_pram/national/r_pram_default_pram_feats_quasi_except_sex_industry_focused_na2019,CRC,,5/20/2023 00:00:00,"MSP, RAC1P, OWN_RENT, EDU, HISP, PUMA, INDP_CAT",4dd662ca0654f3f0af5033bc035b89ce3382d9c7
106,sdcmicro,pram,sdc,national2019,industry-focused,108108000,"PUMA, SEX, MSP, HISP, RAC1P, OWN_RENT, INDP_CAT, EDU, PINCP_DECILE",sdc,The algorithm randomly changes the values of variables in selected records (usually the risky ones) according to an invariant probability transition matrix or a custom-defined transition matrix.,,,all categorical except SEX,"pd: 0.8, alpha: 0.5, pram features: all cat. except SEX",https://doi.org/10.3390/a12090191,deid_data/sdcmicro_pram/national/pram_default_pram_feats_all_except_sex_industry_focused_na2019.csv,deid_data/sdcmicro_pram/national/pram_default_pram_feats_all_except_sex_industry_focused_na2019.json,deid_data/sdcmicro_pram/national/r_pram_default_pram_feats_all_except_sex_industry_focused_na2019,CRC,,5/20/2023 00:00:00,"MSP, RAC1P, OWN_RENT, PINCP_DECILE, EDU, HISP, PUMA, INDP_CAT",bf63692602fc6e0c1890ebe35084dd8fdddd31f8
107,sdcmicro,pram,sdc,tx2019,demographic-focused,227026800,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET, DEYE",sdc,The algorithm randomly changes the values of variables in selected records (usually the risky ones) according to an invariant probability transition matrix or a custom-defined transition matrix.,,,all categorical except SEX,"pd: 0.8, alpha: 0.5, pram features: all cat. except SEX",https://doi.org/10.3390/a12090191,deid_data/sdcmicro_pram/tx/pram_default_pram_feats_all_except_sex_demographic_focused.csv,deid_data/sdcmicro_pram/tx/pram_default_pram_feats_all_except_sex_demographic_focused.json,deid_data/sdcmicro_pram/tx/r_pram_default_pram_feats_all_except_sex_demographic_focused,CRC,,6/16/2023 00:00:00,"MSP, RAC1P, OWN_RENT, PINCP_DECILE, EDU, HOUSING_TYPE, DVET, DEYE",c616315a87da71078b0819a9a1a1638b7128977e
108,sdcmicro,pram,sdc,tx2019,family-focused,124740000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, OWN_RENT, PINCP_DECILE, POVPIP",sdc,The algorithm randomly changes the values of variables in selected records (usually the risky ones) according to an invariant probability transition matrix or a custom-defined transition matrix.,,,all categorical except SEX,"pd: 0.8, alpha: 0.5, pram features: all cat. except SEX",https://doi.org/10.3390/a12090191,deid_data/sdcmicro_pram/tx/pram_default_pram_feats_all_except_sex_family_focused.csv,deid_data/sdcmicro_pram/tx/pram_default_pram_feats_all_except_sex_family_focused.json,deid_data/sdcmicro_pram/tx/r_pram_default_pram_feats_all_except_sex_family_focused,CRC,,6/16/2023 00:00:00,"MSP, RAC1P, OWN_RENT, PINCP_DECILE, HISP, PUMA",430b249fe7aa5d44689e1ec1a9dc0959b2269138
109,sdcmicro,pram,sdc,tx2019,industry-focused,32432400,"PUMA, SEX, MSP, HISP, RAC1P, OWN_RENT, INDP_CAT, EDU, PINCP_DECILE",sdc,The algorithm randomly changes the values of variables in selected records (usually the risky ones) according to an invariant probability transition matrix or a custom-defined transition matrix.,,,all categorical except SEX,"pd: 0.8, alpha: 0.5, pram features: all cat. except SEX",https://doi.org/10.3390/a12090191,deid_data/sdcmicro_pram/tx/pram_default_pram_feats_all_except_sex_industry_focused.csv,deid_data/sdcmicro_pram/tx/pram_default_pram_feats_all_except_sex_industry_focused.json,deid_data/sdcmicro_pram/tx/r_pram_default_pram_feats_all_except_sex_industry_focused,CRC,,6/16/2023 00:00:00,"MSP, RAC1P, OWN_RENT, PINCP_DECILE, EDU, HISP, PUMA, INDP_CAT",d84740b9958b08c3f8fa8fe442924629e13918d3
110,sdv,copula-gan,neural net,ma2019,custom-features-23,2666021117760000000000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, HOUSING_TYPE, OWN_RENT, INDP, INDP_CAT, EDU, PINCP, PINCP_DECILE, POVPIP, DVET, DREM, DPHY, DEYE, DEAR, WGTP, PWGTP",non_dp,"The Copula GAN Synthesizer uses a mix classic, statistical methods and GAN-based deep learning methods to train a model and generate synthetic data.  It is an experimental synthetic data generator. ",,,,,https://doi.org/10.48550/arXiv.1907.00503,deid_data/sdv_copula_gan/national/copulagan_cf23_na2019.csv,deid_data/sdv_copula_gan/national/copulagan_cf23_na2019.json,deid_data/sdv_copula_gan/national/r_copulagan_cf23_na2019,CRC,,5/20/2023 00:00:00,,037a5f5fda6bf2a11183e03385384b3f9550c399
111,sdv,ctgan,neural net,ma2019,all-features,13330105588800000000000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, HOUSING_TYPE, OWN_RENT, DENSITY, INDP, INDP_CAT, EDU, PINCP, PINCP_DECILE, POVPIP, DVET, DREM, DPHY, DEYE, DEAR, WGTP, PWGTP",non_dp,No privacy guarantee used,,,epochs=100,,https://doi.org/10.48550/arXiv.1907.00503,deid_data/sdv_ctgan_CBS-NL/ma/sdv_ctgan_epochs100_SlokomManel_1.csv,deid_data/sdv_ctgan_CBS-NL/ma/sdv_ctgan_epochs100_SlokomManel_1.json,deid_data/sdv_ctgan_CBS-NL/ma/r_sdv_ctgan_epochs100_SlokomManel_1,CBS-NL,1.0,4/16/2023 12:03:58,,677fc9d5344b3d4d8fa9dee9978eae9c66bf47c8
112,sdv,ctgan,neural net,ma2019,all-features,13330105588800000000000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, HOUSING_TYPE, OWN_RENT, DENSITY, INDP, INDP_CAT, EDU, PINCP, PINCP_DECILE, POVPIP, DVET, DREM, DPHY, DEYE, DEAR, WGTP, PWGTP",non_dp,No privacy guarantee used,,,epochs=500,,https://doi.org/10.48550/arXiv.1907.00503,deid_data/sdv_ctgan_CBS-NL/ma/sdv_ctgan_epochs500_SlokomManel_1.csv,deid_data/sdv_ctgan_CBS-NL/ma/sdv_ctgan_epochs500_SlokomManel_1.json,deid_data/sdv_ctgan_CBS-NL/ma/r_sdv_ctgan_epochs500_SlokomManel_1,CBS-NL,1.0,4/16/2023 12:03:58,,e7c7a2f85d1c8b1b6d3d451d366c04f04e461419
