,SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,HISP,PUMA,INDP
8049,2,1,1,1,7,3,1,13-04600,6672
8050,2,4,1,1,9,10,0,08-00803,7460
8051,1,6,1,2,7,10,0,40-00200,N
8052,1,6,2,2,N,2,0,17-03531,7890
8053,1,1,1,1,3,10,0,29-01901,9370
8054,2,1,2,2,0,6,0,24-01004,N
8055,1,1,1,1,1,9,0,24-01004,8570
8056,1,6,6,1,N,3,0,01-01301,N
8057,2,5,1,1,3,7,0,06-07502,N
8058,2,6,1,1,9,10,0,36-04010,N
8059,1,4,1,1,N,2,0,30-00600,N
8060,1,1,2,1,7,10,0,29-01901,2090
8061,2,N,1,2,1,4,0,40-00200,N
8062,2,1,6,2,6,7,0,30-00600,N
8063,1,1,1,2,0,4,0,51-51255,6970
8064,2,N,6,2,1,4,0,06-07502,4570
8065,2,4,1,1,1,4,0,06-08507,N
8066,1,6,1,1,6,10,1,19-01700,N
8067,1,6,2,1,4,9,0,19-01700,9920
8068,2,1,3,1,9,10,0,17-03529,8570
8069,1,6,6,1,1,4,0,17-03529,N
8070,2,1,6,1,N,10,0,28-01100,N
8071,2,6,1,1,N,2,0,30-00600,N
8072,1,6,1,1,8,9,0,06-08507,8191
8073,1,6,1,1,8,7,0,17-03529,6370
8074,2,6,2,1,0,9,0,30-00600,180
8075,2,1,2,2,5,9,0,51-51255,7480
8076,2,1,1,0,0,4,1,32-00405,7690
8077,2,6,6,2,N,4,0,30-00600,180
8078,2,3,2,1,1,5,0,30-00600,2870
8079,1,6,1,1,9,12,0,13-04600,8590
8080,1,N,2,1,5,7,0,06-08507,7380
8081,1,1,1,1,N,3,0,06-07502,6290
8082,2,4,1,1,8,10,1,06-08507,2090
8083,2,1,1,1,9,9,0,51-51255,770
8084,1,6,2,2,0,4,0,30-00600,7290
8085,1,4,1,1,8,10,0,40-00200,8590
8086,2,4,1,1,N,2,0,06-08507,7380
8087,2,N,1,1,5,7,0,26-02702,4490
8088,1,6,2,1,8,12,0,38-00100,N
8089,1,2,2,1,N,3,0,38-00100,N
8090,1,4,2,1,7,12,0,13-04600,N
8091,1,6,1,2,5,7,0,38-00100,7690
8092,1,1,1,1,8,11,0,40-00200,7290
8093,1,N,8,2,4,7,0,06-08507,3365
8094,2,3,1,1,1,7,0,17-03529,N
8095,1,N,1,1,6,7,1,32-00405,8570
8096,1,6,1,2,3,4,0,36-04010,7270
8097,1,N,1,1,N,3,1,19-01700,N
8098,2,3,1,1,N,N,0,19-01700,8680
8099,2,6,2,2,2,7,0,17-03529,7470
8100,2,1,1,2,3,8,0,19-01700,6991
8101,1,1,6,1,N,3,1,40-00200,N
8102,1,2,6,2,N,N,0,29-01901,N
8103,1,4,2,1,2,7,1,06-08507,5170
8104,2,6,2,1,1,9,0,36-04010,6992
8105,1,6,1,1,8,11,0,06-07502,9470
8106,2,6,6,2,2,5,0,51-01301,N
8107,1,1,1,1,9,9,0,17-03529,8090
8108,1,1,1,2,N,6,0,01-01301,N
8109,2,N,6,2,9,9,1,40-00200,N
8110,2,1,8,2,N,2,0,36-04010,N
8111,1,1,1,0,0,4,0,13-04600,6970
8112,1,4,1,1,4,8,0,19-01700,8660
8113,2,3,3,2,5,10,0,38-00100,7970
8114,2,1,2,2,1,5,0,51-01301,8290
8115,1,N,1,1,N,3,0,19-01700,6190
8116,1,6,2,1,9,8,0,17-03529,N
8117,2,6,2,2,3,9,0,51-01301,7270
8118,1,N,2,2,8,10,0,30-00600,N
8119,2,1,1,2,1,4,0,17-03529,5170
8120,2,6,1,1,0,5,0,30-00600,N
8121,2,1,1,1,2,9,0,29-01901,8590
8122,1,1,2,0,0,4,0,29-01901,N
8123,2,1,2,1,9,8,1,51-51255,8561
8124,2,1,1,2,2,10,0,51-01301,7490
8125,2,1,1,0,0,7,0,06-08507,2090
8126,2,1,1,2,6,3,0,38-00100,N
8127,2,1,2,2,N,3,0,19-01700,N
8128,1,6,2,1,1,9,0,51-01301,9370
8129,2,4,9,1,7,9,1,38-00100,N
8130,2,1,6,2,4,7,0,36-03710,N
8131,1,6,9,1,3,5,0,08-00803,7970
8132,2,3,1,2,N,2,0,01-01301,N
8133,2,6,2,2,2,4,0,19-01700,7580
8134,2,6,6,1,0,4,0,36-03710,N
8135,1,1,3,1,7,4,0,24-01004,7870
8136,1,1,1,2,3,9,0,28-01100,9290
8137,1,6,1,1,9,9,1,06-08507,N
8138,2,1,2,2,8,12,0,30-00600,N
8139,2,1,1,2,8,9,0,06-08507,N
8140,2,4,1,1,9,10,0,06-07502,7870
8141,2,1,2,1,7,5,0,40-00200,9390
8142,2,6,1,0,1,7,1,19-01700,N
8143,1,N,6,1,3,6,0,17-03529,9090
8144,2,N,1,2,7,9,0,40-00200,7680
8145,2,1,2,2,N,3,0,24-01004,9190
8146,1,1,1,1,1,5,0,30-00600,N
8147,2,6,6,1,0,5,0,36-03710,8680
8148,1,1,2,2,2,9,0,08-00803,9380
8149,2,4,8,1,2,9,0,08-00803,8770
8150,1,N,1,2,N,3,0,40-00200,8570
8151,1,1,1,1,8,10,0,40-00200,8191
8152,2,5,1,1,3,6,0,30-00600,N
8153,2,4,1,1,5,10,4,36-03710,N
8154,2,6,2,1,7,2,0,28-01100,N
8155,2,1,1,1,9,9,0,28-01100,N
8156,1,6,1,2,N,3,0,28-01100,N
8157,1,N,2,2,N,4,0,17-03531,770
8158,2,1,1,1,N,N,0,36-04010,N
8159,1,1,1,1,0,4,0,51-51255,N
8160,1,6,6,2,0,5,0,29-01901,N
8161,1,N,1,1,6,7,0,51-01301,8180
8162,2,1,6,0,1,7,0,13-04600,N
8163,1,1,1,1,9,12,0,13-04600,770
8164,1,N,1,2,1,7,0,17-03529,9090
8165,1,6,1,1,N,N,0,38-00100,N
8166,2,6,1,2,7,9,0,28-01100,N
8167,2,1,2,1,8,7,0,51-01301,N
8168,1,1,2,2,7,10,0,40-00200,8570
8169,1,6,2,1,1,7,0,36-04010,6490
8170,2,6,2,2,N,3,0,29-01901,N
8171,2,6,1,2,7,10,0,51-01301,7860
8172,2,6,1,2,N,3,0,51-01301,3580
8173,2,6,1,1,N,3,0,06-07502,2890
8174,1,1,1,2,9,11,0,06-08507,N
8175,1,1,1,1,7,10,4,17-03529,N
8176,2,6,1,1,0,3,0,30-00600,N
8177,1,5,2,1,4,7,0,24-01004,N
8178,2,6,9,1,4,9,0,17-03531,N
8179,1,1,1,1,N,1,0,17-03529,6390
8180,1,6,1,1,N,3,0,51-51255,9380
8181,1,1,1,1,3,5,0,19-01700,6870
8182,1,4,1,1,0,9,0,24-01004,N
8183,2,6,1,0,2,5,0,17-03529,N
8184,2,1,1,1,N,3,0,17-03531,1691
8185,2,4,1,1,1,9,0,51-51255,9590
8186,2,6,9,2,6,7,0,24-01004,N
8187,2,1,1,2,3,6,0,38-00100,170
8188,1,N,1,0,0,4,0,24-01004,7580
8189,2,1,1,2,8,9,1,32-00405,7690
8190,2,N,1,1,2,7,0,38-00100,N
8191,2,1,1,2,N,3,0,38-00100,N
8192,1,6,6,1,0,4,0,38-00100,7980
8193,1,6,1,1,N,3,0,30-00600,9370
8194,1,6,6,2,2,5,0,36-04010,3990
8195,1,N,1,2,0,4,0,17-03531,7280
8196,2,6,1,1,9,10,0,36-04010,8680
8197,2,1,1,1,5,8,0,51-01301,N
8198,2,6,1,1,N,3,0,51-51255,7390
8199,2,N,3,1,N,N,0,08-00803,N
8200,1,6,2,2,0,7,0,24-01004,7860
8201,2,1,1,2,N,3,0,08-00803,1590
8202,2,1,2,1,N,2,0,08-00803,6480
8203,2,6,9,1,5,5,0,40-00200,4270
8204,2,6,2,1,9,10,0,17-03529,N
8205,1,3,2,1,9,11,0,19-01700,6190
8206,2,6,2,2,N,2,0,51-51255,490
8207,2,1,6,1,0,4,0,24-01004,7870
8208,1,6,1,1,9,10,1,06-08507,5070
8209,1,N,2,2,5,6,0,26-02702,7470
8210,1,6,1,1,N,3,0,51-51255,580
8211,2,1,2,1,1,7,0,30-00600,8191
8212,1,1,6,0,4,7,0,30-00600,5490
8213,2,1,1,1,8,9,0,26-02702,N
8214,1,6,1,1,7,9,0,06-07502,7490
8215,2,6,1,1,3,5,0,38-00100,6890
8216,1,6,1,1,9,8,1,19-01700,N
8217,1,N,9,1,7,11,0,30-00600,6270
8218,2,N,1,2,N,2,0,51-51255,7980
8219,2,1,1,1,6,8,0,24-01004,N
8220,2,6,1,0,0,4,0,38-00100,N
8221,1,6,8,2,5,8,0,51-51255,7860
8222,2,6,8,2,7,9,0,36-04010,N
8223,2,3,1,2,N,3,0,06-08507,8370
8224,2,1,3,2,4,7,4,24-01004,N
8225,2,3,1,1,6,4,0,40-00200,N
8226,1,4,1,1,0,3,2,36-03710,4971
8227,1,6,6,1,4,4,0,24-01004,7970
8228,2,4,1,1,N,3,0,36-04010,N
8229,1,6,2,1,N,N,0,24-01004,7390
8230,1,6,1,0,4,7,0,51-01301,N
8231,2,6,2,2,4,7,0,51-01301,N
8232,2,6,6,1,8,12,0,29-01901,8680
8233,1,6,1,1,5,9,0,24-01004,N
8234,1,6,1,2,7,6,0,29-01901,N
8235,2,1,1,1,N,3,0,17-03531,7270
8236,2,2,8,1,N,4,0,51-01301,7270
8237,2,1,1,2,3,5,0,24-01004,N
8238,1,6,2,1,0,10,0,29-01901,N
8239,2,6,1,0,2,5,0,36-04010,N
8240,2,N,1,1,8,9,0,51-01301,N
8241,1,3,2,2,N,3,0,38-00100,9290
8242,2,1,1,1,8,9,0,28-01100,N
8243,2,3,1,2,N,N,0,40-00200,N
8244,2,5,2,1,9,10,0,36-04010,N
8245,1,6,2,0,2,4,2,36-03710,N
8246,1,1,1,2,N,10,0,13-04600,1790
8247,1,1,1,1,0,8,2,36-03710,7590
8248,2,6,9,2,9,10,0,24-01004,570
8249,1,6,1,1,8,10,0,51-51255,5170
8250,1,N,1,0,4,7,0,24-01004,N
8251,2,N,2,2,7,9,0,01-01301,5690
8252,1,N,2,1,9,9,0,26-02702,1170
8253,1,6,2,2,9,9,0,51-01301,8180
8254,2,6,2,2,8,9,0,17-03531,2690
8255,2,4,2,1,1,5,0,24-01004,N
8256,2,3,1,1,2,7,0,29-01901,N
8257,2,3,2,1,9,9,0,51-51255,7860
8258,2,6,2,2,6,10,1,32-00405,N
8259,2,4,1,2,N,3,0,24-01004,N
8260,2,N,2,2,3,7,4,36-03710,9470
8261,2,1,1,1,9,11,0,17-03529,N
8262,1,3,1,1,0,7,0,51-51255,9470
8263,2,N,1,2,N,1,0,28-01100,N
8264,1,1,2,2,1,9,0,13-04600,N
8265,2,N,1,1,6,9,0,17-03531,7890
8266,2,6,2,1,9,11,0,51-01301,7470
8267,1,6,2,1,4,5,0,51-01301,N
8268,1,N,1,1,0,7,0,51-01301,9570
8269,1,N,1,1,2,4,0,28-01100,N
8270,1,1,6,2,N,3,0,17-03531,N
8271,1,1,1,2,5,5,0,38-00100,N
8272,2,6,2,1,5,6,0,30-00600,7071
8273,2,4,2,2,3,10,0,30-00600,5090
8274,1,6,2,2,5,4,0,08-00803,4690
8275,1,2,1,0,0,7,0,30-00600,9370
8276,2,N,8,0,3,7,0,32-00405,6890
8277,2,1,1,2,6,10,0,30-00600,7860
8278,2,1,2,0,0,7,0,38-00100,N
8279,1,6,2,2,9,10,0,51-01301,N
8280,1,N,2,0,1,11,0,51-51255,7072
8281,2,1,2,1,N,3,0,51-01301,7380
8282,1,1,8,1,9,10,0,06-08507,4795
8283,2,6,2,1,0,6,1,32-00405,8470
8284,1,1,1,2,1,5,0,13-04600,N
8285,2,N,1,1,9,11,0,01-01301,770
8286,1,N,1,2,3,9,0,51-01301,7390
8287,2,1,6,0,3,5,0,40-00200,6170
8288,2,N,1,0,4,7,0,38-00100,N
8289,2,N,2,1,7,5,0,40-00200,7870
8290,2,1,2,2,9,12,0,30-00600,N
8291,1,N,1,0,0,4,0,08-00803,6770
8292,2,4,1,1,N,3,0,51-01301,7071
8293,1,6,1,2,8,9,0,19-01700,N
8294,1,1,1,1,0,6,0,51-01301,8270
8295,2,6,3,1,N,N,0,30-00600,8770
8296,2,1,3,1,4,9,4,17-03529,N
8297,2,1,6,2,2,4,0,30-00600,4780
8298,1,6,2,2,8,9,0,36-04010,7860
8299,2,1,1,1,0,9,4,06-08507,7860
8300,1,1,1,2,8,9,0,38-00100,N
8301,1,N,1,1,N,3,0,17-03529,1590
8302,1,3,1,2,7,10,0,06-07502,6370
8303,2,6,2,1,5,5,1,32-00405,N
8304,2,4,2,1,9,12,0,30-00600,4090
8305,2,6,1,1,N,3,0,19-01700,6870
8306,2,6,2,1,5,11,0,38-00100,N
8307,2,N,2,2,N,3,0,13-04600,N
8308,1,1,3,1,9,9,0,08-00803,7860
8309,1,6,2,1,9,9,0,06-08507,8870
8310,1,1,1,2,7,9,0,32-00405,9770
8311,2,1,6,1,N,N,0,38-00100,N
8312,1,3,2,2,2,9,0,17-03529,N
8313,1,1,1,1,8,12,0,40-00200,7860
8314,2,1,1,1,7,5,0,24-01004,N
8315,1,N,1,1,6,5,0,06-08507,N
8316,2,4,2,1,7,10,0,51-51255,7870
8317,1,2,2,1,8,7,0,06-08507,N
8318,1,6,1,2,3,12,0,38-00100,N
8319,1,4,1,2,2,3,0,24-01004,7390
8320,1,6,2,1,9,5,0,26-02702,N
8321,2,N,2,2,8,9,0,06-08507,N
8322,2,1,2,2,6,7,0,13-04600,N
8323,2,N,8,1,7,9,0,51-01301,N
8324,2,6,1,1,6,9,0,01-01301,7280
8325,2,N,1,0,0,7,0,17-03529,7870
8326,1,6,2,1,N,2,0,30-00600,N
8327,2,6,2,2,N,2,0,51-01301,770
8328,2,N,3,1,7,10,0,01-01301,N
8329,1,6,1,0,0,4,4,32-00405,8191
8330,2,4,1,2,5,5,0,06-08507,7860
8331,1,1,1,0,0,4,0,30-00600,7870
8332,2,N,2,1,8,7,0,40-00200,8570
8333,2,1,8,1,8,7,0,29-01901,7280
8334,1,4,2,1,8,9,0,51-51255,7860
8335,1,1,1,2,3,4,0,51-51255,8170
8336,2,1,1,2,2,8,0,19-01700,770
8337,1,6,1,0,0,4,0,40-00200,N
8338,2,3,2,1,2,5,0,24-01004,3490
8339,1,N,1,1,2,5,0,36-04010,3380
8340,1,N,8,2,2,4,0,06-08507,N
8341,1,1,3,0,7,4,0,17-03531,N
8342,1,N,1,1,N,2,0,01-01301,N
8343,1,1,1,0,1,7,0,24-01004,7270
8344,1,1,1,2,7,9,0,30-00600,7860
8345,1,6,2,1,9,11,0,36-04010,8170
8346,2,1,1,1,7,10,0,51-01301,9680
8347,1,6,1,2,0,5,0,24-01004,N
8348,2,1,2,1,N,3,0,01-01301,N
8349,2,1,1,2,0,7,0,30-00600,6180
8350,1,N,9,1,2,7,0,51-51255,8090
8351,2,6,6,1,1,9,4,36-03710,N
8352,1,N,1,1,5,8,0,24-01004,N
8353,1,4,1,1,3,9,4,36-03710,9670
8354,2,4,1,2,8,4,0,01-01301,5070
8355,2,1,1,1,9,9,0,51-01301,7270
8356,2,1,1,1,2,8,0,24-01004,N
8357,2,4,9,1,5,10,0,06-07502,N
8358,2,5,1,1,9,11,0,36-04010,N
8359,2,1,8,2,N,3,0,06-08507,N
8360,1,4,1,1,8,9,0,17-03531,N
8361,2,6,2,1,N,3,2,17-03531,170
8362,1,1,2,2,1,7,0,40-00200,6290
8363,1,6,1,2,N,1,0,24-01004,9470
8364,1,1,2,1,1,4,0,19-01700,6970
8365,1,N,3,1,3,7,1,19-01700,770
8366,1,1,1,1,2,5,0,29-01901,9470
8367,1,6,1,1,0,1,0,29-01901,N
8368,1,6,1,2,6,9,0,19-01700,N
8369,2,6,1,2,0,4,1,32-00405,N
8370,1,1,2,1,9,10,0,06-08507,7380
8371,1,6,1,1,5,5,0,32-00405,8660
8372,2,3,2,1,0,4,2,36-03710,4670
8373,1,6,1,1,8,5,0,24-01004,N
8374,1,1,1,1,0,3,0,13-04600,N
8375,2,6,3,1,8,10,0,19-01700,6870
8376,2,6,6,2,7,9,0,06-07502,N
8377,2,6,1,2,5,7,0,51-01301,8680
8378,1,1,1,2,N,3,0,40-00200,N
8379,1,6,1,2,N,1,0,30-00600,770
8380,1,3,1,2,N,3,0,28-01100,3680
8381,1,1,1,1,0,4,0,30-00600,9570
8382,2,N,8,1,5,7,0,26-02702,9680
8383,2,N,3,1,6,5,0,38-00100,N
8384,2,1,9,1,1,10,0,30-00600,170
8385,1,6,1,2,8,9,0,51-51255,8680
8386,2,1,2,0,4,6,0,30-00600,6370
8387,1,6,6,0,8,5,1,32-00405,8980
8388,2,1,1,1,4,7,1,32-00405,8680
8389,2,4,1,2,0,5,0,32-00405,2690
8390,1,2,1,2,9,5,1,32-00405,9470
8391,1,6,1,1,9,8,0,36-04010,6870
8392,1,4,1,1,8,8,0,30-00600,N
8393,2,6,2,2,N,N,1,29-01901,N
8394,2,6,1,1,3,8,2,51-01301,9470
8395,1,N,2,2,5,6,0,06-08507,N
8396,2,N,1,1,3,5,0,06-08507,N
8397,1,6,2,2,N,3,0,26-02702,7290
8398,2,1,1,1,7,8,0,06-07502,4570
8399,2,1,1,2,3,5,0,29-01901,7780
8400,1,4,1,1,0,4,0,24-01004,7970
8401,1,1,1,2,1,7,0,24-01004,8191
8402,1,6,1,2,7,9,0,06-07502,N
8403,1,4,2,2,4,3,0,30-00600,170
8404,2,N,1,1,N,3,0,51-01301,N
8405,2,3,2,2,1,9,0,38-00100,170
8406,2,1,2,1,3,7,0,06-08507,N
8407,1,6,1,2,4,9,0,30-00600,5381
8408,2,4,1,1,N,3,0,17-03531,N
8409,1,6,2,0,0,7,0,08-00803,4795
8410,1,1,1,1,9,12,0,17-03529,7870
8411,2,6,1,2,8,9,1,32-00405,8680
8412,2,6,1,1,9,11,0,32-00405,8180
8413,1,N,1,2,0,4,0,19-01700,9170
8414,1,4,1,0,1,9,0,30-00600,5690
8415,1,1,2,2,3,10,0,19-01700,N
8416,2,2,1,1,N,N,0,30-00600,N
8417,2,1,1,1,9,5,0,24-01004,7860
8418,1,6,1,2,5,9,0,26-02702,N
8419,1,1,1,2,0,7,0,38-00100,4890
8420,2,4,1,2,3,5,0,26-02702,7870
8421,2,6,9,2,0,4,0,30-00600,8561
8422,2,1,1,1,9,10,0,29-01901,N
8423,2,6,6,2,5,4,0,17-03529,N
8424,2,1,1,2,N,3,4,36-03710,N
8425,2,1,2,1,N,3,0,08-00803,7380
8426,2,1,1,0,N,3,0,28-01100,N
8427,2,6,2,2,3,9,0,36-04010,7690
8428,2,1,1,1,1,9,0,51-01301,N
8429,1,6,1,1,N,3,0,36-03710,180
8430,2,6,1,1,N,3,0,13-04600,1190
8431,1,6,6,2,6,8,0,24-01004,7870
8432,1,6,1,1,4,9,0,28-01100,7071
8433,2,5,8,1,9,9,0,30-00600,N
8434,2,N,9,1,N,1,0,06-07502,8680
8435,2,6,1,2,1,8,0,19-01700,N
8436,1,1,1,2,2,5,0,19-01700,N
8437,1,1,1,1,2,5,0,01-01301,9170
8438,1,N,1,1,4,9,0,24-01004,7860
8439,1,6,1,0,7,7,0,38-00100,9680
8440,1,6,1,1,N,3,0,06-08507,N
8441,1,N,1,0,0,4,0,17-03529,6370
8442,1,1,1,2,7,10,0,40-00200,8191
8443,2,1,1,1,9,10,0,08-00803,N
8444,2,4,1,2,N,N,0,24-01004,7770
8445,1,6,2,1,N,N,0,36-04010,3895
8446,2,6,1,1,9,12,0,08-00803,4690
8447,1,4,1,1,8,10,0,19-01700,7870
8448,1,N,1,1,2,7,4,06-08507,7860
8449,1,1,6,1,5,5,0,36-04010,N
8450,2,3,1,2,2,8,0,17-03529,N
8451,2,1,6,1,9,9,0,17-03529,7470
8452,1,6,8,2,N,N,0,19-01700,N
8453,1,5,2,1,0,4,0,36-03710,8191
8454,1,1,1,1,9,11,0,06-07502,590
8455,2,1,1,1,2,7,0,17-03529,N
8456,1,6,2,1,3,9,0,51-51255,7290
8457,1,1,1,1,N,N,0,29-01901,2370
8458,1,6,1,1,1,5,1,32-00405,770
8459,2,N,2,2,N,3,0,30-00600,3291
8460,2,1,1,1,9,9,0,01-01301,9370
8461,1,6,6,1,6,7,4,51-51255,6695
8462,1,1,7,2,7,4,0,19-01700,N
8463,2,1,8,1,0,4,0,40-00200,5570
8464,1,1,1,2,9,9,2,36-03710,N
8465,2,N,1,2,4,9,4,36-03710,N
8466,1,N,8,2,1,7,0,24-01004,N
8467,2,4,1,2,0,7,4,36-03710,N
8468,2,N,8,1,5,10,0,17-03531,8370
8469,2,6,1,1,3,5,0,13-04600,N
8470,2,6,2,1,9,12,0,38-00100,770
8471,1,1,2,2,4,6,0,40-00200,6290
8472,1,1,6,1,7,10,0,08-00803,8590
8473,2,1,9,0,7,5,1,32-00405,770
8474,1,6,1,2,N,3,0,30-00600,N
8475,2,1,1,2,N,1,1,32-00405,8680
8476,1,1,1,2,2,3,0,13-04600,8660
8477,2,4,2,1,9,9,1,32-00405,7380
8478,1,6,1,2,9,7,0,24-01004,8680
8479,2,2,1,2,2,4,0,38-00100,9920
8480,2,N,1,1,N,3,1,32-00405,8370
8481,1,6,2,2,8,7,0,26-02702,8680
8482,1,N,6,1,8,12,0,06-07502,7870
8483,2,4,2,1,7,10,0,17-03531,6180
8484,1,1,1,2,2,4,0,29-01901,N
8485,2,N,6,2,0,3,0,38-00100,N
8486,1,1,1,2,4,9,4,36-03710,9470
8487,1,1,1,1,2,9,0,30-00600,6370
8488,2,6,6,1,8,9,0,32-00405,770
8489,1,4,1,1,3,5,0,28-01100,6190
8490,1,4,1,2,0,8,1,32-00405,8562
8491,2,3,1,2,5,9,0,38-00100,6490
8492,1,6,1,1,N,N,0,38-00100,7670
8493,2,3,2,1,8,7,0,06-07502,7790
8494,1,N,1,2,6,5,1,06-08507,N
8495,2,1,6,2,4,6,1,51-51255,6670
8496,1,1,2,2,9,10,0,06-07502,9480
8497,1,1,1,1,6,6,0,38-00100,N
8498,1,N,3,2,N,3,0,38-00100,7490
8499,2,1,2,1,9,7,0,06-07502,9160
8500,1,N,2,1,5,8,0,36-04010,8170
8501,1,1,1,2,3,4,0,06-07502,N
8502,2,3,2,2,4,5,0,29-01901,N
8503,2,1,8,0,3,7,0,01-01301,N
8504,2,N,2,1,7,10,0,24-01004,7870
8505,2,1,1,1,9,10,0,51-01301,7860
8506,2,1,5,1,8,9,0,29-01901,7470
8507,2,6,1,1,6,9,0,30-00600,N
8508,1,6,1,1,9,10,0,38-00100,7870
8509,1,6,6,2,7,11,0,17-03531,N
8510,2,6,1,1,6,7,0,29-01901,9470
8511,1,1,3,1,7,9,1,17-03531,770
8512,2,1,6,2,6,7,4,36-03710,9670
8513,2,6,2,1,8,5,2,36-03710,N
8514,1,6,1,2,2,7,0,28-01100,4780
8515,1,6,1,1,1,4,0,06-07502,8470
8516,1,N,1,2,8,9,0,38-00100,770
8517,2,4,1,2,2,10,0,38-00100,770
8518,1,6,2,1,7,5,0,32-00405,9290
8519,1,1,3,1,4,9,0,28-01100,N
8520,1,1,2,2,2,8,0,06-08507,N
8521,1,4,2,1,N,3,0,08-00803,N
8522,2,N,2,2,5,5,0,40-00200,N
8523,1,4,1,1,9,10,0,19-01700,9170
8524,1,6,1,1,2,5,0,30-00600,8680
8525,2,6,2,2,3,7,0,38-00100,490
8526,2,6,1,2,7,9,0,06-07502,7480
8527,2,6,1,1,8,10,0,06-08507,N
8528,2,1,1,1,0,9,1,29-01901,9380
8529,1,6,8,2,N,1,0,38-00100,8870
8530,2,N,2,1,7,9,4,36-03710,N
8531,1,6,1,2,2,4,0,40-00200,N
8532,2,4,1,2,5,7,0,40-00200,8680
8533,1,5,2,1,3,9,1,24-01004,9480
8534,2,6,1,1,2,5,0,32-00405,4971
8535,1,3,1,1,9,10,0,06-08507,7970
8536,1,1,1,2,2,5,0,36-04010,770
8537,1,1,1,0,4,5,0,06-08507,N
8538,2,N,1,2,6,10,0,17-03531,770
8539,2,6,2,1,8,9,0,17-03529,N
8540,1,6,1,2,N,2,0,38-00100,N
8541,2,1,1,1,N,1,4,26-02702,9920
8542,2,6,1,2,0,5,2,51-51255,770
8543,2,1,1,0,3,5,0,06-07502,7970
8544,1,1,1,1,3,4,4,29-01901,3470
8545,2,1,1,1,8,9,0,28-01100,N
8546,2,2,6,1,8,1,0,32-00405,N
8547,1,6,1,1,2,3,0,51-51255,7390
8548,2,6,1,2,N,1,4,06-07502,7870
8549,2,1,1,2,2,5,0,30-00600,2490
8550,1,1,1,1,7,5,0,40-00200,N
8551,1,1,6,1,9,10,0,38-00100,5690
8552,2,6,2,2,4,7,0,40-00200,8590
8553,1,1,2,1,2,9,0,30-00600,170
8554,1,3,1,0,2,5,1,24-01004,8090
8555,1,6,1,2,3,10,0,51-51255,7860
8556,1,1,1,1,3,5,0,13-04600,9180
8557,2,1,6,1,9,9,0,24-01004,7390
8558,1,6,2,0,0,4,0,06-08507,3390
8559,2,4,2,2,0,5,0,13-04600,6070
8560,1,6,1,1,5,7,0,32-00405,N
8561,1,6,1,2,2,5,0,06-08507,7870
8562,1,1,2,2,N,3,0,30-00600,N
8563,1,4,2,0,8,4,0,26-02702,9680
8564,2,6,1,2,N,1,0,30-00600,180
8565,2,6,9,2,3,9,1,51-01301,770
8566,2,N,1,1,N,3,0,06-08507,9470
8567,1,6,1,1,2,4,1,32-00405,770
8568,1,5,2,2,9,9,0,06-08507,N
8569,2,N,1,1,N,3,0,29-01901,8470
8570,1,6,6,1,6,5,0,30-00600,170
8571,2,4,1,1,4,9,0,06-08507,8270
8572,2,1,6,2,5,5,0,51-01301,9180
8573,2,1,1,0,0,5,0,51-01301,8370
8574,1,2,6,2,2,7,0,40-00200,7770
8575,2,N,2,1,1,7,0,08-00803,7280
8576,1,N,1,2,3,9,0,32-00405,7290
8577,2,6,1,1,3,7,0,51-51255,4870
8578,2,1,1,1,7,9,0,06-08507,7870
8579,2,6,2,1,0,4,0,26-02702,7870
8580,2,1,1,2,9,11,0,26-02702,7870
8581,1,N,9,2,N,3,0,13-04600,N
8582,2,6,1,1,5,7,0,51-01301,N
8583,1,6,2,1,9,8,0,30-00600,N
8584,2,6,9,1,7,7,0,19-01700,7670
8585,2,N,2,0,3,5,0,17-03529,N
8586,2,1,1,2,0,10,0,06-08507,N
8587,2,3,1,2,3,5,0,08-00803,N
8588,2,N,6,2,N,2,0,19-01700,2890
8589,2,3,1,1,N,3,0,28-01100,N
8590,1,N,2,2,3,7,0,24-01004,7870
8591,2,1,1,1,0,8,0,30-00600,9160
8592,1,2,2,1,N,N,2,36-03710,N
8593,2,6,2,2,7,8,0,51-01301,1670
8594,1,6,1,1,4,7,0,17-03529,690
8595,1,6,6,1,4,7,0,08-00803,7460
8596,1,4,1,0,8,7,0,30-00600,3365
8597,1,1,1,1,N,N,0,32-00405,6390
8598,1,1,1,1,5,9,0,13-04600,8680
8599,2,1,1,2,0,4,0,38-00100,6870
8600,1,N,2,2,8,10,0,38-00100,6170
8601,1,6,3,2,4,7,0,08-00803,7870
8602,1,1,1,1,8,12,0,06-08507,N
8603,1,1,2,2,0,7,0,01-01301,N
8604,1,N,3,1,2,9,0,28-01100,N
8605,1,6,2,0,5,7,0,19-01700,3570
8606,1,6,1,2,8,10,0,24-01004,6991
8607,2,1,1,1,2,5,0,08-00803,6480
8608,1,2,1,1,6,8,0,38-00100,N
8609,1,1,1,2,1,3,0,38-00100,N
8610,2,2,1,1,N,3,0,51-51255,N
8611,2,5,2,1,N,1,0,06-08507,N
8612,2,2,6,1,9,12,2,17-03529,8670
8613,2,1,1,1,5,7,0,51-01301,N
8614,2,1,1,1,N,2,1,32-00405,8680
8615,1,N,2,1,6,5,0,51-51255,8080
8616,2,1,6,1,6,9,0,36-04010,N
