,PUMA,AGEP,RAC1P,MSP,SEX,HOUSING_TYPE,OWN_RENT,DVET,PINCP_DECILE,EDU,NOC,HISP
7244,51-51255,73,1,1,1,1,2,N,4,9,0,0
7245,06-08507,13,1,1,2,1,1,N,7,5,0,0
7246,13-04600,36,2,6,1,3,1,N,1,1,3,1
7247,40-00200,53,1,6,1,2,1,N,1,3,1,0
7248,17-03531,30,2,6,2,1,2,N,2,3,3,1
7249,06-08507,27,1,6,1,1,2,N,9,7,0,0
7250,30-00600,46,1,1,1,1,1,N,8,7,0,0
7251,30-00600,61,1,6,1,1,1,N,3,9,0,0
7252,01-01301,72,2,6,1,1,2,N,N,7,0,0
7253,08-00803,21,1,N,1,1,1,N,N,3,0,0
7254,51-01301,46,1,3,1,1,2,N,N,10,1,1
7255,51-01301,33,1,N,2,1,2,N,8,9,1,0
7256,28-01100,66,2,6,1,1,1,N,5,12,0,0
7257,06-08507,61,6,1,1,1,1,N,6,3,1,0
7258,30-00600,23,3,6,2,1,1,N,9,N,1,0
7259,08-00803,18,1,1,2,1,1,N,0,4,1,0
7260,17-03529,40,2,6,1,3,1,N,7,5,0,0
7261,19-01700,36,1,1,1,1,1,N,0,3,0,0
7262,24-01004,9,1,N,2,1,1,N,0,11,0,0
7263,28-01100,32,1,N,2,1,2,N,N,5,0,0
7264,36-03710,17,2,6,1,1,1,N,N,10,1,0
7265,13-04600,70,2,6,2,1,1,N,4,6,0,0
7266,17-03529,45,2,1,1,1,1,N,N,7,N,0
7267,06-07502,18,8,6,2,1,1,N,2,10,0,0
7268,30-00600,78,1,1,1,1,2,N,N,12,2,0
7269,36-04010,64,6,N,1,1,1,N,9,7,0,0
7270,40-00200,32,2,6,1,1,2,N,1,7,N,2
7271,32-00405,10,8,4,2,1,1,N,6,10,0,0
7272,38-00100,26,1,1,1,1,1,N,9,7,0,0
7273,24-01004,3,1,6,1,1,1,N,7,5,0,0
7274,26-02702,57,9,5,2,1,2,N,3,7,0,0
7275,19-01700,76,9,1,2,1,1,N,8,3,1,0
7276,26-02702,19,1,4,1,1,1,N,4,9,0,0
7277,51-01301,71,1,4,2,1,2,N,2,9,0,0
7278,24-01004,24,2,1,2,1,1,N,5,8,0,0
7279,29-01901,46,2,6,2,1,1,N,6,4,N,0
7280,32-00405,35,8,5,2,1,2,N,7,2,2,0
7281,06-07502,37,9,1,2,1,2,N,3,7,0,0
7282,19-01700,28,6,6,2,3,1,N,N,7,0,0
7283,36-03710,13,2,3,1,1,1,N,4,7,N,0
7284,51-01301,71,1,1,2,1,2,N,4,4,0,0
7285,24-01004,63,1,6,1,1,1,N,8,9,0,0
7286,28-01100,66,8,1,1,1,1,N,8,5,0,0
7287,30-00600,81,1,6,2,3,1,N,9,7,0,0
7288,06-08507,62,1,1,1,1,2,N,0,9,0,0
7289,26-02702,58,1,1,2,1,1,N,3,7,0,0
7290,08-00803,48,6,1,1,1,2,N,7,5,0,0
7291,28-01100,31,1,6,1,1,0,5,1,9,0,0
7292,08-00803,35,1,3,1,1,1,N,8,5,0,0
7293,38-00100,56,1,N,2,1,1,N,2,10,0,0
7294,06-07502,48,1,6,2,1,1,N,2,5,3,0
7295,29-01901,48,1,N,1,1,1,N,6,6,0,0
7296,40-00200,22,1,6,2,1,1,N,0,8,0,0
7297,13-04600,70,2,6,1,1,2,N,1,2,0,0
7298,40-00200,76,1,N,2,1,1,N,N,10,0,0
7299,32-00405,34,2,6,2,1,0,N,8,7,0,4
7300,28-01100,14,2,6,2,3,2,N,0,7,0,0
7301,28-01100,19,2,6,1,1,2,N,6,5,0,0
7302,40-00200,67,3,1,1,1,1,N,6,3,N,0
7303,24-01004,55,1,N,1,1,1,N,6,4,0,0
7304,40-00200,45,1,6,1,1,1,N,N,8,0,0
7305,08-00803,46,1,N,1,1,2,N,6,9,0,0
7306,51-01301,57,1,N,1,1,1,N,2,9,3,0
7307,28-01100,14,2,6,1,1,1,N,6,5,0,0
7308,38-00100,36,1,1,1,1,1,N,9,1,0,0
7309,29-01901,72,2,1,1,1,1,N,4,3,1,0
7310,36-04010,56,2,6,2,1,1,N,6,10,0,0
7311,29-01901,75,9,6,1,1,1,N,6,6,0,0
7312,24-01004,72,1,1,2,1,2,N,7,7,0,0
7313,17-03529,17,2,1,1,1,1,N,6,3,4,0
7314,32-00405,9,8,6,1,1,1,N,9,10,0,0
7315,32-00405,0,1,6,2,1,0,N,1,4,N,0
7316,17-03531,89,2,2,1,1,2,N,N,10,0,0
7317,06-07502,56,6,6,2,1,1,N,N,4,1,1
7318,30-00600,20,8,1,2,1,1,N,6,5,0,0
7319,28-01100,32,1,1,1,1,2,N,1,5,0,0
7320,30-00600,0,9,6,1,3,2,N,1,4,1,0
7321,51-51255,41,1,3,2,1,1,N,8,9,0,0
7322,13-04600,75,2,6,1,1,2,N,5,9,0,0
7323,51-51255,63,1,6,1,1,1,N,7,12,0,0
7324,30-00600,25,1,3,2,1,2,N,N,3,2,0
7325,13-04600,60,1,1,1,1,1,N,6,5,0,0
7326,30-00600,17,1,1,1,1,1,N,N,9,0,0
7327,40-00200,57,3,6,2,1,2,N,9,8,0,0
7328,24-01004,9,1,6,2,1,2,N,1,3,2,0
7329,30-00600,34,1,6,1,1,2,N,N,12,1,0
7330,13-04600,46,2,1,2,1,1,N,9,4,4,1
7331,06-08507,0,1,1,2,1,1,N,8,9,1,0
7332,24-01004,89,8,6,1,1,1,N,9,8,0,0
7333,51-01301,38,1,1,1,1,2,N,2,4,0,0
7334,40-00200,50,3,6,1,1,1,N,0,10,0,0
7335,06-08507,71,1,2,1,3,2,N,7,12,0,0
7336,28-01100,46,2,4,1,1,1,N,0,7,0,0
7337,30-00600,1,1,6,2,1,1,N,8,9,0,0
7338,28-01100,50,2,6,2,1,2,N,9,7,0,0
7339,19-01700,56,1,N,1,1,1,N,5,9,0,0
7340,30-00600,59,1,6,2,1,0,N,1,10,0,0
7341,36-04010,46,2,N,2,1,1,N,3,4,2,0
7342,28-01100,21,2,N,1,1,2,N,9,12,0,0
7343,30-00600,23,1,3,2,1,1,N,3,10,0,0
7344,38-00100,49,1,1,2,1,0,N,0,5,2,0
7345,08-00803,13,1,3,2,1,1,N,7,3,3,0
7346,30-00600,14,1,6,1,1,0,N,0,3,0,0
7347,32-00405,57,8,1,1,1,1,N,9,3,2,0
7348,51-51255,41,1,1,2,1,1,N,5,5,1,0
7349,06-07502,25,1,1,1,1,1,N,9,10,0,0
7350,06-07502,7,1,5,2,1,1,N,3,9,0,0
7351,36-04010,29,2,N,2,1,1,N,8,8,0,1
7352,24-01004,55,1,1,1,1,2,N,0,7,1,1
7353,29-01901,85,2,N,2,1,1,N,0,10,2,0
7354,30-00600,51,1,4,2,1,1,N,5,9,0,4
7355,13-04600,19,2,6,1,1,1,N,8,7,0,0
7356,17-03529,17,6,N,1,1,1,N,9,7,N,0
7357,28-01100,50,2,4,2,1,2,N,4,3,3,0
7358,24-01004,34,6,1,1,1,1,N,8,12,0,0
7359,30-00600,86,1,1,1,1,2,N,2,7,0,0
7360,06-08507,58,1,1,2,1,2,N,1,10,0,0
7361,28-01100,49,2,6,1,1,0,N,3,8,0,1
7362,40-00200,62,3,6,1,1,1,N,7,5,0,0
7363,51-01301,77,1,N,2,1,1,N,4,9,0,0
7364,28-01100,56,1,N,2,1,1,N,3,6,0,0
7365,19-01700,37,1,6,2,1,2,N,N,7,0,0
7366,06-08507,24,6,6,1,1,1,N,9,3,2,0
7367,28-01100,35,2,3,2,1,2,N,0,6,2,0
7368,28-01100,32,2,3,2,1,1,N,5,6,1,0
7369,19-01700,13,2,4,1,2,2,N,N,5,4,0
7370,26-02702,36,6,1,1,1,2,N,N,9,0,0
7371,51-51255,55,1,1,2,1,2,N,2,5,0,0
7372,32-00405,27,1,4,2,1,2,N,5,5,2,0
7373,30-00600,11,1,1,1,1,1,N,0,10,0,0
7374,06-07502,63,1,1,2,1,1,N,6,11,2,0
7375,24-01004,46,1,6,1,1,1,N,8,5,1,0
7376,17-03529,44,1,1,1,1,1,N,9,7,0,0
7377,08-00803,72,1,6,1,1,2,N,1,3,1,0
7378,30-00600,35,1,6,2,1,2,N,7,3,2,0
7379,51-51255,28,2,N,1,1,2,N,5,9,0,0
7380,38-00100,10,1,1,1,1,1,N,8,3,3,0
7381,13-04600,1,2,1,1,1,1,N,0,9,0,0
7382,24-01004,51,1,6,1,1,1,N,6,9,1,0
7383,51-51255,58,1,1,2,1,1,N,5,7,2,1
7384,06-08507,29,1,1,2,1,2,N,N,2,1,0
7385,08-00803,13,1,3,2,1,1,N,2,4,1,1
7386,38-00100,86,1,N,2,1,1,N,7,5,0,0
7387,24-01004,62,1,4,1,1,2,N,8,3,2,0
7388,32-00405,76,1,6,2,1,1,N,N,9,0,0
7389,01-01301,53,2,1,2,1,1,N,7,9,0,0
7390,13-04600,24,2,6,1,1,1,N,7,5,1,0
7391,30-00600,82,1,6,1,1,2,N,6,7,N,0
7392,30-00600,10,1,6,1,1,2,N,1,7,0,1
7393,26-02702,22,1,1,2,1,1,N,1,10,0,0
7394,17-03529,2,1,6,2,1,1,N,N,6,4,0
7395,38-00100,42,1,1,2,1,2,N,5,12,0,0
7396,30-00600,93,3,1,2,1,1,N,9,9,0,0
7397,51-01301,31,1,4,1,1,1,N,9,9,0,0
7398,36-04010,67,2,N,2,1,2,N,1,5,0,2
7399,28-01100,62,2,N,1,1,1,N,9,9,0,4
7400,38-00100,40,1,6,2,1,2,N,8,7,N,2
7401,32-00405,20,2,6,2,1,1,N,0,10,0,0
7402,30-00600,65,3,6,2,1,1,N,2,9,0,0
7403,51-51255,93,1,6,2,1,1,N,0,7,N,0
7404,06-08507,59,6,3,1,1,1,N,4,7,0,0
7405,19-01700,39,1,6,1,3,0,N,1,5,N,0
7406,17-03531,26,2,4,2,1,1,N,3,5,N,0
7407,30-00600,68,1,4,1,1,2,N,3,11,0,0
7408,36-04010,38,2,N,1,1,2,N,1,7,0,0
7409,51-51255,32,1,1,1,1,2,N,2,9,0,0
7410,17-03531,15,2,6,2,1,2,N,6,5,0,0
7411,32-00405,20,1,4,1,1,2,N,5,5,1,1
7412,19-01700,68,1,6,1,1,1,N,5,3,3,0
7413,40-00200,3,1,6,1,1,1,N,9,7,N,0
7414,36-03710,2,2,1,1,1,1,5,3,7,N,0
7415,24-01004,29,8,N,2,1,1,N,7,10,0,0
7416,51-01301,46,1,6,2,1,1,N,3,7,N,3
7417,08-00803,18,1,2,1,3,1,N,4,4,0,0
7418,40-00200,76,1,1,2,1,2,N,1,7,0,0
7419,24-01004,54,1,1,2,1,1,N,9,9,1,0
7420,13-04600,68,2,1,1,1,2,N,6,8,0,0
7421,17-03531,47,2,6,2,1,2,N,9,12,2,0
7422,24-01004,70,1,4,2,1,2,N,7,7,1,0
7423,40-00200,27,3,6,1,1,1,N,4,4,0,0
7424,36-04010,55,2,3,2,1,1,N,3,7,0,0
7425,01-01301,27,2,N,2,1,2,N,5,12,0,1
7426,38-00100,40,1,4,1,1,1,N,5,6,2,0
7427,28-01100,20,2,1,2,1,1,N,0,3,1,0
7428,24-01004,60,1,N,2,1,1,N,3,8,0,0
7429,40-00200,11,3,6,2,1,1,N,4,9,0,0
7430,40-00200,79,1,4,2,1,1,N,N,10,0,0
7431,38-00100,28,3,6,2,1,1,N,9,4,0,1
7432,51-01301,13,1,6,2,1,2,N,N,4,N,0
7433,38-00100,61,1,4,2,1,2,N,4,4,3,0
7434,08-00803,18,1,1,2,1,0,N,0,10,0,0
7435,29-01901,46,1,1,1,1,1,N,0,9,1,0
7436,17-03529,21,1,3,2,1,2,N,N,9,0,0
7437,30-00600,67,1,N,2,1,1,N,N,5,0,0
7438,13-04600,68,6,6,2,1,2,N,5,9,0,0
7439,01-01301,27,2,6,1,1,2,N,3,3,2,0
7440,28-01100,14,2,6,1,1,1,N,9,4,3,0
7441,38-00100,15,1,6,1,1,2,N,2,10,0,0
7442,13-04600,77,1,6,1,1,2,N,N,3,0,0
7443,38-00100,32,1,4,2,1,2,N,5,3,2,0
7444,13-04600,26,2,1,2,1,1,N,N,2,3,0
7445,26-02702,67,6,6,2,1,2,N,N,5,1,1
7446,29-01901,43,2,1,2,1,1,N,3,7,0,0
7447,38-00100,15,1,1,1,1,1,N,6,5,N,0
7448,13-04600,39,1,6,1,1,2,N,6,5,0,0
7449,36-04010,67,2,1,1,1,1,N,2,7,N,0
7450,28-01100,63,1,4,1,1,2,N,9,3,3,0
7451,40-00200,14,1,6,1,3,1,N,0,12,0,0
7452,36-04010,34,2,6,2,1,1,N,8,4,0,0
7453,28-01100,26,2,4,2,1,1,N,0,5,0,0
7454,24-01004,41,2,4,1,1,1,N,1,3,4,0
7455,36-04010,44,2,N,1,1,1,N,N,3,2,0
7456,26-02702,41,1,6,2,1,1,N,N,2,0,0
7457,08-00803,18,1,6,1,1,1,N,9,4,0,0
7458,06-07502,72,1,1,1,1,2,N,5,N,0,0
7459,08-00803,45,1,5,1,1,1,N,1,10,0,0
7460,06-07502,62,1,1,1,1,1,N,6,2,2,0
7461,24-01004,25,6,1,1,1,1,N,3,5,0,0
7462,06-07502,18,6,6,2,1,1,N,9,7,4,0
7463,30-00600,60,1,1,1,1,1,N,6,5,0,0
7464,38-00100,56,1,6,1,1,2,N,N,5,0,0
7465,28-01100,21,2,6,2,1,2,N,N,1,0,0
7466,40-00200,38,3,N,1,1,2,N,N,4,0,0
7467,28-01100,50,1,6,1,1,2,N,2,7,N,0
7468,06-07502,54,1,1,1,1,2,N,1,5,0,0
7469,13-04600,66,1,1,2,1,1,N,3,9,N,0
7470,51-51255,41,1,3,2,1,2,N,0,10,0,0
7471,30-00600,23,1,N,2,1,1,N,7,5,0,0
7472,36-03710,62,1,1,2,1,1,N,6,5,7,1
7473,06-08507,62,1,N,1,1,1,N,8,11,0,0
7474,06-08507,82,6,6,1,1,1,N,N,1,1,0
7475,36-03710,48,1,N,2,1,2,N,1,9,0,0
7476,13-04600,65,2,N,2,1,2,N,8,9,0,0
7477,36-04010,29,2,1,1,1,2,N,N,9,0,0
7478,01-01301,38,5,1,2,1,2,N,3,7,1,0
7479,17-03529,0,2,6,1,1,1,N,9,3,3,0
7480,32-00405,20,8,1,1,1,2,N,4,9,1,0
7481,24-01004,6,6,1,2,1,1,N,3,10,0,0
7482,51-01301,33,1,4,1,1,2,N,N,7,0,0
7483,29-01901,58,2,4,1,1,2,N,7,5,0,0
7484,51-01301,70,1,1,2,1,2,N,1,8,0,4
7485,40-00200,8,1,3,1,1,1,N,4,10,0,0
7486,30-00600,86,1,N,1,1,2,N,N,9,0,0
7487,51-01301,39,1,1,2,1,0,N,0,10,0,0
7488,30-00600,35,1,6,1,1,2,N,8,7,0,0
7489,06-08507,61,6,1,2,1,1,N,3,3,2,0
7490,08-00803,7,1,6,1,1,2,N,7,6,0,0
7491,06-08507,18,6,4,2,1,2,N,3,10,0,0
7492,36-03710,16,8,1,2,1,1,N,2,2,4,0
7493,24-01004,69,9,5,2,1,1,N,0,10,0,0
7494,38-00100,79,1,1,1,1,0,N,1,7,0,0
7495,40-00200,44,3,6,1,1,2,N,3,9,0,0
7496,17-03531,5,2,6,2,1,2,N,8,N,2,0
7497,06-08507,16,1,1,1,1,1,N,0,7,0,0
7498,36-04010,80,2,6,1,1,2,N,4,7,0,0
7499,24-01004,78,1,6,1,1,2,N,N,9,0,0
7500,17-03531,71,2,N,1,1,1,N,8,N,1,0
7501,24-01004,55,1,3,2,1,1,N,7,7,1,0
7502,36-03710,52,2,6,1,3,1,N,1,3,0,4
7503,19-01700,29,1,6,2,1,1,N,8,5,0,0
7504,06-07502,49,1,1,2,1,1,N,N,7,0,0
7505,24-01004,62,1,6,2,1,1,N,9,8,0,0
7506,38-00100,55,1,1,2,1,2,N,3,9,0,0
7507,01-01301,59,9,6,1,1,1,N,0,5,0,0
7508,29-01901,46,2,4,1,1,2,N,2,3,3,0
7509,06-07502,42,6,N,1,1,2,N,1,N,3,0
7510,32-00405,10,8,6,2,1,2,N,3,N,4,0
7511,28-01100,4,1,6,2,1,2,N,N,9,3,0
7512,01-01301,44,2,6,2,1,2,N,N,N,3,0
7513,06-07502,39,6,1,2,1,2,N,9,5,2,0
7514,29-01901,63,2,4,2,1,1,N,9,12,0,0
7515,36-04010,85,2,1,1,1,2,N,1,5,2,0
7516,29-01901,23,1,4,1,1,1,N,9,4,0,0
7517,30-00600,0,9,1,1,1,2,N,N,8,0,0
7518,38-00100,21,1,N,1,1,1,N,3,2,2,0
7519,06-07502,42,1,6,2,1,2,N,6,7,0,0
7520,13-04600,14,2,6,1,3,0,N,2,5,0,0
7521,06-08507,60,1,1,2,1,2,N,0,11,0,0
7522,17-03529,14,1,1,1,1,2,N,N,3,4,0
7523,36-04010,52,2,6,1,1,1,N,N,2,3,0
7524,17-03529,71,2,6,1,1,1,N,6,10,3,0
7525,51-51255,24,6,1,1,1,2,N,9,7,N,0
7526,24-01004,62,1,1,2,1,1,N,N,3,2,0
7527,01-01301,79,2,1,2,1,2,N,8,5,0,0
7528,17-03531,58,2,6,2,1,1,N,9,3,2,0
7529,24-01004,33,1,1,2,1,1,N,0,7,0,0
7530,01-01301,56,1,6,1,1,1,N,2,3,1,0
7531,51-51255,41,1,N,1,1,1,N,4,5,0,0
7532,51-01301,88,1,1,2,1,1,N,3,3,2,0
7533,36-03710,45,8,6,1,1,1,N,N,N,2,0
7534,13-04600,56,2,4,2,1,1,N,9,12,1,0
7535,40-00200,56,3,6,1,1,1,N,2,1,2,0
7536,06-07502,39,1,6,2,1,1,N,8,12,0,0
7537,36-03710,49,2,6,2,1,2,N,3,10,0,0
7538,38-00100,61,1,1,1,1,2,N,6,10,2,0
7539,51-51255,18,1,1,1,1,1,N,N,9,0,0
7540,01-01301,11,2,6,2,1,1,N,2,5,1,0
7541,06-08507,0,6,6,1,1,1,N,0,N,1,0
7542,26-02702,58,1,1,2,1,1,N,5,10,0,0
7543,40-00200,8,3,6,1,1,2,N,8,3,2,0
7544,06-08507,45,6,1,2,1,0,N,1,10,0,0
7545,13-04600,49,2,1,1,1,2,N,N,9,1,0
7546,24-01004,56,1,6,2,3,1,N,5,2,2,0
7547,24-01004,35,1,1,1,1,0,N,0,7,0,0
7548,51-51255,4,1,6,1,1,2,N,5,3,0,0
7549,26-02702,54,1,N,1,1,1,N,N,7,0,2
7550,36-03710,15,8,1,1,1,1,N,0,9,0,0
7551,19-01700,31,1,1,1,1,1,N,4,5,0,0
7552,38-00100,44,1,1,1,1,1,N,7,12,0,0
7553,30-00600,67,1,N,1,1,1,N,1,3,2,0
7554,06-08507,53,6,6,2,1,1,N,N,1,3,1
7555,13-04600,63,2,6,2,1,1,2,9,10,0,0
7556,17-03529,69,2,4,2,1,2,N,8,3,0,1
7557,19-01700,48,6,6,2,2,1,N,4,N,2,0
7558,30-00600,66,1,1,1,1,0,N,2,7,2,2
7559,40-00200,13,9,6,2,1,1,N,4,N,3,0
7560,30-00600,72,1,1,1,1,1,N,5,9,N,0
7561,38-00100,37,1,6,2,3,1,N,9,11,0,0
7562,51-01301,18,1,6,1,1,1,N,N,6,0,0
7563,30-00600,63,1,N,2,1,2,N,4,7,0,0
7564,17-03529,17,2,4,1,1,2,N,0,10,0,0
7565,30-00600,23,1,1,2,1,2,N,6,4,0,0
7566,32-00405,39,8,1,2,1,0,N,2,12,0,0
7567,06-08507,54,6,1,2,1,1,N,5,5,0,1
7568,30-00600,20,1,6,1,1,1,N,9,3,3,0
7569,30-00600,5,1,6,2,1,1,N,8,9,2,0
7570,06-08507,17,1,6,2,1,1,4,1,3,2,0
7571,32-00405,14,1,3,2,1,2,N,2,8,N,0
7572,24-01004,5,1,1,2,1,2,N,7,8,0,0
7573,24-01004,34,1,6,1,1,2,N,4,7,0,0
7574,38-00100,56,1,N,2,1,1,N,N,5,0,0
7575,13-04600,64,2,N,1,1,1,N,9,3,2,0
7576,26-02702,56,2,3,2,1,1,N,7,1,2,0
7577,29-01901,44,2,1,1,1,2,N,N,4,1,0
7578,24-01004,47,1,1,2,1,1,N,3,4,0,0
7579,28-01100,65,2,1,2,1,1,N,N,5,0,0
7580,40-00200,27,3,4,1,1,1,N,2,8,0,0
7581,38-00100,43,1,6,1,1,1,N,9,12,0,0
7582,19-01700,24,1,4,1,1,1,N,N,10,2,0
7583,28-01100,63,1,6,2,1,2,N,8,9,0,0
7584,51-51255,37,1,1,1,1,0,N,0,1,2,0
7585,19-01700,37,1,4,2,1,1,N,8,1,2,1
7586,13-04600,41,2,N,2,1,1,N,0,3,3,0
7587,38-00100,42,1,1,2,1,1,N,0,3,3,0
7588,06-07502,18,1,6,2,1,1,N,2,2,4,0
7589,28-01100,20,1,1,2,1,2,N,0,7,0,0
7590,24-01004,21,6,1,1,1,1,N,6,N,4,0
7591,28-01100,76,1,6,2,1,1,N,5,4,1,0
7592,28-01100,84,2,1,1,1,1,N,N,7,0,0
7593,17-03529,37,1,1,2,1,1,N,6,12,1,0
7594,51-51255,35,1,5,1,1,2,N,7,5,0,0
7595,36-03710,25,8,1,1,1,2,N,0,9,0,0
7596,32-00405,17,2,6,1,3,1,N,6,5,0,0
7597,24-01004,9,8,1,2,1,1,N,7,5,0,0
7598,13-04600,19,2,1,2,1,1,N,0,7,4,0
7599,30-00600,73,3,N,2,1,2,N,N,1,1,4
7600,30-00600,7,1,N,1,1,1,N,N,5,0,0
7601,51-01301,90,3,6,1,1,2,N,4,10,0,0
7602,30-00600,14,3,1,1,1,1,N,8,N,2,0
7603,36-03710,27,2,1,2,1,1,N,4,8,1,0
7604,24-01004,7,1,2,1,1,1,N,0,N,0,0
7605,29-01901,70,2,1,2,1,1,N,3,3,1,0
7606,01-01301,56,9,N,2,1,0,N,0,7,0,0
7607,28-01100,63,1,6,1,1,0,N,0,12,0,0
7608,36-04010,54,2,6,2,1,1,N,8,10,0,0
7609,26-02702,79,1,N,1,1,1,N,3,4,1,0
7610,06-08507,64,2,6,1,1,1,N,8,5,0,0
7611,38-00100,61,1,N,2,1,2,N,3,7,1,0
7612,08-00803,18,1,6,1,1,0,N,3,7,0,0
7613,06-08507,60,6,1,1,1,2,N,0,5,0,0
7614,26-02702,42,1,6,2,1,2,N,1,9,0,0
7615,36-04010,1,2,1,2,1,1,N,9,10,0,0
7616,06-07502,84,1,1,1,1,2,N,4,9,0,0
7617,29-01901,75,2,3,2,1,1,N,4,7,0,0
7618,40-00200,42,3,6,1,1,2,N,0,7,2,0
7619,38-00100,25,1,N,2,1,1,N,9,5,0,0
7620,06-08507,60,1,6,2,3,1,N,9,9,1,0
7621,06-08507,53,6,6,1,1,1,N,3,4,0,0
7622,24-01004,4,1,1,2,1,0,N,0,7,0,0
7623,06-07502,28,6,1,1,1,1,N,8,9,0,0
7624,40-00200,44,1,1,2,1,2,N,4,N,0,0
7625,28-01100,20,1,2,1,1,1,N,3,5,0,0
7626,13-04600,53,1,N,1,1,2,N,9,6,0,0
7627,13-04600,69,1,1,2,1,2,N,0,7,0,0
7628,06-07502,8,6,6,2,1,1,N,9,5,1,0
7629,36-04010,83,2,6,1,1,0,N,0,10,0,0
7630,32-00405,36,1,N,1,1,1,N,N,4,0,0
7631,36-03710,63,8,1,1,1,1,N,5,9,0,0
7632,30-00600,86,1,3,2,1,1,N,9,5,0,0
7633,13-04600,24,2,5,2,1,0,N,0,10,0,0
7634,17-03529,71,2,6,1,1,1,N,2,9,0,0
7635,51-51255,38,2,2,1,1,1,N,0,10,0,0
7636,06-07502,7,1,4,1,1,1,N,2,9,0,0
7637,26-02702,77,1,2,2,1,2,N,1,9,0,0
7638,38-00100,30,9,N,1,1,1,N,N,1,3,0
7639,06-07502,40,2,6,2,1,2,N,N,8,0,0
7640,29-01901,6,2,1,2,1,1,N,N,7,0,0
7641,17-03531,89,2,N,2,1,1,N,3,10,0,0
7642,36-03710,7,9,6,1,1,1,N,4,7,N,0
7643,19-01700,28,1,1,2,1,2,N,9,10,0,0
7644,17-03531,11,2,6,1,1,1,N,7,5,0,0
7645,28-01100,19,2,1,1,1,1,N,2,9,0,0
7646,36-04010,15,2,6,2,3,1,N,4,7,0,0
7647,30-00600,53,1,4,2,1,2,N,N,12,0,0
7648,26-02702,70,1,6,2,1,0,N,0,7,0,0
7649,38-00100,26,1,6,1,3,1,N,7,9,0,0
7650,28-01100,21,2,6,1,1,1,N,0,9,0,0
7651,17-03531,47,2,2,1,2,0,N,0,10,0,0
7652,29-01901,54,2,1,2,1,1,N,2,4,0,0
7653,19-01700,39,6,6,1,1,1,N,2,7,0,0
7654,01-01301,59,2,N,2,1,1,N,5,6,0,0
7655,06-08507,12,1,6,1,1,2,N,6,10,0,0
7656,38-00100,73,1,6,2,1,1,N,0,9,1,0
7657,24-01004,40,1,1,2,1,2,N,6,11,0,0
7658,40-00200,15,5,N,1,1,1,N,2,9,0,0
7659,38-00100,22,1,1,1,1,1,N,3,7,0,0
7660,06-07502,13,6,6,2,1,1,N,8,7,0,0
7661,24-01004,59,1,6,1,1,1,N,N,1,0,0
7662,19-01700,26,6,6,1,1,1,N,0,11,2,0
7663,06-08507,68,6,6,1,3,1,N,8,5,0,0
7664,13-04600,32,2,6,2,3,0,N,0,10,0,0
7665,51-51255,35,1,6,2,1,2,N,N,9,3,0
7666,40-00200,29,3,N,2,1,2,N,3,9,0,0
7667,51-51255,3,1,N,2,1,2,N,5,11,0,0
7668,13-04600,71,2,N,2,1,1,N,N,N,1,0
7669,51-51255,27,1,6,1,1,1,N,6,7,0,0
7670,51-51255,20,1,1,2,1,1,N,1,3,2,0
7671,19-01700,23,1,1,2,1,1,N,7,4,0,0
7672,01-01301,39,2,6,2,1,1,N,6,3,1,0
7673,29-01901,73,2,6,2,1,0,N,0,9,0,0
7674,32-00405,81,2,6,2,1,1,N,N,7,0,0
7675,19-01700,12,2,4,2,1,2,N,1,9,0,0
7676,13-04600,56,2,1,2,1,1,N,4,5,0,0
7677,17-03531,56,2,N,1,1,1,N,0,11,0,0
7678,32-00405,39,8,1,2,1,1,N,N,1,2,1
7679,24-01004,37,1,1,1,1,1,N,7,9,0,0
7680,17-03529,44,1,6,1,1,2,N,N,1,0,0
7681,51-51255,32,1,1,2,1,1,N,9,4,N,0
7682,32-00405,22,8,6,1,1,1,N,9,11,0,0
7683,30-00600,10,1,6,2,1,2,N,0,8,0,0
7684,17-03529,21,2,6,2,3,2,N,7,9,0,0
7685,51-01301,57,1,6,1,1,1,N,9,10,0,0
7686,24-01004,33,1,6,2,1,2,N,2,9,3,0
7687,19-01700,67,1,6,2,1,2,N,8,10,1,0
7688,19-01700,20,1,1,1,1,2,N,0,10,0,0
7689,51-51255,30,9,4,1,1,1,N,N,3,0,0
7690,24-01004,23,1,6,1,2,1,N,9,1,1,0
7691,40-00200,51,3,6,2,1,2,N,7,3,0,4
7692,38-00100,60,1,6,2,1,1,N,6,4,0,0
7693,06-08507,77,1,6,1,1,1,N,4,6,0,0
7694,40-00200,37,3,3,2,1,0,N,4,3,2,0
7695,30-00600,57,1,6,2,1,1,N,3,7,N,0
7696,06-08507,58,1,5,1,1,2,N,2,9,3,0
7697,17-03529,23,2,4,2,1,1,N,9,3,3,0
7698,36-03710,75,1,1,2,1,1,5,6,11,1,0
7699,30-00600,67,3,1,1,1,2,N,1,8,0,4
7700,06-08507,0,1,6,2,1,1,N,2,9,0,0
7701,29-01901,3,2,3,2,1,2,N,0,7,0,0
7702,51-51255,49,1,6,1,1,2,N,2,7,0,0
7703,51-51255,8,1,6,2,1,2,N,N,9,2,0
7704,17-03529,59,2,1,2,1,1,N,8,9,1,4
7705,36-04010,62,2,4,1,1,2,N,7,3,0,0
7706,26-02702,0,1,4,2,1,1,N,1,9,2,0
7707,24-01004,80,1,N,1,1,1,N,6,10,0,0
