"","AGEP","SEX","MSP","RAC1P","EDU","PINCP_DECILE","DVET","DREM","HOUSING_TYPE","OWN_RENT"
"6873","24","1","6","1","5","4","N","2","1","1"
"6874","5","1","N","1","1","N","N","2","1","1"
"6875","16","2","6","9","4","0","N","2","1","2"
"6876","32","1","1","1","10","9","N","2","1","1"
"6877","61","1","6","2","5","0","N","2","1","2"
"6878","61","1","1","2","4","7","N","2","1","2"
"6879","41","2","1","1","8","9","N","2","1","1"
"6880","29","1","6","9","10","9","N","2","1","1"
"6881","26","2","6","2","9","1","N","2","1","2"
"6882","41","1","1","2","12","9","N","2","1","1"
"6883","20","1","6","5","6","1","N","2","1","2"
"6884","65","2","1","1","5","1","N","2","1","1"
"6885","44","2","1","1","10","9","N","2","1","1"
"6886","31","1","6","1","12","8","N","2","1","2"
"6887","47","2","1","1","5","0","N","2","1","1"
"6888","39","1","1","1","10","7","N","2","1","1"
"6889","70","2","1","1","10","8","N","2","1","1"
"6890","51","1","1","2","7","1","N","2","1","1"
"6891","64","2","5","2","7","6","N","2","1","1"
"6892","4","2","N","1","1","N","N","N","1","2"
"6893","43","1","2","1","5","4","N","2","1","1"
"6894","20","1","6","1","7","0","N","1","3","0"
"6895","20","1","6","6","7","1","N","2","1","1"
"6896","21","2","6","1","4","0","N","2","1","2"
"6897","12","2","N","2","3","N","N","2","1","2"
"6898","29","2","1","1","9","3","N","2","1","2"
"6899","31","1","1","1","11","9","N","2","1","1"
"6900","77","1","1","1","5","3","N","2","1","1"
"6901","4","2","N","3","1","N","N","N","1","1"
"6902","79","1","6","1","5","4","N","2","1","1"
"6903","17","1","6","3","4","0","N","2","1","1"
"6904","55","1","1","1","7","7","N","2","1","1"
"6905","9","2","N","2","3","N","N","2","1","1"
"6906","53","1","1","1","12","9","N","2","1","1"
"6907","46","2","6","2","5","1","N","2","1","1"
"6908","53","2","6","2","5","2","N","2","1","2"
"6909","67","1","4","1","6","7","5","2","1","1"
"6910","30","1","6","2","5","3","N","2","1","2"
"6911","56","2","6","2","5","3","N","2","1","2"
"6912","51","2","1","1","9","8","N","2","1","1"
"6913","22","1","6","2","4","0","N","2","1","2"
"6914","18","1","6","6","1","0","N","2","1","1"
"6915","66","2","5","2","1","2","N","2","1","1"
"6916","11","1","N","1","3","N","N","2","1","2"
"6917","20","1","6","3","7","0","N","2","1","1"
"6918","42","2","1","2","8","6","N","2","1","1"
"6919","29","2","6","1","10","5","N","2","1","1"
"6920","55","1","5","2","7","6","N","1","1","2"
"6921","89","2","3","6","9","6","N","2","1","2"
"6922","48","2","1","1","5","5","N","2","1","2"
"6923","11","2","N","1","3","N","N","2","1","2"
"6924","84","1","3","1","10","9","N","2","1","1"
"6925","69","2","1","1","8","5","N","2","1","1"
"6926","20","2","6","9","7","0","N","2","1","2"
"6927","63","1","4","2","7","0","N","2","1","1"
"6928","46","1","1","1","5","8","N","2","1","1"
"6929","9","1","N","2","3","N","N","2","1","2"
"6930","4","2","N","2","1","N","N","N","1","2"
"6931","58","2","4","1","6","3","N","2","1","2"
"6932","35","2","1","1","7","4","N","2","1","1"
"6933","72","2","6","1","9","9","N","2","1","1"
"6934","67","2","1","1","9","5","N","2","1","1"
"6935","72","1","1","1","7","9","2","2","1","1"
"6936","82","2","1","1","7","0","N","2","1","1"
"6937","31","2","6","1","8","2","N","2","1","2"
"6938","10","2","N","1","3","N","N","2","1","1"
"6939","61","2","1","2","9","8","N","2","1","2"
"6940","65","2","4","2","6","2","N","2","1","1"
"6941","82","1","1","1","9","9","N","2","1","1"
"6942","48","2","6","2","9","0","N","2","1","2"
"6943","35","1","1","1","12","7","N","2","1","1"
"6944","54","1","1","1","5","0","N","2","1","1"
"6945","11","2","N","1","3","N","N","2","1","1"
"6946","31","2","6","1","10","8","N","2","1","1"
"6947","32","1","6","1","12","9","N","1","1","2"
"6948","27","1","6","1","9","9","N","2","1","2"
"6949","87","2","3","1","9","5","N","2","1","1"
"6950","63","1","1","1","10","0","N","2","1","1"
"6951","57","1","1","1","7","0","N","2","1","1"
"6952","4","1","N","1","1","N","N","N","1","1"
"6953","36","1","1","1","9","9","N","2","1","1"
"6954","31","1","1","1","9","8","N","2","1","1"
"6955","94","2","3","1","5","8","N","2","1","2"
"6956","13","2","N","2","3","N","N","2","1","2"
"6957","38","1","1","1","7","8","N","2","1","2"
"6958","26","1","1","1","5","7","N","2","1","2"
"6959","26","1","6","6","9","7","N","2","1","2"
"6960","45","2","1","1","9","9","N","2","1","1"
"6961","42","2","1","1","5","4","N","2","1","2"
"6962","17","2","6","6","4","0","N","2","1","2"
"6963","4","2","N","1","2","N","N","N","1","2"
"6964","32","1","1","1","9","6","N","2","1","2"
"6965","18","2","6","1","7","2","N","2","1","1"
"6966","76","2","1","2","1","2","N","1","1","2"
"6967","80","2","1","1","3","3","N","2","1","1"
"6968","39","1","1","1","10","9","N","2","1","1"
"6969","56","2","1","1","10","7","N","2","1","1"
"6970","16","2","6","1","4","0","N","2","1","1"
"6971","31","1","1","6","10","9","N","2","1","1"
"6972","19","2","6","1","4","2","N","2","1","1"
"6973","13","1","N","8","3","N","N","2","1","1"
"6974","2","2","N","1","N","N","N","N","1","1"
"6975","41","2","4","1","7","0","N","2","1","1"
"6976","66","1","1","1","9","7","N","2","1","1"
"6977","45","1","5","2","5","3","N","2","1","1"
"6978","79","2","1","2","6","6","N","2","1","1"
"6979","51","1","1","1","6","7","N","2","1","1"
"6980","48","2","1","1","10","9","N","2","1","1"
"6981","84","1","3","2","5","3","N","2","1","1"
"6982","26","2","6","2","5","0","N","2","1","2"
"6983","12","2","N","1","3","N","N","2","1","1"
"6984","32","2","6","9","7","2","N","1","3","0"
"6985","4","2","N","1","1","N","N","N","1","1"
"6986","46","2","1","2","10","8","N","2","1","2"
"6987","18","1","6","1","7","0","N","2","3","0"
"6988","40","2","6","1","9","7","N","1","1","2"
"6989","3","2","N","2","1","N","N","N","1","2"
"6990","39","1","1","1","11","9","N","2","1","1"
"6991","74","2","3","1","7","1","N","1","2","0"
"6992","68","2","3","2","6","2","N","2","1","1"
"6993","23","2","6","1","9","5","N","2","1","2"
"6994","55","2","1","1","9","9","N","2","1","1"
"6995","44","2","2","2","7","2","N","2","1","1"
"6996","89","2","6","2","5","2","N","1","1","2"
"6997","33","1","1","2","8","7","N","2","1","1"
"6998","56","1","1","6","10","9","N","2","1","1"
"6999","55","1","1","1","9","9","N","2","1","1"
"7000","41","1","1","1","5","6","N","2","1","1"
"7001","17","1","6","1","5","1","N","2","2","0"
"7002","81","1","1","1","5","2","N","1","1","1"
"7003","58","1","4","1","7","5","N","2","1","1"
"7004","18","2","6","2","4","0","N","2","1","1"
"7005","38","1","6","2","4","2","N","2","1","2"
"7006","28","2","6","6","9","1","N","2","1","1"
"7007","63","1","1","3","7","0","N","2","1","1"
"7008","25","1","6","2","7","3","N","2","1","2"
"7009","27","2","6","2","7","5","N","2","1","2"
"7010","30","1","6","1","10","8","N","2","1","2"
"7011","66","2","3","1","7","4","N","2","1","2"
"7012","41","2","1","1","9","9","N","2","1","1"
"7013","64","2","1","1","5","6","N","2","1","1"
"7014","63","1","5","2","7","6","N","2","1","2"
"7015","34","1","2","1","9","5","N","2","1","2"
"7016","68","2","1","1","12","8","N","2","1","1"
"7017","9","2","N","1","3","N","N","2","1","1"
"7018","26","2","6","1","9","6","N","2","1","2"
"7019","47","1","2","3","5","4","N","2","1","1"
"7020","48","1","1","6","10","9","N","2","1","1"
"7021","72","2","1","6","10","3","N","2","1","2"
"7022","44","1","1","1","12","9","N","2","1","1"
"7023","50","1","2","1","7","8","N","2","1","1"
"7024","6","2","N","2","2","N","N","2","1","1"
"7025","58","1","1","1","11","8","N","2","1","1"
"7026","64","2","1","1","10","0","N","2","1","2"
"7027","62","2","3","2","10","4","N","2","1","2"
"7028","44","1","6","1","7","5","N","2","3","0"
"7029","58","1","6","1","7","4","N","1","1","1"
"7030","1","2","N","2","N","N","N","N","1","1"
"7031","32","2","1","2","11","0","N","2","1","2"
"7032","51","2","1","1","7","0","N","2","1","1"
"7033","44","1","1","1","9","9","N","2","1","1"
"7034","68","2","1","1","7","3","N","2","1","1"
"7035","50","2","1","2","7","6","N","2","1","1"
"7036","41","1","6","2","6","0","N","2","2","0"
"7037","65","2","2","2","11","5","N","2","3","0"
"7038","49","1","2","8","5","1","N","1","1","2"
"7039","71","2","3","6","5","2","N","2","1","1"
"7040","58","2","1","1","8","9","N","2","1","1"
"7041","37","2","2","2","7","5","N","2","1","1"
"7042","44","1","6","1","12","9","N","2","1","1"
"7043","34","2","2","6","10","8","N","2","1","1"
"7044","62","2","3","1","8","0","N","2","1","1"
"7045","55","2","4","1","9","7","N","2","1","1"
"7046","41","2","6","2","5","0","N","2","2","0"
"7047","19","1","6","9","4","4","N","2","1","2"
"7048","18","2","6","1","7","2","N","2","1","2"
"7049","57","2","6","2","9","2","N","1","1","2"
"7050","10","1","N","8","3","N","N","2","1","2"
"7051","25","1","6","1","9","8","N","2","1","2"
"7052","70","1","3","1","5","3","N","2","1","1"
"7053","12","1","N","2","3","N","N","2","1","2"
"7054","81","2","3","2","7","0","N","2","1","1"
"7055","80","2","3","1","9","1","N","2","1","2"
"7056","84","2","1","6","9","7","N","2","1","1"
"7057","22","2","6","2","7","3","N","2","1","2"
"7058","70","2","1","1","7","4","N","2","1","1"
"7059","13","1","N","1","3","N","N","2","1","1"
"7060","77","1","2","6","12","0","N","2","3","0"
"7061","66","2","4","1","7","4","N","2","1","1"
"7062","25","1","6","1","9","0","N","2","1","1"
"7063","27","1","1","1","11","4","N","2","1","1"
"7064","6","2","N","1","2","N","N","2","1","1"
"7065","62","1","1","1","9","9","N","2","1","1"
"7066","34","1","1","2","4","1","N","2","1","2"
"7067","49","1","2","1","5","4","N","2","1","2"
"7068","31","2","1","1","9","6","N","2","1","1"
"7069","47","2","6","3","5","2","N","2","1","2"
"7070","18","1","6","1","7","1","N","2","2","0"
"7071","52","2","5","2","6","6","N","2","1","1"
"7072","63","1","1","1","9","8","N","2","1","1"
"7073","45","2","1","2","8","4","N","2","1","1"
"7074","25","2","6","2","9","0","N","2","1","2"
"7075","43","2","1","6","12","9","N","2","1","1"
"7076","18","1","6","1","5","1","N","2","3","0"
"7077","37","2","6","2","4","4","N","2","1","2"
"7078","86","1","1","1","12","9","N","2","1","1"
"7079","15","1","6","9","3","0","N","2","1","1"
"7080","64","1","1","6","7","9","N","2","1","2"
"7081","54","1","6","1","5","3","N","2","1","1"
"7082","35","2","1","1","10","8","N","2","1","1"
"7083","28","2","6","2","7","8","N","2","1","2"
"7084","43","2","1","2","7","4","N","2","1","1"
"7085","46","1","1","1","11","9","N","2","1","1"
"7086","36","2","1","1","9","8","N","2","1","1"
"7087","66","2","2","1","11","7","N","2","1","1"
"7088","80","2","3","1","7","4","N","2","1","1"
"7089","75","2","4","1","7","6","N","2","1","1"
"7090","65","2","1","2","10","7","N","2","1","1"
"7091","73","1","3","2","8","5","N","2","1","2"
"7092","21","2","6","1","5","1","N","2","3","0"
"7093","54","1","1","1","9","9","N","2","1","1"
"7094","35","1","1","1","10","9","N","2","1","2"
"7095","88","1","6","2","7","3","N","1","1","1"
"7096","4","1","N","9","2","N","N","N","1","2"
"7097","54","2","1","2","5","6","N","1","1","1"
"7098","38","1","6","1","8","8","N","2","1","1"
"7099","8","1","N","1","3","N","N","2","1","1"
"7100","88","1","3","1","5","4","N","2","1","1"
"7101","64","1","1","2","5","2","N","1","1","1"
"7102","84","1","1","3","5","2","2","2","1","1"
"7103","15","2","6","2","4","0","N","2","1","1"
"7104","59","2","1","1","9","7","N","2","1","1"
"7105","44","1","6","6","5","2","N","1","1","2"
"7106","3","2","N","3","2","N","N","N","1","2"
"7107","5","1","N","2","2","N","N","2","1","1"
"7108","37","2","6","2","7","9","N","2","1","1"
"7109","74","1","1","1","5","4","N","2","1","1"
"7110","57","2","1","1","10","9","N","2","1","1"
"7111","13","1","N","1","3","N","N","2","1","2"
"7112","73","2","1","1","9","2","N","2","1","1"
"7113","69","1","1","1","10","9","N","2","1","1"
"7114","3","1","N","6","1","N","N","N","1","2"
"7115","71","1","4","1","6","8","5","2","1","1"
"7116","43","2","2","2","7","4","N","1","3","0"
"7117","25","1","6","1","9","1","N","2","1","2"
"7118","18","1","6","2","7","0","N","2","3","0"
"7119","16","1","6","1","4","0","N","2","1","1"
"7120","71","1","1","1","1","7","N","2","1","1"
"7121","77","1","1","1","10","8","3","2","1","1"
"7122","34","2","6","2","10","7","N","2","1","2"
"7123","25","2","6","1","9","2","N","1","1","1"
"7124","67","2","1","1","7","2","N","2","1","1"
"7125","19","2","6","1","7","0","N","2","1","2"
"7126","70","1","1","2","7","5","N","2","1","1"
"7127","69","2","1","1","10","7","N","2","1","1"
"7128","34","1","1","1","9","9","N","2","1","1"
"7129","14","1","N","2","4","N","N","2","1","1"
"7130","18","2","6","2","5","1","N","2","1","2"
"7131","12","2","N","1","3","N","N","2","1","2"
"7132","53","1","1","1","7","9","N","2","1","1"
"7133","76","2","1","1","9","1","N","1","1","1"
"7134","34","1","1","1","9","7","N","2","1","1"
"7135","59","1","1","1","9","9","N","2","1","2"
"7136","47","1","6","2","7","0","N","2","2","0"
"7137","64","2","1","2","8","7","N","2","1","1"
"7138","59","1","1","1","5","3","N","2","1","1"
"7139","52","1","1","1","12","7","N","2","1","1"
"7140","32","1","6","1","9","9","N","2","1","2"
"7141","37","2","4","1","12","8","N","2","1","1"
"7142","30","2","6","8","9","7","N","2","1","2"
"7143","0","2","N","8","N","N","N","N","1","1"
"7144","45","1","1","1","10","7","N","2","1","1"
"7145","60","1","1","1","5","5","N","2","1","2"
"7146","2","2","N","2","N","N","N","N","1","2"
"7147","35","2","1","1","11","4","N","2","1","1"
"7148","65","1","1","2","4","3","N","2","1","1"
"7149","55","1","3","1","9","6","N","2","1","1"
"7150","77","2","1","1","5","7","N","2","1","1"
"7151","17","2","6","9","4","1","N","2","1","2"
"7152","19","2","6","2","7","0","N","2","1","1"
"7153","58","2","5","2","5","0","N","2","1","2"
"7154","7","2","N","1","2","N","N","1","1","1"
"7155","5","2","N","1","2","N","N","2","1","2"
"7156","77","1","1","2","5","8","N","2","1","1"
"7157","30","2","6","1","8","2","N","2","1","2"
"7158","68","2","1","2","5","3","N","2","1","1"
"7159","18","1","6","3","4","1","N","2","1","2"
"7160","45","2","1","1","10","9","N","2","1","1"
"7161","60","1","4","1","7","9","N","2","1","1"
"7162","74","1","4","2","6","8","N","1","2","0"
"7163","68","2","1","2","6","0","N","2","1","1"
"7164","54","2","4","3","10","7","N","2","1","2"
"7165","27","1","6","2","9","0","N","2","3","0"
"7166","43","2","1","1","9","9","N","2","1","2"
"7167","1","2","N","2","N","N","N","N","1","2"
"7168","67","2","6","2","5","8","N","2","1","1"
"7169","69","2","1","1","7","3","N","2","1","1"
"7170","36","2","6","1","11","3","N","2","1","2"
"7171","65","2","1","1","9","8","N","2","1","1"
"7172","73","2","1","1","12","9","N","2","1","1"
"7173","30","1","6","1","7","5","N","2","1","2"
"7174","13","1","N","8","3","N","N","2","1","1"
"7175","9","2","N","1","3","N","N","2","1","1"
"7176","28","1","6","2","9","4","N","2","1","2"
"7177","49","1","1","1","12","9","N","2","1","2"
"7178","21","1","6","1","7","0","N","2","1","2"
"7179","77","1","4","1","5","2","N","2","1","1"
"7180","29","2","1","3","11","0","N","2","1","1"
"7181","38","2","6","2","9","3","N","2","1","2"
"7182","17","2","6","8","4","0","N","2","1","1"
"7183","60","2","4","2","8","0","N","2","1","2"
"7184","86","2","3","1","3","3","N","2","1","1"
"7185","43","2","6","2","4","6","N","2","1","2"
"7186","25","2","1","9","5","6","N","2","1","2"
"7187","75","2","6","2","10","1","N","2","1","2"
"7188","72","1","1","1","5","6","N","2","1","1"
"7189","59","2","1","6","12","8","N","2","1","1"
"7190","33","2","1","1","10","9","N","2","1","1"
"7191","63","2","1","1","9","2","N","2","1","2"
"7192","15","1","6","2","4","0","N","2","2","0"
"7193","32","1","6","1","5","3","N","2","2","0"
"7194","57","1","6","1","9","7","N","2","1","1"
"7195","4","1","N","1","1","N","N","N","1","1"
"7196","87","2","3","1","5","3","N","2","1","2"
"7197","22","1","6","6","11","1","N","1","3","0"
"7198","21","1","6","2","7","3","N","2","1","2"
"7199","0","2","N","2","N","N","N","N","1","2"
"7200","36","1","1","1","7","8","N","2","1","1"
"7201","38","2","6","1","10","2","N","2","1","1"
"7202","37","2","1","1","9","0","N","2","1","1"
"7203","24","1","6","3","9","8","N","2","1","1"
"7204","64","2","6","2","6","3","N","2","1","1"
"7205","68","2","6","1","6","8","N","2","1","1"
"7206","45","1","1","6","5","9","N","2","1","1"
"7207","74","1","3","1","9","6","N","2","1","1"
"7208","15","1","6","6","4","0","N","2","1","1"
"7209","81","2","3","1","11","8","N","2","1","2"
"7210","31","2","1","1","9","6","N","2","1","2"
"7211","67","1","6","1","9","4","N","2","1","2"
"7212","79","2","4","1","5","2","N","2","1","2"
"7213","27","1","6","6","5","0","N","2","1","2"
"7214","19","2","6","1","7","2","N","2","3","0"
"7215","3","1","N","1","1","N","N","N","1","2"
"7216","25","2","6","6","5","3","N","2","1","2"
"7217","1","2","N","6","N","N","N","N","1","2"
"7218","26","1","2","1","9","5","N","2","1","2"
"7219","46","2","6","1","9","3","N","2","1","1"
"7220","59","2","1","2","10","8","N","2","1","1"
"7221","37","2","6","1","11","8","N","2","1","2"
"7222","18","2","6","1","7","1","N","2","3","0"
"7223","43","2","4","8","10","7","N","2","1","1"
"7224","66","2","6","1","7","7","N","2","1","1"
"7225","34","1","6","1","10","4","N","2","1","1"
"7226","28","2","6","8","9","7","N","2","1","2"
"7227","45","2","6","2","5","1","N","2","1","2"
"7228","42","1","1","1","10","9","N","2","1","1"
"7229","44","1","1","6","10","9","N","2","1","1"
"7230","39","2","4","1","5","8","N","2","1","2"
"7231","4","2","N","2","1","N","N","N","1","1"
"7232","56","1","6","1","10","7","N","2","1","2"
