AGEP,SEX,MSP,RAC1P,PINCP_DECILE,HOUSING_TYPE,OWN_RENT,DVET,DEYE,EDU
8,1,N,6,N,1,1,N,2,3
13,2,6,6,1,1,1,N,2,4
64,2,1,1,9,1,1,N,2,10
26,1,6,2,2,1,1,N,2,8
11,2,N,1,N,1,2,N,2,3
8,1,N,1,N,1,1,N,2,3
34,1,1,6,9,1,1,N,2,7
53,1,1,1,9,1,2,N,2,12
48,2,1,1,0,1,0,N,2,3
49,1,1,1,4,1,1,N,2,7
94,1,3,2,2,1,2,N,1,4
31,1,6,6,5,1,2,N,2,10
3,1,N,1,N,1,1,N,2,2
55,2,1,1,8,1,2,N,2,9
42,1,6,1,9,1,1,N,2,9
11,1,N,1,N,1,1,N,2,3
53,1,1,1,4,1,1,N,2,5
66,2,6,1,7,1,1,N,2,9
45,1,6,1,8,1,1,N,2,10
11,2,N,1,N,1,1,N,2,3
11,2,N,3,N,1,1,N,2,3
8,2,N,2,N,1,2,N,2,3
27,1,6,1,1,1,1,N,2,7
89,2,6,2,2,1,2,N,2,5
81,2,6,2,2,1,2,N,2,8
45,2,1,6,9,1,1,N,2,12
55,2,6,1,3,1,1,N,2,9
64,2,6,3,3,1,2,N,2,3
0,1,N,9,N,1,2,N,2,N
76,2,2,2,4,1,2,N,2,5
55,1,1,2,4,1,2,N,2,5
63,2,1,1,3,1,1,N,2,10
59,1,1,2,3,1,1,N,2,1
79,2,6,2,3,1,1,N,1,4
56,2,1,1,6,1,1,N,2,9
14,1,N,6,N,1,2,N,2,3
91,2,4,1,7,1,1,N,2,7
22,1,6,2,6,1,2,N,2,10
56,2,1,1,4,1,2,N,2,6
66,2,3,6,5,1,2,N,2,10
53,1,1,6,7,1,1,N,2,10
53,1,1,1,7,1,1,N,2,11
49,1,1,6,1,1,2,N,2,9
45,1,1,1,7,1,1,N,2,10
81,1,5,1,2,1,1,N,2,5
47,1,1,1,9,1,1,N,2,8
9,1,N,1,N,1,1,N,2,3
73,2,1,1,9,1,1,N,2,10
36,2,1,1,7,1,1,N,2,10
24,2,6,1,5,1,2,N,2,7
0,2,N,3,N,1,1,N,2,N
10,1,N,8,N,1,2,N,2,3
45,2,4,1,5,1,1,N,2,8
5,1,N,9,N,1,1,N,2,2
73,2,1,2,4,1,1,N,2,8
83,2,3,6,0,1,2,N,2,9
27,1,6,1,3,1,1,N,2,9
15,1,6,1,0,1,2,N,2,4
53,2,6,1,5,1,1,N,2,8
49,1,1,1,9,1,1,N,2,5
61,1,1,1,8,1,1,N,2,9
37,2,1,1,7,1,1,N,2,7
57,1,4,2,2,1,2,N,2,8
7,1,N,1,N,1,1,N,2,3
61,1,6,2,5,2,2,N,2,9
8,2,N,1,N,1,2,N,2,2
49,2,1,9,9,1,2,N,2,5
74,2,3,1,3,1,1,N,2,5
6,2,N,2,N,1,1,N,2,1
89,2,1,2,6,1,1,N,2,9
43,2,6,2,6,1,1,N,2,7
63,2,4,3,0,1,1,N,2,9
9,2,N,1,N,1,1,N,2,3
34,1,1,1,7,1,1,N,2,10
39,1,4,1,8,1,1,N,2,9
35,2,1,6,9,1,1,N,2,9
10,1,N,1,N,1,1,N,2,3
13,1,N,1,N,1,2,N,2,3
6,1,N,1,N,1,1,N,2,3
10,2,N,1,N,1,1,N,2,3
27,2,6,2,5,1,2,N,2,7
48,1,4,1,7,1,1,N,2,9
66,1,1,2,0,1,2,N,2,10
20,2,6,1,1,1,2,N,2,7
22,2,6,6,4,1,1,N,2,9
31,2,1,1,7,1,2,N,2,10
12,2,N,2,N,1,1,N,2,3
68,2,2,9,5,1,1,N,2,8
67,1,1,9,7,1,1,N,2,9
80,2,3,1,2,1,1,N,2,7
3,1,N,3,N,1,1,N,2,1
13,1,N,2,N,1,2,N,2,3
32,1,6,1,9,1,2,N,2,9
37,1,3,1,2,1,2,N,2,3
27,2,6,2,4,1,1,N,2,8
21,2,4,2,0,1,1,N,2,7
60,2,1,6,2,1,1,N,2,12
21,2,4,6,7,1,2,N,2,10
68,2,4,1,0,1,1,N,2,7
61,2,6,6,2,1,2,N,2,7
31,2,6,1,0,1,1,N,2,10
20,2,6,1,0,3,0,N,2,7
51,1,4,1,9,1,1,N,2,10
27,1,6,1,2,1,2,N,2,4
37,2,1,6,9,1,1,N,2,11
55,2,6,2,3,1,2,N,2,8
5,1,N,1,N,1,2,N,2,1
83,2,3,1,2,1,1,N,2,4
51,1,1,1,8,1,2,N,2,10
42,1,3,1,2,1,2,N,2,8
55,1,1,1,5,1,2,N,2,10
90,2,3,9,0,1,1,N,2,5
34,1,6,6,1,1,1,N,1,7
18,2,6,1,1,3,0,N,2,7
51,2,3,1,3,1,2,N,2,7
63,1,1,1,0,1,1,N,2,5
42,2,6,2,1,1,2,N,2,7
4,1,N,8,N,1,1,N,2,1
55,1,1,8,6,1,1,N,2,8
93,2,6,2,3,1,1,N,2,7
30,2,6,1,1,1,2,N,2,4
57,2,6,2,5,1,1,N,2,7
94,2,3,1,2,1,2,N,2,7
80,2,1,6,2,1,1,N,2,10
34,2,1,1,5,1,1,N,2,10
28,2,1,1,4,1,1,N,2,11
23,2,6,1,6,1,2,N,2,9
42,1,1,2,3,1,1,N,2,9
7,1,N,6,N,1,1,N,2,3
27,1,6,8,7,1,1,N,2,7
60,2,1,1,7,1,1,N,2,5
80,2,1,2,4,1,1,N,2,12
24,2,6,1,1,1,2,N,2,8
82,1,3,1,0,1,1,N,2,7
11,2,N,3,N,1,1,N,2,3
36,1,6,2,4,1,2,N,2,8
49,2,1,2,2,1,1,N,2,5
6,1,N,6,N,1,1,N,2,3
70,1,1,1,7,1,1,N,2,8
88,2,1,1,8,1,2,N,2,9
55,2,1,1,9,1,1,N,2,7
64,2,4,6,0,1,1,N,2,4
56,2,6,8,3,1,1,N,2,7
20,2,6,1,1,1,2,N,2,7
54,2,1,1,2,1,2,N,2,9
5,2,N,1,N,1,1,N,2,1
48,1,1,1,9,1,1,N,2,7
23,2,6,2,2,1,2,N,2,9
37,2,2,6,7,1,2,N,2,10
11,1,N,2,N,1,2,N,2,3
57,2,1,1,6,1,1,N,2,5
18,1,6,1,1,3,0,N,2,6
72,1,1,1,0,1,1,N,2,10
37,1,6,2,1,1,2,N,2,5
68,1,1,2,2,1,2,N,2,10
22,2,6,2,0,1,1,N,2,9
64,1,1,1,5,1,1,N,2,5
74,1,1,1,4,1,1,N,2,3
60,2,4,1,7,1,1,N,2,5
65,1,3,1,3,1,2,N,2,7
43,1,1,1,8,1,1,N,2,9
53,1,6,1,6,1,2,N,2,9
19,1,6,9,0,1,2,N,2,7
30,1,6,2,6,1,1,N,2,9
64,2,1,1,9,1,2,N,2,10
1,2,N,2,N,1,1,N,2,N
70,1,2,2,0,1,2,N,2,5
49,1,1,1,8,1,1,N,2,4
54,1,1,1,9,1,2,N,2,11
66,2,3,1,4,1,1,N,2,5
66,1,3,1,5,1,1,N,2,9
54,1,1,9,9,1,1,N,2,2
1,1,N,1,N,1,1,N,2,N
38,1,1,6,6,1,1,N,2,10
19,1,6,1,2,1,2,N,2,5
40,1,1,1,5,1,1,N,2,9
28,2,6,1,7,1,1,N,2,5
12,2,N,9,N,1,1,N,2,3
64,2,6,8,6,2,0,N,2,5
47,1,6,1,7,1,2,N,2,11
22,1,6,6,2,1,2,N,2,5
56,2,1,2,4,1,1,N,2,9
6,1,N,1,N,1,2,N,2,3
35,1,1,1,4,1,1,N,2,11
59,2,3,2,3,1,1,N,2,5
46,1,6,1,2,1,2,N,2,5
1,1,N,1,N,1,1,N,2,1
73,2,1,2,8,1,1,N,2,11
54,1,1,1,9,1,1,N,2,9
10,2,N,1,N,1,2,N,2,3
21,2,6,3,6,1,2,N,2,11
73,2,1,1,3,1,1,N,1,7
54,1,1,1,7,1,1,4,2,10
38,2,1,1,5,1,2,N,2,12
88,2,6,2,0,1,2,N,1,9
40,2,4,2,3,3,1,N,2,7
42,1,1,1,1,1,2,N,2,5
50,1,6,1,0,1,1,N,2,4
41,1,1,1,9,1,1,N,2,9
74,2,1,1,5,1,1,N,2,8
33,2,1,6,3,1,2,N,2,12
0,1,N,1,N,1,1,N,2,N
63,1,1,9,3,1,1,N,2,7
59,1,1,2,5,1,2,N,2,6
29,1,6,1,3,1,1,N,2,7
75,2,1,1,9,1,1,N,2,10
73,1,1,2,4,1,1,N,2,7
0,1,N,2,N,1,2,N,2,N
51,1,6,1,2,1,2,N,2,12
50,2,1,1,0,1,1,N,2,7
74,2,1,2,3,1,2,N,2,3
28,1,6,3,2,1,2,N,2,5
93,2,3,6,9,1,1,N,2,9
9,1,N,1,N,1,1,N,2,3
34,1,5,2,9,1,2,N,2,9
42,2,4,1,2,1,2,N,2,10
69,2,1,1,4,1,1,N,2,5
57,2,4,6,2,1,2,N,2,5
45,1,1,9,0,1,1,N,2,5
71,2,3,1,0,1,0,N,2,5
43,2,1,1,7,1,1,N,2,7
19,1,6,1,2,1,1,N,2,7
81,2,2,2,3,1,2,N,2,8
52,1,1,9,1,1,2,N,2,4
10,1,N,1,N,1,1,N,2,3
76,1,1,1,9,1,1,N,2,9
72,2,1,6,9,1,2,N,2,11
52,1,4,1,4,1,2,N,2,4
37,2,6,2,0,1,1,N,2,9
42,2,4,1,8,1,1,N,2,7
9,2,N,2,N,1,2,N,2,3
56,1,4,1,9,1,1,N,1,5
35,2,6,8,4,1,2,N,2,7
77,1,3,2,2,1,1,N,2,4
69,2,4,1,3,1,2,N,2,9
66,2,3,2,2,1,2,N,2,8
59,2,1,1,3,1,1,N,2,10
34,1,5,3,0,1,2,N,2,7
50,1,1,3,8,1,1,N,2,8
59,2,4,2,1,1,2,N,2,7
76,2,1,2,7,1,1,N,2,9
43,1,4,2,1,1,1,N,2,7
60,1,3,1,2,1,1,N,2,7
59,2,1,1,6,1,1,N,2,9
73,2,1,1,5,1,1,N,2,5
59,1,1,1,7,1,1,N,2,7
9,1,N,2,N,1,2,N,2,3
9,2,N,6,N,1,1,N,2,3
44,2,1,6,9,1,1,N,2,9
82,2,1,2,1,1,1,N,2,10
49,1,6,2,8,1,2,N,2,4
33,2,1,1,8,1,2,N,2,10
59,1,1,1,8,1,1,N,2,10
93,2,1,1,2,1,1,N,2,8
26,1,6,1,8,1,2,N,2,9
3,2,N,2,N,1,2,N,2,1
0,2,N,1,N,1,2,N,2,N
35,2,6,2,8,1,2,N,2,5
31,2,6,2,6,1,2,N,2,9
18,2,6,2,0,3,0,N,2,7
0,1,N,1,N,1,1,N,2,3
2,1,N,1,N,1,1,N,2,N
56,2,4,2,3,2,1,N,2,1
3,1,N,1,N,1,1,N,2,1
0,2,N,2,N,1,1,N,2,N
75,1,1,2,5,1,2,N,2,10
30,1,1,1,8,1,2,N,2,8
38,2,1,1,7,1,1,N,2,10
27,1,1,1,7,1,1,N,2,7
15,2,6,1,8,1,2,N,2,7
28,2,1,1,5,1,1,N,2,7
73,2,1,1,5,1,1,N,2,11
52,2,4,2,7,1,2,N,2,6
8,1,N,1,N,1,2,N,2,3
33,1,6,2,6,1,2,N,2,6
91,1,1,1,3,1,1,N,2,3
34,2,6,1,7,1,2,N,2,10
3,2,N,1,N,1,1,N,2,2
0,2,N,1,N,1,2,N,2,N
69,2,1,3,3,1,2,N,2,5
37,1,4,1,9,1,1,N,2,9
0,2,N,1,N,1,2,N,2,1
45,2,6,1,4,1,1,N,2,8
16,1,6,1,1,3,0,N,2,7
49,2,6,1,2,1,1,N,2,12
2,2,N,1,N,1,1,N,2,1
0,1,N,2,N,1,1,N,2,1
66,2,1,1,1,1,1,N,2,9
57,2,2,8,0,1,1,N,2,8
15,2,6,1,0,1,1,N,2,4
7,1,N,8,N,1,1,N,2,3
52,2,6,2,7,1,2,N,2,9
70,1,6,2,2,2,0,N,2,5
36,2,1,1,6,1,1,N,2,11
37,2,1,1,6,1,2,N,2,4
57,2,6,3,0,1,2,N,2,6
12,2,N,1,N,1,1,N,2,3
4,2,N,1,N,1,1,N,2,1
51,2,6,2,2,1,1,N,2,7
16,2,6,3,0,1,2,N,2,7
79,1,6,1,5,1,1,N,2,6
38,2,6,8,4,1,2,N,2,5
7,1,N,1,N,1,1,N,2,3
6,1,N,2,N,1,2,N,2,3
81,1,1,1,9,1,1,N,2,6
61,2,4,2,9,1,1,N,2,9
4,1,N,2,N,1,1,N,2,1
8,2,N,1,N,1,1,N,2,3
27,2,1,1,1,1,1,N,2,7
65,1,1,1,2,1,1,N,2,6
65,1,3,1,7,1,1,N,2,5
4,2,N,8,N,1,1,N,2,3
54,2,1,1,9,1,1,N,2,9
57,1,1,1,5,1,1,N,2,9
40,2,1,1,7,1,1,N,2,10
70,2,4,1,5,1,2,N,2,10
49,1,6,6,2,1,2,N,2,9
5,1,N,1,N,1,2,N,2,1
69,2,1,1,0,1,2,N,2,7
15,2,6,6,0,1,1,N,2,4
64,2,4,9,3,1,2,N,2,11
14,2,6,8,3,1,2,N,2,4
63,2,1,1,9,1,1,N,2,5
31,2,6,1,6,1,1,N,2,9
87,2,3,1,3,1,2,N,2,5
28,1,6,3,0,1,1,N,2,8
23,1,6,2,7,1,1,N,2,4
42,1,1,1,8,1,2,N,2,7
31,2,6,6,0,1,1,N,2,9
55,2,1,2,4,1,1,N,2,7
53,1,6,1,6,1,1,N,2,7
84,1,4,1,4,1,2,N,2,5
44,2,4,6,2,1,2,N,2,12
0,1,N,1,N,1,1,N,2,12
61,1,1,6,8,1,1,N,2,10
77,2,1,1,7,1,1,N,2,7
80,2,1,1,4,1,1,N,2,9
48,2,1,3,9,1,2,N,2,9
56,1,1,1,9,1,1,N,2,10
47,1,2,1,7,1,1,2,2,8
93,2,3,2,2,2,0,N,1,5
18,1,6,1,1,2,0,N,2,7
38,2,1,1,8,1,1,N,2,10
7,1,N,1,N,1,1,N,2,3
59,1,1,1,5,1,1,N,2,9
68,1,4,1,2,2,1,N,2,7
9,1,N,2,N,1,2,N,2,3
86,1,1,1,3,1,1,N,2,9
18,1,6,1,1,2,0,N,2,7
57,2,1,1,9,1,1,N,2,5
19,2,6,9,1,1,1,N,2,7
70,2,1,1,3,1,1,N,2,11
63,1,3,1,2,1,1,N,2,8
36,2,1,2,2,1,2,N,2,7
31,1,6,6,1,1,1,N,2,9
11,2,N,1,N,1,1,N,2,3
69,1,4,1,6,1,1,N,2,7
20,1,6,9,0,3,0,N,2,7
42,2,6,1,6,1,2,N,2,7
44,2,1,1,8,1,1,N,2,9
87,1,3,8,0,1,1,N,2,3
6,1,N,1,N,1,2,N,2,3
48,2,1,1,1,1,1,N,2,5
31,1,6,1,3,3,0,N,2,5
18,1,6,1,0,3,0,N,2,7
9,1,N,2,N,1,2,N,2,3
15,2,6,2,0,1,2,N,2,4
12,2,N,1,N,1,1,N,2,3
0,2,N,6,N,1,1,N,2,N
36,2,4,1,8,1,2,N,2,10
59,1,1,1,5,1,1,N,2,5
51,1,6,2,7,1,1,N,2,3
16,2,6,6,0,3,0,N,2,4
10,1,N,8,N,1,1,N,2,3
51,2,4,3,8,1,1,N,2,7
24,2,6,2,4,1,0,N,2,7
86,2,4,1,2,1,1,N,2,3
73,1,1,6,9,1,1,N,2,12
14,2,N,9,N,1,1,N,2,4
48,1,1,1,8,1,1,N,2,7
38,1,6,1,6,1,2,N,2,10
13,1,N,6,N,1,2,N,2,3
27,2,6,1,3,1,2,N,2,7
32,1,6,1,8,1,2,N,2,9
54,2,6,9,6,1,2,N,2,4
69,1,1,1,4,1,1,N,2,9
16,2,6,2,0,3,0,N,2,7
34,2,5,1,5,1,1,N,2,5
78,2,1,1,9,1,1,N,2,12
50,2,1,6,1,1,1,N,2,6
30,2,5,8,8,1,1,N,2,12
28,2,6,1,0,1,2,N,2,9
29,2,6,6,8,1,2,N,2,9
49,2,6,2,4,1,1,N,2,7
46,1,3,2,6,1,1,N,2,8
42,2,6,1,9,1,2,N,2,9
53,2,6,9,6,1,2,N,2,10
64,2,1,1,4,1,1,N,2,10
42,1,6,2,3,1,2,N,2,5
15,1,6,1,0,1,2,N,2,4
22,2,6,2,6,1,1,N,2,10
0,2,N,1,N,1,1,N,2,N
57,2,1,1,3,1,1,N,2,5
33,2,1,6,3,1,2,N,2,9
56,1,4,2,5,1,1,N,2,5
0,1,N,2,N,1,2,N,2,N
35,2,1,1,6,1,1,N,2,5
20,2,6,2,0,1,2,N,2,7
76,2,1,6,6,1,1,N,2,5
71,1,1,1,4,1,1,N,2,9
5,2,N,6,N,1,1,N,2,2
79,2,4,1,3,1,1,N,2,10
76,2,4,2,4,1,2,N,2,5
57,2,5,1,5,1,1,N,2,4
44,2,1,3,6,1,1,N,2,7
24,2,6,8,1,1,1,N,2,7
47,1,4,1,7,1,2,N,2,10
9,2,N,9,N,1,1,N,2,3
59,2,6,1,4,1,2,N,2,4
55,1,1,1,9,1,1,N,2,12
69,1,1,2,2,1,1,N,2,7
57,2,3,1,3,1,1,N,2,4
14,2,6,2,0,1,1,N,2,4
53,1,6,6,8,1,1,N,2,9
3,1,N,2,N,1,1,N,2,2
55,2,1,1,6,1,2,N,2,5
70,1,6,2,2,1,1,6,2,4
59,2,1,1,9,1,2,N,2,11
41,1,4,1,7,1,1,N,2,7
43,1,1,1,7,1,1,N,2,10
53,2,1,6,7,1,1,N,2,10
42,1,6,1,7,1,1,N,2,10
1,1,N,1,N,1,2,N,2,N
0,1,N,6,N,1,1,N,2,N
37,1,1,1,8,1,1,N,2,12
8,2,N,2,N,1,2,N,2,3
75,1,1,9,5,1,1,2,2,6
9,1,N,9,N,1,1,N,2,3
36,2,6,2,7,1,2,N,2,9
67,2,1,1,4,1,1,N,2,8
32,2,6,1,4,1,2,N,2,9
11,1,N,3,N,1,1,N,2,3
37,2,1,1,7,1,2,N,2,5
23,1,6,1,4,1,2,N,2,5
59,1,6,1,2,1,2,N,2,4
10,1,N,9,N,1,2,N,2,3
64,2,1,1,7,1,1,N,2,9
82,2,1,1,1,1,1,N,2,10
8,2,N,2,N,1,1,N,2,3
29,2,6,1,7,1,1,N,2,5
23,2,6,1,3,1,2,N,2,10
19,1,6,2,5,1,2,N,2,7
25,1,6,2,1,1,2,N,2,4
29,2,6,2,3,1,2,N,2,7
6,1,N,9,N,1,1,N,2,3
70,2,6,6,7,1,2,N,2,12
72,1,3,6,3,1,1,N,2,4
8,2,N,3,N,1,2,N,2,3
24,2,6,2,4,1,2,N,2,5
80,2,4,2,2,1,2,N,2,5
42,2,6,3,0,1,2,N,2,1
52,2,4,3,0,1,0,N,2,8
63,2,1,1,9,1,1,N,2,12
90,1,1,4,1,1,1,N,2,12
73,2,1,2,8,1,2,N,2,8
5,2,N,1,N,1,1,N,2,2
43,1,4,2,5,1,2,N,2,6
17,1,6,1,0,3,0,N,2,7
20,1,6,2,1,1,2,N,2,7
61,2,1,1,2,1,1,N,2,9
3,1,N,2,N,1,2,N,2,2
62,1,1,2,6,1,1,N,2,7
19,1,6,2,3,3,0,N,2,7
36,1,6,1,9,1,2,N,2,9
11,1,N,6,N,1,1,N,2,3
23,2,6,2,0,1,1,N,2,5
92,2,3,1,2,1,1,N,2,7
38,2,6,2,3,1,2,N,2,5
4,2,N,1,N,1,1,N,2,1
52,1,6,1,8,1,1,N,2,12
27,1,3,3,3,1,2,N,2,8
3,1,N,1,N,1,2,N,2,2
38,2,1,1,8,1,2,N,2,10
62,2,1,2,5,1,1,N,2,10
49,2,6,2,5,1,2,N,2,5
24,1,6,1,3,1,1,N,2,9
64,2,6,2,3,1,1,N,2,4
11,2,N,1,N,1,2,N,2,3
43,1,1,1,9,1,1,N,2,10
38,2,4,1,1,1,2,N,2,5
43,2,6,2,6,1,1,N,2,5
33,1,6,2,3,1,2,N,2,8
72,2,1,3,2,1,1,N,2,5
52,2,1,1,8,1,1,N,2,7
12,1,N,6,N,1,1,N,2,3
36,2,4,2,3,1,2,N,2,5
37,1,1,1,5,1,1,N,2,5
66,2,4,2,8,1,1,N,2,7
69,1,2,1,4,1,2,N,2,10
47,2,1,1,1,1,1,N,2,9
70,2,4,2,9,1,1,N,2,10
42,1,1,1,3,1,2,N,2,5
47,1,6,1,5,1,1,N,2,10
9,1,N,9,N,1,2,N,2,3
5,1,N,1,N,1,1,N,2,2
74,2,5,2,3,1,2,N,2,8
56,1,1,1,8,1,1,N,2,7
34,2,6,2,5,1,2,N,2,11
73,2,3,1,3,1,1,N,2,10
33,1,6,1,1,1,1,N,2,5
49,2,1,3,8,1,1,N,2,9
9,1,N,8,N,1,1,N,2,3
81,2,1,1,8,1,1,N,2,10
11,2,N,1,N,1,1,N,2,3
54,2,1,2,0,1,1,N,2,3
27,1,6,2,4,1,2,N,2,9
45,2,6,1,6,1,2,N,2,7
27,2,6,2,6,1,1,N,2,9
65,1,1,6,0,1,1,N,2,8
63,2,1,1,1,1,1,N,2,8
32,1,1,1,7,1,1,N,2,9
6,1,N,1,N,1,1,N,2,3
69,2,4,2,3,1,2,N,2,8
24,1,6,2,9,1,2,N,2,5
4,1,N,1,N,1,1,N,2,1
64,2,6,2,7,1,1,N,2,11
51,2,1,1,5,1,1,5,2,9
9,1,N,2,N,1,2,N,2,3
27,2,6,3,7,1,1,N,2,9
47,1,1,1,4,1,2,N,2,10
45,1,1,6,8,1,1,N,2,9
10,1,N,9,N,1,2,N,2,3
33,1,6,1,1,1,1,N,2,7
35,1,3,6,8,1,1,N,2,9
7,2,N,1,N,1,1,N,2,3
55,2,6,2,5,1,2,N,2,8
44,2,1,1,7,1,2,N,2,11
43,1,6,1,9,1,2,N,2,10
29,1,6,3,6,1,2,N,2,7
33,2,6,1,1,1,2,N,2,10
1,2,N,2,N,1,1,N,2,N
46,1,1,1,9,1,1,N,2,11
24,2,6,1,0,2,2,N,2,7
71,1,4,2,3,1,2,N,2,7
56,2,3,1,3,1,1,N,2,7
49,2,5,1,2,1,2,N,2,6
70,1,1,1,7,1,1,N,2,6
1,2,N,1,N,1,1,N,2,N
19,2,6,3,0,1,1,N,2,7
70,2,1,1,1,1,1,N,2,5
16,2,6,2,1,3,0,N,2,4
3,1,N,1,N,1,1,N,2,2
17,1,6,1,0,1,2,N,2,4
57,1,4,1,9,1,1,N,2,8
54,2,1,1,0,1,1,N,2,9
67,2,1,1,2,1,1,N,2,5
74,2,1,1,4,1,1,N,1,9
56,2,6,1,6,1,2,N,2,7
36,2,1,1,3,1,1,N,2,9
8,1,N,2,N,1,1,N,2,3
64,2,1,3,1,1,1,N,2,6
28,2,6,1,7,1,1,N,2,7
63,2,6,1,3,1,2,N,2,9
7,1,N,1,N,1,1,N,2,3
76,1,1,1,8,1,1,N,2,10
57,2,1,1,4,1,2,N,2,5
12,2,N,1,N,1,2,N,2,3
70,1,4,1,8,1,1,N,2,10
42,2,1,1,8,1,1,N,2,9
89,2,3,1,4,1,1,N,2,7
52,1,1,1,5,1,1,N,2,5
0,1,N,1,N,1,1,N,2,N
28,1,6,2,8,1,1,N,2,5
44,1,4,6,4,1,1,N,2,10
78,1,3,1,0,1,1,N,2,5
50,1,1,1,9,1,2,N,2,10
56,1,5,1,8,1,1,N,2,7
48,2,2,9,6,1,1,3,2,10
57,1,6,2,7,1,1,N,2,8
60,2,1,1,4,1,1,N,2,9
57,2,6,2,2,1,2,N,2,5
62,2,1,1,4,1,1,N,2,6
3,1,N,1,N,1,1,N,2,2
74,2,1,2,2,1,1,N,2,5
0,1,N,6,N,1,2,N,2,N
14,2,N,1,N,1,1,N,2,3
59,2,1,1,3,1,2,N,2,10
51,1,1,1,7,1,1,N,2,10
67,2,1,3,7,1,1,N,2,7
13,2,6,2,0,1,2,N,2,4
74,1,1,1,7,1,1,N,2,11
30,2,6,3,0,1,2,N,2,5
1,2,N,1,N,1,1,N,2,N
80,1,1,2,2,1,1,N,2,3
7,2,N,9,N,1,1,N,2,3
70,2,4,2,0,1,2,N,2,5
82,1,1,1,3,1,2,N,2,7
8,1,N,3,N,1,2,N,2,3
28,2,1,1,7,1,1,N,2,10
32,1,6,1,7,1,1,N,2,9
76,2,6,1,2,1,0,N,1,5
8,1,N,2,N,1,1,N,2,3
25,2,6,2,6,1,2,N,2,7
77,1,6,1,5,1,1,N,1,11
81,2,1,9,6,1,1,N,2,8
26,1,6,1,0,1,1,N,2,9
42,2,1,1,9,1,1,N,2,10
2,1,N,1,N,1,2,N,2,N
46,2,6,1,4,1,1,N,2,8
74,2,1,1,8,1,1,N,2,9
28,2,6,1,6,1,1,N,2,9
80,2,1,1,6,1,1,N,2,3
36,2,6,6,4,1,1,N,2,5
61,2,2,2,7,1,2,N,2,9
7,1,N,9,N,1,2,N,2,3
6,2,N,1,N,1,1,N,2,3
41,2,6,2,4,1,2,N,2,5
3,2,N,2,N,1,2,N,2,1
33,1,6,1,7,1,2,N,2,10
76,1,3,1,9,1,1,N,2,9
52,2,1,6,7,1,1,N,2,9
32,2,1,3,6,1,2,N,2,9
36,1,1,1,7,1,1,N,2,5
24,2,6,2,4,1,2,N,2,7
68,2,1,2,0,1,2,N,2,4
6,1,N,1,N,1,1,N,2,3
20,1,6,1,1,1,1,N,2,10
26,1,6,2,1,1,2,N,2,4
79,1,1,2,1,1,1,N,2,9
55,1,1,9,3,1,2,N,2,7
62,1,1,1,6,1,1,N,2,9
3,1,N,1,N,1,2,N,2,2
11,1,N,1,N,1,1,N,2,3
22,2,6,1,9,1,2,N,2,9
45,2,6,1,7,1,2,N,2,9
54,1,1,6,6,1,1,N,2,12
0,1,N,1,N,1,2,N,2,N
48,1,6,6,0,1,2,N,2,7
0,1,N,1,N,1,1,N,2,N
19,1,6,2,0,1,2,N,2,5
22,2,6,8,6,1,2,N,2,7
24,2,6,1,8,2,1,N,2,9
80,2,4,1,2,1,2,N,2,9
80,2,3,1,8,1,1,N,2,5
60,2,1,2,6,1,1,N,2,11
59,2,1,2,4,1,2,N,2,4
18,1,6,6,1,1,2,N,2,5
39,1,6,1,0,2,0,N,2,7
29,2,6,1,8,1,1,N,2,5
36,1,1,1,9,1,1,N,2,10
1,1,N,1,N,1,2,N,2,N
5,2,N,1,N,1,2,N,2,1
74,2,4,1,3,1,2,N,2,5
38,2,4,1,4,1,2,N,2,9
7,1,N,1,N,1,1,N,2,3
24,2,6,2,6,1,2,N,2,10
44,2,1,1,9,1,1,N,2,12
12,2,N,2,N,1,2,N,2,3
42,1,6,8,8,1,1,N,2,11
36,1,1,1,9,1,1,N,2,9
82,2,1,1,2,1,1,N,2,8
35,1,6,1,0,1,2,N,2,5
67,1,6,1,5,1,2,N,2,9
18,1,6,1,1,1,2,N,2,5
44,1,1,1,9,1,2,N,2,9
60,1,1,1,9,1,1,N,2,10
0,1,N,2,N,1,2,N,2,N
7,1,N,1,N,1,2,N,2,3
79,2,3,1,3,1,1,N,2,4
44,2,6,2,0,1,2,N,2,9
36,1,6,1,7,1,2,N,2,9
67,1,4,2,5,1,1,N,2,3
36,1,1,1,8,1,1,N,2,6
33,1,6,1,6,1,2,N,2,10
40,1,4,3,0,1,1,N,2,5
71,2,3,1,5,1,1,N,2,4
18,1,6,3,1,3,0,N,2,5
64,1,1,9,0,1,1,N,2,8
82,2,1,2,6,1,1,N,2,10
73,2,1,1,4,1,1,N,2,9
32,2,6,2,4,1,2,N,2,10
26,1,6,1,3,1,0,N,2,7
13,2,6,2,0,1,1,N,2,4
43,2,1,1,8,1,1,N,2,9
9,2,N,2,N,1,1,N,2,3
22,2,6,2,0,1,2,N,2,7
74,1,4,1,4,1,1,N,2,6
76,2,1,1,8,1,2,N,2,11
81,2,1,1,7,1,1,N,2,4
7,2,N,1,N,1,1,N,2,3
46,2,1,1,9,1,2,N,2,9
37,1,6,8,3,1,2,N,2,7
42,2,1,1,4,1,1,N,2,10
80,2,1,2,2,1,1,N,2,5
9,2,N,1,N,1,1,N,2,3
56,2,3,6,9,1,1,N,2,11
