PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP,target
48-02507,50,1,1,0,1,2,4,1,1,357.4,7072,8,4,14500.0,2,320,N,2,2,2,2,83,16,3889
48-02102,62,1,1,0,1,0,2,1,1,2134.8,9920,2,3,98400.0,1,52,N,2,2,2,2,14,6,4175
48-02516,61,2,1,0,1,2,4,1,1,357.4,7890,14,5,374000.0,6,467,N,2,2,2,2,88,88,5754
48-02101,36,1,1,0,1,2,4,1,1,357.4,9920,9,1,325300.0,1,400,N,N,N,2,2,206,45,7701
48-02102,73,2,4,0,1,0,2,1,2,450.9,9920,9,9,13300.0,3,140,N,2,2,2,1,45,49,5358
48-02101,30,2,6,0,1,0,6,1,1,357.4,9480,14,4,80200.0,1,24,N,2,2,2,2,429,100,5424
48-02516,65,2,1,0,1,0,2,1,1,1338.4,9920,N,3,2100.0,0,14,N,2,2,2,2,179,100,3715
48-02507,40,1,1,0,1,3,5,1,1,3731.1,9920,N,7,10070.0,3,226,N,2,2,2,2,198,20,1898
48-02516,69,1,1,0,1,3,7,1,1,357.4,N,N,9,133800.0,3,228,N,2,2,2,2,88,83,4047
48-02101,5,2,N,0,1,2,4,1,1,357.4,N,9,2,N,N,137,N,2,2,2,2,146,101,8874
48-02510,59,2,4,0,1,0,3,1,1,3092.4,N,9,6,100.0,0,501,N,2,2,2,2,96,94,7528
48-02507,6,2,N,0,1,2,4,1,1,3731.1,9920,N,3,9900.0,9,52,N,2,2,2,2,45,51,8563
48-02507,63,1,1,0,1,0,2,1,1,3731.1,6280,6,4,26650.0,7,471,N,2,2,2,2,35,38,3909
48-02507,58,1,1,0,2,0,4,1,2,3731.1,2970,3,5,98300.0,8,501,N,2,2,2,2,234,54,6492
48-02101,62,2,1,0,1,0,4,1,1,357.4,290,4,7,79900.0,1,52,N,2,2,2,2,143,137,2054
48-02102,40,2,1,0,1,1,3,1,1,450.9,9920,9,9,102000.0,0,53,N,2,2,2,2,48,56,3652
48-02101,36,2,6,0,1,1,3,1,1,357.4,8670,3,3,10000.0,0,143,N,2,2,2,2,61,57,3176
48-02507,70,1,1,0,1,1,3,1,2,3731.1,9920,10,9,3700.0,4,401,N,2,2,2,2,39,47,7144
48-02507,31,2,6,1,1,0,2,1,1,2134.8,8580,14,4,205200.0,3,236,N,2,2,2,2,58,48,2079
48-02101,29,1,1,1,9,2,4,1,1,357.4,7780,10,5,2300.0,4,341,N,2,2,2,2,283,144,4896
48-02510,26,1,1,0,1,1,5,1,1,3092.4,9920,6,9,100000.0,0,137,N,2,2,2,2,87,98,1992
48-02516,63,1,1,0,1,0,2,1,1,1338.4,9920,N,4,60200.0,0,500,N,2,2,2,2,133,91,3229
48-02516,36,1,4,0,1,0,N,1,1,450.9,9290,6,9,221300.0,4,4,N,2,2,2,2,81,50,1984
48-02101,72,2,1,0,1,0,3,1,1,357.4,7280,10,4,203200.0,9,52,N,2,2,2,2,13,13,2029
48-02515,64,1,1,0,2,0,2,1,1,450.9,590,6,9,54900.0,5,500,N,2,2,2,2,54,54,697
48-02510,38,1,1,0,2,2,4,1,2,3092.4,7072,10,8,39900.0,5,224,N,2,2,2,2,92,161,5925
48-02101,31,1,1,0,1,2,5,1,1,357.4,7780,9,5,53700.0,8,37,N,2,2,2,2,79,82,6072
48-02101,13,2,N,0,1,0,4,1,1,2134.8,9920,N,3,99000.0,N,501,N,2,2,2,2,19,18,8883
48-02510,28,1,6,0,1,2,4,1,2,3092.4,5090,6,9,38100.0,6,153,N,2,2,2,2,46,58,6481
48-02507,64,1,1,0,1,0,2,1,1,3731.1,5180,4,7,83100.0,7,418,N,2,2,2,2,42,52,2166
48-02102,4,2,N,1,1,3,5,1,2,450.9,9920,N,3,N,9,241,N,2,2,2,2,47,53,8547
48-02102,50,2,1,0,1,0,4,1,1,450.9,9920,9,4,58000.0,0,501,N,2,2,2,2,13,11,4554
48-02516,75,1,1,0,1,0,2,1,1,1338.4,N,N,6,59050.0,6,473,N,2,2,2,2,267,90,2058
48-02507,65,2,1,0,1,0,2,1,1,3731.1,6991,2,1,58010.0,7,478,N,2,2,2,2,43,41,3370
48-02516,27,2,1,0,1,2,6,1,1,1338.4,7880,11,5,57100.0,1,500,N,2,2,2,2,18,20,7019
48-02102,38,2,2,0,1,0,3,1,1,450.9,9920,N,7,13400.0,3,225,N,2,2,2,2,19,17,4694
48-02507,5,1,4,0,8,0,6,1,1,3731.1,9920,N,3,20.0,1,21,N,2,2,2,2,55,47,5742
48-02516,28,1,5,0,2,2,4,1,2,450.9,6180,6,7,98510.0,9,397,N,2,2,2,2,133,308,8608
48-02510,48,2,2,1,1,3,5,1,1,3092.4,7880,6,7,360.0,4,326,N,2,2,2,2,201,96,1736
48-02102,30,1,1,0,1,0,5,1,1,1338.4,4870,2,9,220000.0,5,501,N,2,2,2,2,89,96,6772
48-02507,51,2,1,0,1,0,2,1,1,3092.4,7870,10,8,19500.0,9,501,N,2,2,2,2,76,78,7392
48-02516,29,1,1,0,1,1,6,1,1,450.9,5180,15,4,24500.0,4,52,N,2,2,2,2,85,85,4953
48-02515,34,1,6,0,1,0,2,1,1,2134.8,9180,15,5,81700.0,N,394,N,2,2,2,2,17,56,739
48-02516,38,2,1,0,1,1,4,1,1,1338.4,9920,6,4,10000.0,0,392,N,2,2,2,2,124,55,695
48-02101,29,1,6,0,1,0,2,1,1,357.4,5690,6,9,100.0,9,501,N,2,2,2,2,86,89,1979
48-02101,3,1,N,0,1,1,3,1,1,450.9,9920,N,12,N,N,5,N,N,N,2,2,92,91,8745
48-02101,64,1,4,0,9,1,3,1,1,357.4,2780,4,5,59240.0,7,249,N,2,2,2,2,86,89,4157
48-02515,3,2,N,1,2,1,4,1,2,2134.8,N,N,2,99800.0,N,404,N,N,2,2,2,89,58,8637
48-02515,69,2,4,0,1,0,N,1,1,2134.8,9920,9,1,99000.0,1,52,N,2,2,2,2,15,6,3493
48-02101,13,1,N,0,1,2,6,1,1,2134.8,9920,N,3,990.0,N,137,N,2,2,2,2,86,87,8584
48-02516,6,1,N,1,6,2,4,1,1,1338.4,N,9,12,N,N,317,N,N,2,2,2,89,89,5146
48-02510,38,2,3,0,1,0,4,1,1,3092.4,7780,10,1,205200.0,3,398,N,2,2,2,2,81,91,7572
48-02516,65,2,1,0,1,0,2,1,1,1338.4,9920,N,12,-600.0,0,141,N,2,2,2,2,127,145,2395
48-02101,63,1,1,1,1,0,2,1,1,357.4,2890,4,7,28200.0,7,262,6,2,2,2,2,70,73,6550
48-02507,26,1,4,0,1,0,3,1,2,3731.1,9920,9,5,51200.0,1,134,N,1,1,2,2,72,79,7404
48-02102,71,1,4,0,1,0,2,1,1,450.9,5190,9,9,81400.0,5,53,N,2,2,2,1,67,84,4866
48-02101,5,1,N,0,1,4,N,1,1,357.4,N,N,6,99200.0,N,498,N,2,2,2,2,16,42,8956
48-02516,73,1,1,0,1,3,3,1,1,3092.4,9920,N,4,13200.0,3,501,N,2,2,2,2,16,16,5869
48-02101,68,1,5,0,1,0,7,1,1,357.4,9920,N,3,45570.0,1,460,N,2,2,2,2,44,44,4530
48-02510,62,1,1,0,1,0,2,1,1,3092.4,6991,9,7,83000.0,8,501,N,2,2,2,2,75,80,1963
48-02515,17,2,6,0,1,N,N,2,0,2134.8,N,N,4,98510.0,1,94,N,2,1,2,2,11,1,8251
48-02516,31,1,1,0,1,0,3,1,1,2134.8,7071,15,8,103100.0,0,380,N,2,2,2,2,79,90,1877
48-02102,17,1,6,0,1,2,4,1,1,450.9,4971,5,4,21700.0,3,470,N,2,2,2,2,219,255,4023
48-02516,64,2,3,0,1,0,N,1,1,1338.4,9920,N,2,20700.0,4,501,N,2,2,2,1,17,14,2167
48-02515,46,1,1,0,1,0,N,1,2,3092.4,7780,14,9,30900.0,6,362,N,2,2,2,2,48,43,4708
48-02101,39,2,1,0,1,2,5,1,1,357.4,6870,9,6,56750.0,7,500,N,2,2,2,2,137,92,6743
48-02102,63,2,4,0,1,0,2,1,1,1338.4,N,9,1,41200.0,5,225,N,2,2,2,2,49,50,5645
48-02102,3,2,N,4,1,2,4,1,1,450.9,9920,9,9,9950.0,N,136,N,N,N,2,2,51,57,8427
48-02102,27,2,6,0,2,1,3,1,2,2134.8,5080,10,6,10200.0,1,405,N,2,2,2,2,450,389,5766
48-02102,54,1,1,0,1,0,2,1,1,450.9,770,3,6,52250.0,8,329,N,2,2,2,2,50,53,3306
48-02515,72,1,1,1,1,0,2,1,1,1338.4,9920,N,3,140000.0,2,24,N,2,2,2,2,240,123,2430
48-02516,58,1,1,0,1,0,2,1,1,450.9,2980,8,7,144000.0,9,52,N,2,2,2,2,83,130,6336
48-02515,48,1,4,0,1,0,2,1,2,2134.8,7860,2,9,5800.0,6,335,N,2,2,2,2,81,85,3764
48-02510,54,1,1,0,1,0,2,1,1,3092.4,7190,10,8,54400.0,8,52,N,2,2,2,2,47,48,5864
48-02102,30,2,1,0,1,0,3,1,1,450.9,7970,11,9,57800.0,6,53,N,2,2,2,2,99,97,871
48-02516,27,2,1,0,1,0,5,1,1,3092.4,6970,14,6,59800.0,4,346,N,2,2,2,2,56,57,3775
48-02515,55,1,N,1,8,3,2,1,1,2134.8,N,N,2,99060.0,N,202,N,2,2,2,2,129,56,3254
48-02101,13,1,6,1,1,1,3,1,1,1338.4,N,9,3,99060.0,N,219,N,2,2,2,2,325,242,3095
48-02101,64,2,6,0,1,0,2,1,1,357.4,7880,10,5,7900.0,1,406,N,2,2,2,2,47,49,4304
48-02516,60,1,1,0,1,0,2,1,1,1338.4,6991,6,4,61600.0,9,501,N,2,2,2,2,133,95,5689
48-02102,10,2,N,0,1,1,3,1,1,450.9,9920,N,2,N,9,232,N,2,2,2,2,160,264,7340
48-02510,14,2,6,1,8,0,7,1,1,357.4,5090,6,4,61800.0,1,217,N,2,2,2,2,387,54,1779
48-02101,47,2,1,0,1,0,2,1,1,450.9,7190,10,9,81000.0,7,501,N,2,2,2,2,41,48,1651
48-02507,52,2,1,1,1,2,5,1,1,3092.4,9870,N,3,10000.0,0,52,N,2,2,2,2,93,26,6517
48-02515,15,2,N,1,1,2,2,1,1,2134.8,9920,N,4,100.0,0,135,N,2,2,2,2,204,154,4412
48-02510,40,2,1,0,1,1,8,1,1,3092.4,5170,6,7,61700.0,0,501,N,2,2,2,2,80,87,3632
48-02102,57,2,5,0,1,0,2,1,1,450.9,9920,N,6,55200.0,1,40,N,2,2,2,2,17,15,5024
48-02510,42,1,4,0,1,0,4,1,1,3092.4,6070,6,7,53130.0,6,334,N,2,2,2,2,18,87,792
48-02510,40,1,1,0,1,0,2,1,1,3092.4,9920,9,8,N,5,53,N,2,2,2,2,42,53,6808
48-02507,82,2,1,0,1,0,2,1,1,3731.1,9920,9,9,23800.0,4,501,N,2,1,2,2,53,49,4203
48-02510,67,2,4,0,1,0,N,1,1,357.4,8090,14,9,25600.0,5,53,N,2,2,2,2,42,79,659
48-02102,54,2,1,0,1,0,3,1,1,450.9,8590,14,7,10070.0,0,407,N,2,2,2,2,85,81,4301
48-02102,15,2,N,0,1,0,5,1,1,3092.4,9920,N,3,N,9,52,N,2,2,2,2,123,131,7746
48-02510,36,2,1,4,1,2,6,1,1,3092.4,9920,N,4,-600.0,0,149,N,2,2,2,2,53,57,5421
48-02516,61,2,4,0,1,0,N,1,1,1338.4,N,N,3,N,N,90,N,2,2,2,2,136,94,7680
48-02101,38,1,1,0,1,2,4,1,1,450.9,5170,6,8,79500.0,8,399,N,2,2,2,2,19,140,2465
48-02507,28,2,1,0,1,1,3,1,1,3731.1,7080,11,9,59300.0,8,501,N,2,2,2,2,77,85,3339
48-02507,30,1,1,0,1,0,N,1,1,3731.1,5670,6,9,52280.0,7,406,N,2,2,2,2,56,58,5403
48-02516,52,1,1,0,1,1,3,1,2,450.9,6070,N,9,98510.0,9,501,N,2,2,2,2,78,88,601
48-02102,64,1,1,0,1,0,2,1,1,450.9,6180,4,7,41400.0,9,501,N,2,2,2,2,42,45,4716
48-02516,66,1,1,0,1,0,2,1,1,1338.4,2780,6,6,880.0,8,501,N,2,2,2,2,76,86,3935
48-02507,59,2,1,0,1,1,2,1,1,3731.1,9190,14,1,46200.0,7,471,N,2,2,2,2,48,48,3816
48-02510,74,2,1,0,1,0,7,1,1,1338.4,9920,N,5,27700.0,1,14,N,2,1,2,2,83,84,5818
48-02515,36,1,1,0,1,2,4,1,1,1338.4,7870,9,4,86000.0,8,398,N,2,2,2,2,140,140,4023
48-02507,40,2,1,1,1,2,4,1,1,3731.1,9920,9,3,98000.0,1,52,N,2,2,2,2,48,46,646
48-02510,16,1,N,1,1,4,6,1,1,3092.4,9920,N,2,9950.0,9,268,N,2,2,2,2,192,62,8584
48-02101,57,1,1,0,1,0,2,1,1,357.4,5570,6,7,42400.0,6,501,N,2,2,2,2,87,50,763
48-02516,28,1,1,0,1,0,5,1,1,1338.4,5070,6,7,397000.0,6,397,N,2,2,2,2,44,55,789
48-02507,26,2,6,0,9,1,5,1,1,3731.1,7980,14,6,26740.0,1,233,N,2,2,2,2,91,15,8505
48-02102,66,2,4,0,1,0,2,1,1,450.9,9180,14,6,280.0,5,409,N,2,2,2,2,88,79,5544
48-02515,67,2,5,0,2,0,2,1,2,2134.8,9920,N,8,302000.0,3,472,N,2,2,2,2,45,143,3865
48-02101,13,2,N,0,1,0,4,1,1,357.4,9920,N,3,990.0,1,463,N,2,2,2,2,89,53,8751
48-02101,69,2,6,1,1,0,N,1,2,357.4,N,N,4,-400.0,0,128,N,2,2,2,2,14,9,3914
48-02516,38,1,6,0,1,2,7,1,2,357.4,7790,14,7,40300.0,5,40,N,2,2,2,2,139,210,632
48-02101,72,2,1,0,1,0,2,1,2,3731.1,9920,N,7,130000.0,2,89,N,2,2,2,2,49,50,6547
48-02102,4,1,1,0,1,0,2,1,1,450.9,9920,N,1,N,N,236,N,2,2,2,2,19,15,8458
48-02507,55,2,1,0,1,0,3,1,1,3731.1,6890,9,9,26800.0,9,501,N,2,2,2,2,85,57,3853
48-02510,66,2,4,0,1,0,2,1,1,3092.4,9920,N,6,101100.0,5,209,N,2,1,2,2,76,81,2695
48-02102,12,2,N,0,1,0,8,1,1,450.9,9920,9,3,9900.0,5,241,N,2,2,2,2,39,8,7830
48-02507,68,2,4,0,2,1,4,1,2,3731.1,7870,10,9,13500.0,3,333,N,1,1,2,2,76,82,3163
48-02102,70,1,2,0,1,0,N,1,1,3092.4,N,9,3,13700.0,0,135,N,2,2,2,2,57,241,5897
48-02510,40,1,6,1,1,0,3,1,1,3092.4,5670,6,9,103580.0,0,501,N,1,2,2,2,90,53,1805
48-02516,48,2,1,1,1,1,4,1,1,357.4,9870,11,4,10.0,0,5,N,2,2,2,2,207,209,1841
48-02516,36,1,1,0,1,2,5,1,1,1338.4,7590,3,5,21900.0,8,52,N,2,2,2,2,90,91,1888
48-02507,15,1,6,0,6,1,4,1,1,3092.4,9920,N,4,98500.0,9,501,N,2,2,2,2,86,97,5726
48-02515,64,1,1,0,1,0,2,1,1,2134.8,9920,N,4,100004.0,8,501,N,2,2,2,2,80,85,3464
48-02516,29,2,4,0,1,0,4,1,2,1338.4,490,6,8,41500.0,1,229,N,2,2,2,2,50,53,5745
48-02102,60,1,1,0,1,0,2,1,1,450.9,7790,10,9,5800.0,7,53,N,2,2,2,2,48,57,7090
48-02516,58,2,1,0,1,0,2,1,1,1338.4,8670,N,7,102100.0,6,404,N,2,2,2,2,19,18,3233
48-02102,58,2,1,0,8,0,2,1,1,450.9,8660,14,7,26800.0,4,402,N,2,2,2,2,205,239,1791
48-02516,35,2,6,0,1,2,3,1,1,450.9,7770,10,7,13900.0,3,500,N,2,2,2,2,237,248,4271
48-02515,62,2,1,0,1,0,2,1,2,450.9,8660,6,7,101200.0,4,500,N,2,2,2,2,254,202,2224
48-02515,49,1,1,0,1,0,2,1,1,2134.8,8660,6,6,61800.0,6,501,N,2,2,2,2,87,92,1861
48-02101,31,2,1,0,1,1,5,1,1,357.4,7860,11,4,8300.0,5,501,N,2,2,2,2,90,89,713
48-02515,36,2,6,1,1,0,N,1,1,2134.8,5190,6,8,374000.0,6,327,N,2,2,2,2,54,48,5264
48-02507,65,2,1,1,1,1,3,1,1,3731.1,6970,10,7,83600.0,7,501,N,2,2,2,2,15,18,6551
48-02102,33,1,6,0,1,0,2,1,1,450.9,7190,1,6,15220.0,9,501,N,2,2,2,2,87,84,3760
48-02102,39,1,1,0,1,1,3,1,1,357.4,6991,6,9,79200.0,8,501,N,2,2,2,1,89,86,2113
48-02102,17,2,6,0,1,0,5,1,1,450.9,8670,5,7,24120.0,5,240,N,2,2,2,2,53,55,5492
48-02515,73,2,3,1,1,0,N,1,1,2134.8,7860,10,1,64000.0,7,262,N,2,2,2,1,13,15,6775
48-02516,13,2,6,1,1,1,3,1,1,1338.4,7860,11,6,397000.0,6,501,N,2,2,2,2,143,95,4128
48-02102,61,1,N,0,1,0,7,1,1,450.9,9920,N,3,83990.0,8,92,N,2,2,2,2,55,54,5570
48-02515,62,2,1,0,1,0,2,1,1,3092.4,9370,15,5,139000.0,9,56,N,2,2,2,2,84,85,5424
48-02510,55,1,1,0,8,2,4,1,2,3092.4,6890,2,4,33700.0,9,33,N,2,2,2,2,247,260,6598
48-02516,55,2,1,0,1,0,3,1,1,1338.4,6992,9,4,6200.0,7,52,N,2,2,2,2,82,82,2042
48-02510,16,2,1,0,1,0,5,1,1,3092.4,9920,N,4,100030.0,0,501,N,2,2,2,2,293,102,4366
48-02507,62,2,4,0,1,0,N,1,2,3092.4,7880,11,8,24200.0,3,324,N,2,2,2,2,68,78,1850
48-02102,13,2,1,0,1,0,2,1,1,3092.4,N,N,3,N,N,52,N,2,2,2,2,128,84,8874
48-02102,62,1,1,0,1,0,3,1,1,450.9,4971,6,6,54000.0,6,500,N,2,2,2,2,17,169,4029
48-02507,37,2,1,0,1,1,3,1,1,450.9,9920,3,6,13500.0,7,501,N,1,1,2,2,87,94,5422
48-02102,66,2,1,0,1,0,2,1,1,1338.4,9920,N,1,58300.0,8,47,N,2,2,2,2,18,13,5407
48-02515,5,1,N,0,1,3,6,1,1,2134.8,N,N,2,N,N,393,N,2,2,2,2,59,56,8772
48-02101,3,2,N,0,1,1,2,1,2,357.4,9920,9,1,9950.0,9,41,N,2,2,2,2,235,230,8696
48-02507,17,1,3,0,1,0,6,1,2,3731.1,9920,14,4,129900.0,1,139,N,2,2,2,2,44,45,4828
48-02101,4,1,1,0,1,2,4,1,2,357.4,9920,9,3,98500.0,9,237,N,2,2,2,2,220,239,7835
48-02101,49,1,1,0,1,3,5,1,1,357.4,7181,10,10,13700.0,9,501,N,2,2,2,2,41,52,2294
48-02101,29,2,6,0,1,0,2,1,1,357.4,9920,9,5,101000.0,0,118,N,2,2,2,2,89,50,522
48-02101,15,1,6,0,1,0,N,1,1,357.4,6390,9,7,54800.0,6,317,N,2,2,2,2,43,46,4655
48-02101,78,2,1,0,1,4,6,1,1,357.4,5180,6,4,785000.0,1,501,N,1,2,2,2,44,47,4372
48-02102,74,1,1,0,1,0,7,1,1,450.9,N,2,8,24120.0,4,33,N,1,2,2,2,20,85,2006
48-02510,39,2,1,0,1,1,3,1,1,3092.4,7072,10,7,10070.0,1,473,N,2,2,2,2,39,38,552
48-02516,29,1,6,0,1,2,4,1,2,1338.4,290,8,4,74800.0,8,387,N,2,2,2,2,17,259,1792
48-02102,48,2,3,0,1,0,3,1,1,450.9,7680,N,6,5900.0,1,32,N,2,2,2,2,14,18,7321
48-02101,47,1,1,0,1,1,5,1,1,357.4,9920,N,9,-1300.0,0,499,N,2,2,2,2,75,87,5480
48-02516,38,2,1,0,1,0,2,1,1,1338.4,5170,6,7,81240.0,9,501,N,2,2,2,2,48,54,3415
48-02510,49,1,1,0,1,2,4,1,1,3092.4,3170,8,9,61540.0,7,35,N,2,2,2,2,85,98,5672
48-02515,65,2,4,0,1,0,2,1,1,2134.8,N,N,1,101500.0,0,219,N,2,2,2,2,46,51,2124
48-02101,68,2,1,1,8,0,2,1,1,2134.8,7680,11,9,101000.0,7,5,N,2,2,2,2,21,187,7089
48-02516,31,1,1,0,1,2,4,1,1,357.4,7780,6,7,56310.0,8,4,N,2,2,2,2,58,57,3954
48-02510,4,1,N,0,2,2,3,1,2,3092.4,9920,N,12,99800.0,9,250,N,2,2,2,2,178,81,8807
48-02102,16,1,3,0,1,0,6,1,1,357.4,N,9,3,8400.0,5,24,N,2,2,2,2,47,53,8805
48-02516,6,2,N,0,1,N,2,1,1,1338.4,9920,9,12,9950.0,9,132,N,2,2,2,2,17,17,8754
48-02507,4,1,N,0,1,2,4,1,1,3731.1,9920,9,12,99200.0,9,214,N,2,2,2,2,186,272,8568
48-02101,63,1,1,0,1,0,N,1,1,357.4,N,N,6,5900.0,1,250,N,2,2,2,2,297,50,5795
48-02102,75,2,4,0,1,0,3,1,1,450.9,N,N,3,10070.0,0,128,N,2,2,2,2,83,90,421
48-02101,5,1,1,0,1,2,4,1,1,357.4,9920,N,3,N,N,481,N,2,2,2,2,90,141,8184
48-02102,62,1,1,0,1,0,2,1,1,450.9,2870,6,5,59400.0,7,53,N,2,2,2,2,18,14,3874
48-02515,35,1,6,0,1,0,N,1,1,2134.8,590,6,7,565600.0,6,52,N,2,2,2,2,82,81,6285
48-02101,58,2,6,0,1,0,N,1,1,357.4,7770,11,6,22200.0,3,265,N,2,2,2,2,17,22,766
48-02516,66,1,1,0,1,0,2,1,1,1338.4,9920,2,5,37200.0,7,341,N,2,2,2,2,48,47,3758
48-02101,64,2,4,0,1,0,N,1,1,357.4,7880,14,6,36700.0,6,387,N,2,2,2,2,49,49,566
48-02101,54,1,4,0,1,0,N,1,1,2134.8,3490,3,6,28500.0,7,52,N,2,2,2,2,54,53,1873
48-02101,74,1,1,0,1,0,2,1,1,2134.8,N,N,4,85000.0,1,358,N,2,1,2,1,141,91,6053
48-02102,37,1,1,0,1,2,4,1,1,450.9,6270,N,7,13700.0,6,140,N,2,2,2,2,130,89,6065
48-02510,62,1,4,0,1,0,3,1,1,3731.1,N,9,4,14100.0,9,5,N,2,2,2,2,42,47,2090
48-02507,69,2,1,0,1,0,2,1,1,3731.1,N,N,6,61600.0,6,501,N,2,2,2,2,39,38,5815
48-02516,35,2,3,0,1,2,3,1,1,1338.4,7780,11,8,38800.0,6,22,N,2,2,2,2,42,47,2278
48-02510,74,1,1,0,1,0,2,1,1,3092.4,7870,6,5,13600.0,8,501,N,2,2,2,2,83,83,1693
48-02101,26,1,6,0,1,0,3,1,2,357.4,6991,14,5,304300.0,1,312,N,2,2,2,2,232,140,908
48-02507,65,1,1,0,1,0,2,1,1,3731.1,6190,6,4,59420.0,3,462,N,2,1,2,2,43,44,7082
48-02510,16,1,1,0,1,1,5,1,1,3092.4,9920,N,2,61000.0,N,52,N,2,2,2,2,139,96,5883
48-02101,30,2,1,1,1,2,4,1,2,357.4,9920,9,4,34600.0,1,230,N,2,2,2,2,55,228,5802
48-02515,66,1,1,0,1,0,2,1,1,2134.8,2490,6,4,38360.0,5,52,N,2,2,2,2,75,40,6648
48-02101,74,1,5,0,1,0,6,1,1,357.4,9920,N,7,24600.0,4,392,N,2,2,2,2,50,45,955
48-02515,3,1,N,0,1,2,4,1,1,357.4,N,N,1,99800.0,9,409,N,N,N,2,2,83,85,8592
48-02510,73,1,1,0,1,0,7,1,1,3092.4,9920,N,9,22800.0,6,416,N,2,2,2,2,58,53,4114
48-02101,36,2,1,0,1,0,7,1,1,357.4,8690,14,7,2330.0,4,251,N,2,2,2,2,235,207,674
48-02507,74,2,1,0,6,4,4,1,1,3092.4,7071,8,9,141500.0,9,501,N,2,2,2,1,49,50,720
48-02102,54,2,1,0,2,2,4,1,1,450.9,7181,8,7,139000.0,7,349,N,2,2,2,2,268,268,5636
48-02507,37,1,6,0,1,3,5,1,1,3731.1,9920,N,3,10.0,0,32,N,2,2,2,2,90,62,3127
48-02507,12,1,6,0,1,0,7,1,1,357.4,9920,N,3,99200.0,0,227,N,2,2,2,2,260,267,8664
48-02515,30,1,4,0,2,1,N,1,2,3731.1,7071,10,1,6400.0,8,500,N,2,2,2,2,18,15,818
48-02515,63,2,1,0,1,0,2,1,1,1338.4,7780,11,4,14000.0,9,53,N,2,2,2,2,38,44,2022
48-02510,68,1,1,0,1,0,2,1,1,3092.4,9920,N,5,101700.0,1,501,N,2,2,2,2,38,39,398
48-02515,58,1,1,0,1,0,2,1,1,2134.8,9160,15,4,100000.0,1,52,N,2,2,2,2,76,57,1895
48-02101,15,2,6,1,1,0,6,1,1,357.4,N,N,2,101100.0,0,404,N,2,2,2,2,133,96,4675
48-02507,15,1,1,0,1,1,3,1,1,3731.1,9920,N,3,27000.0,0,228,N,2,2,2,2,61,25,2002
48-02102,4,1,N,0,1,2,4,1,2,450.9,9920,N,2,N,N,382,N,N,N,2,2,147,438,8541
48-02507,13,2,N,0,1,2,5,1,1,1338.4,N,9,3,N,9,333,N,2,2,2,2,203,49,8664
48-02101,30,1,1,1,1,1,3,1,1,357.4,3380,6,7,370600.0,6,352,N,2,2,2,2,91,394,3927
48-02516,6,1,4,4,1,0,5,1,1,1338.4,9920,N,4,409000.0,6,309,N,2,2,2,2,43,48,5071
48-02101,36,1,1,1,1,2,4,1,2,357.4,3365,4,6,60350.0,7,89,N,2,2,2,2,138,103,5436
48-02101,29,1,4,0,1,1,4,1,1,357.4,7670,10,5,38900.0,6,397,N,2,2,2,2,50,49,4837
48-02507,48,1,6,4,8,0,6,1,1,3731.1,2870,5,5,101700.0,3,244,N,2,2,2,2,49,51,3905
48-02507,15,1,6,0,1,2,N,1,2,450.9,8680,14,7,78060.0,1,330,N,2,2,2,2,95,94,4383
48-02102,63,2,3,0,1,0,3,1,1,450.9,N,9,10,6200.0,6,238,N,2,2,2,2,44,72,7096
48-02515,63,1,1,0,1,0,2,1,1,2134.8,3070,4,1,82300.0,9,501,N,2,2,2,2,67,42,4517
48-02101,38,2,6,1,1,0,4,1,1,450.9,3291,10,4,20810.0,1,142,N,2,2,2,2,53,50,2911
48-02516,24,2,1,0,1,1,5,1,1,1338.4,7990,10,6,350000.0,4,243,N,2,2,2,2,277,23,3862
48-02101,38,1,1,1,1,3,5,1,1,3731.1,6180,6,5,40600.0,7,241,N,2,2,2,2,39,43,824
48-02102,36,1,1,0,1,1,6,1,1,1338.4,7870,11,7,8200.0,6,474,N,2,2,2,2,91,89,4856
48-02516,40,2,1,0,1,1,3,1,1,1338.4,9920,9,5,230.0,4,501,N,2,2,2,2,93,92,4928
48-02102,49,2,4,0,1,0,2,1,1,450.9,9920,N,4,99300.0,6,302,N,2,1,2,2,84,54,546
48-02507,52,1,1,0,1,0,2,1,1,3731.1,3080,N,1,134600.0,8,52,N,2,1,2,2,41,48,831
48-02102,68,2,4,0,1,0,N,1,1,450.9,9920,11,8,37000.0,8,333,N,2,2,2,2,15,81,2208
48-02515,62,2,1,0,1,0,2,1,1,450.9,7080,10,7,61200.0,8,52,N,2,2,2,2,38,44,655
48-02101,39,1,6,0,1,2,4,1,2,357.4,8660,14,3,137920.0,7,501,N,2,2,2,2,54,48,4785
48-02510,16,2,6,1,1,0,N,1,1,3092.4,4980,9,6,375000.0,6,24,N,2,2,2,2,40,47,7027
48-02101,64,2,4,1,1,0,N,1,1,357.4,4972,6,4,6100.0,1,474,N,2,2,2,2,15,71,7367
48-02102,58,1,1,0,1,0,3,1,1,450.9,9920,N,3,103000.0,5,249,N,2,2,2,1,48,45,8749
